utc_time_hb,CF_model_solar,CF_hsl_solar,CF_wind_agg,DAH,RT5min,CF_hsl_wind_sr,utc_time,local_time_hb,year
1/1/2018 6:00,0,0,0.090525382,27.51,27.6931,0.061535791,2018-01-01T06:00:00Z,1/1/2018 0:00,2018
1/1/2018 7:00,0,0,0.089739166,25.85,27.72,0.049287164,2018-01-01T07:00:00Z,1/1/2018 1:00,2018
1/1/2018 8:00,0,0,0.085443818,26.07,27.4275,0.087305233,2018-01-01T08:00:00Z,1/1/2018 2:00,2018
1/1/2018 9:00,0,0,0.081741336,27.09,27.9209,0.095905699,2018-01-01T09:00:00Z,1/1/2018 3:00,2018
1/1/2018 10:00,0,0,0.08348786,28.45,29.0241,0.077787998,2018-01-01T10:00:00Z,1/1/2018 4:00,2018
1/1/2018 11:00,0,0,0.086630054,31.49,32.2854,0.106314071,2018-01-01T11:00:00Z,1/1/2018 5:00,2018
1/1/2018 12:00,0,0,0.086398271,37.37,35.6456,0.110500689,2018-01-01T12:00:00Z,1/1/2018 6:00,2018
1/1/2018 13:00,0,0,0.079653457,42.21,37.3792,0.110520184,2018-01-01T13:00:00Z,1/1/2018 7:00,2018
1/1/2018 14:00,0.128004185,0.010488569,0.060768049,59.67,40.4234,0.079736054,2018-01-01T14:00:00Z,1/1/2018 8:00,2018
1/1/2018 15:00,0.030132911,0.060456049,0.053300885,64.49,41.9403,0.038288037,2018-01-01T15:00:00Z,1/1/2018 9:00,2018
1/1/2018 16:00,0.078929891,0.102115595,0.030933469,55.73,42.4546,0.03563152,2018-01-01T16:00:00Z,1/1/2018 10:00,2018
1/1/2018 17:00,0.140863148,0.157215082,0.01550218,40.89,41.7119,0.001350978,2018-01-01T17:00:00Z,1/1/2018 11:00,2018
1/1/2018 18:00,0.224436931,0.139502758,0.008462256,37.13,37.4091,0.000473485,2018-01-01T18:00:00Z,1/1/2018 12:00,2018
1/1/2018 19:00,0.177212484,0.142424306,0.005466108,34.28,32.8132,0.000473485,2018-01-01T19:00:00Z,1/1/2018 13:00,2018
1/1/2018 20:00,0.125786771,0.120262994,0.004057413,33.85,29.8083,0.000473485,2018-01-01T20:00:00Z,1/1/2018 14:00,2018
1/1/2018 21:00,0.078379762,0.114735678,0.003494826,32.65,29.9099,0.000473485,2018-01-01T21:00:00Z,1/1/2018 15:00,2018
1/1/2018 22:00,0.041252872,0.066252363,0.004331891,35.39,31.8893,0.000473485,2018-01-01T22:00:00Z,1/1/2018 16:00,2018
1/1/2018 23:00,0.011359459,0.01683048,0.004098178,54.6,41.3635,0.000473485,2018-01-01T23:00:00Z,1/1/2018 17:00,2018
1/2/2018 0:00,0,0,0.008372908,66.64,45.6028,0.000473485,2018-01-02T00:00:00Z,1/1/2018 18:00,2018
1/2/2018 1:00,0,0,0.017167586,61.85,44.9107,0.001589554,2018-01-02T01:00:00Z,1/1/2018 19:00,2018
1/2/2018 2:00,0,0,0.019270994,54.85,43.0076,0.01910475,2018-01-02T02:00:00Z,1/1/2018 20:00,2018
1/2/2018 3:00,0,0,0.025236249,43.8,37.8806,0.092527752,2018-01-02T03:00:00Z,1/1/2018 21:00,2018
1/2/2018 4:00,0,0,0.035140886,41.91,34.8492,0.15374698,2018-01-02T04:00:00Z,1/1/2018 22:00,2018
1/2/2018 5:00,0,0,0.040408146,35.9,28.6795,0.135074984,2018-01-02T05:00:00Z,1/1/2018 23:00,2018
1/2/2018 6:00,0,0,0.038006875,36.24,27.5936,0.074529501,2018-01-02T06:00:00Z,1/2/2018 0:00,2018
1/2/2018 7:00,0,0,0.038321588,32.38,27.467,0.083961625,2018-01-02T07:00:00Z,1/2/2018 1:00,2018
1/2/2018 8:00,0,0,0.043056058,33.2,27.0873,0.091965503,2018-01-02T08:00:00Z,1/2/2018 2:00,2018
1/2/2018 9:00,0,0,0.036253852,35.72,27.3671,0.107730966,2018-01-02T09:00:00Z,1/2/2018 3:00,2018
1/2/2018 10:00,0,0,0.025528304,48.87,28.1375,0.05299975,2018-01-02T10:00:00Z,1/2/2018 4:00,2018
1/2/2018 11:00,0,0,0.017382622,55.28,30.7873,0.005011426,2018-01-02T11:00:00Z,1/2/2018 5:00,2018
1/2/2018 12:00,0,0,0.017015732,171.45,38.4254,0.000473485,2018-01-02T12:00:00Z,1/2/2018 6:00,2018
1/2/2018 13:00,0,0.001202887,0.014036238,192.71,41.9912,0.003589902,2018-01-02T13:00:00Z,1/2/2018 7:00,2018
1/2/2018 14:00,0.284556258,0.057194745,0.009544708,121.02,44.4288,0.011574773,2018-01-02T14:00:00Z,1/2/2018 8:00,2018
1/2/2018 15:00,0.095677456,0.154221606,0.003400355,100.43,46.4066,0.007421913,2018-01-02T15:00:00Z,1/2/2018 9:00,2018
1/2/2018 16:00,0.207268323,0.235800402,0.002262151,67.82,49.8368,0.000480587,2018-01-02T16:00:00Z,1/2/2018 10:00,2018
1/2/2018 17:00,0.235698359,0.290405168,0.00171026,53.26,48.1886,0.000473485,2018-01-02T17:00:00Z,1/2/2018 11:00,2018
1/2/2018 18:00,0.281149854,0.294730182,0.002752398,43.76,45.353,0.001584292,2018-01-02T18:00:00Z,1/2/2018 12:00,2018
1/2/2018 19:00,0.223712359,0.311118571,0.005383387,38.86,44.1786,0.01917108,2018-01-02T19:00:00Z,1/2/2018 13:00,2018
1/2/2018 20:00,0.246691352,0.246194237,0.009866533,36.84,44.7759,0.014350555,2018-01-02T20:00:00Z,1/2/2018 14:00,2018
1/2/2018 21:00,0.09588883,0.079905162,0.010572771,37.39,40.6141,0.018534581,2018-01-02T21:00:00Z,1/2/2018 15:00,2018
1/2/2018 22:00,0.041598049,0.051704269,0.012744282,43.88,44.8946,0.010085445,2018-01-02T22:00:00Z,1/2/2018 16:00,2018
1/2/2018 23:00,0.028214982,0.002213383,0.008929966,85.9,58.6361,0.000851468,2018-01-02T23:00:00Z,1/2/2018 17:00,2018
1/3/2018 0:00,0,0,0.010899481,107.26,51.4073,0.000473485,2018-01-03T00:00:00Z,1/2/2018 18:00,2018
1/3/2018 1:00,0,0,0.014239208,79.2,54.638,0.000554762,2018-01-03T01:00:00Z,1/2/2018 19:00,2018
1/3/2018 2:00,0,0,0.020605214,71.93,54.5212,0.010929668,2018-01-03T02:00:00Z,1/2/2018 20:00,2018
1/3/2018 3:00,0,0,0.052574591,53.08,40.8525,0.128110981,2018-01-03T03:00:00Z,1/2/2018 21:00,2018
1/3/2018 4:00,0,0,0.110368429,46.67,32.3893,0.383111183,2018-01-03T04:00:00Z,1/2/2018 22:00,2018
1/3/2018 5:00,0,0,0.167537798,38.19,29.6089,0.549547621,2018-01-03T05:00:00Z,1/2/2018 23:00,2018
1/3/2018 6:00,0,0,0.219605294,33.08,34.1809,0.770064877,2018-01-03T06:00:00Z,1/3/2018 0:00,2018
1/3/2018 7:00,0,0,0.23793219,31.56,33.7127,0.497441776,2018-01-03T07:00:00Z,1/3/2018 1:00,2018
1/3/2018 8:00,0,0,0.259402395,31.26,32.898,0.768906158,2018-01-03T08:00:00Z,1/3/2018 2:00,2018
1/3/2018 9:00,0,0,0.268018751,32.08,34.735,0.903692131,2018-01-03T09:00:00Z,1/3/2018 3:00,2018
1/3/2018 10:00,0,0,0.290513478,44.5,39.3423,0.925978038,2018-01-03T10:00:00Z,1/3/2018 4:00,2018
1/3/2018 11:00,0,0,0.309770021,52.2,46.3216,0.932857689,2018-01-03T11:00:00Z,1/3/2018 5:00,2018
1/3/2018 12:00,0,0,0.339493649,108.9,54.1555,0.947926404,2018-01-03T12:00:00Z,1/3/2018 6:00,2018
1/3/2018 13:00,0,0.007601522,0.370546985,101.07,52.4966,0.908836293,2018-01-03T13:00:00Z,1/3/2018 7:00,2018
1/3/2018 14:00,0.392104862,0.36228192,0.30774127,67.15,53.9631,0.569933416,2018-01-03T14:00:00Z,1/3/2018 8:00,2018
1/3/2018 15:00,1.00000008,0.931388519,0.172929483,66.35,69.652,0.280549624,2018-01-03T15:00:00Z,1/3/2018 9:00,2018
1/3/2018 16:00,1.00000008,0.99057092,0.081389805,59.5,67.3696,0.131565587,2018-01-03T16:00:00Z,1/3/2018 10:00,2018
1/3/2018 17:00,1.00000008,0.998916867,0.048127243,52.91,63.8551,0.097402594,2018-01-03T17:00:00Z,1/3/2018 11:00,2018
1/3/2018 18:00,1.00000008,0.998916867,0.034723648,48.25,56.4138,0.059125668,2018-01-03T18:00:00Z,1/3/2018 12:00,2018
1/3/2018 19:00,1.00000008,0.998916867,0.021097717,45.89,49.1392,0.006210093,2018-01-03T19:00:00Z,1/3/2018 13:00,2018
1/3/2018 20:00,1.00000008,0.997851991,0.016530008,44.74,43.8235,0.000645509,2018-01-03T20:00:00Z,1/3/2018 14:00,2018
1/3/2018 21:00,0.94894891,0.913384388,0.012396684,44.95,41.9001,0.000473485,2018-01-03T21:00:00Z,1/3/2018 15:00,2018
1/3/2018 22:00,0.832772988,0.573970191,0.006683778,48.11,43.4154,0.000473485,2018-01-03T22:00:00Z,1/3/2018 16:00,2018
1/3/2018 23:00,0.485834423,0.046954707,0.004514799,55.59,52.8548,0.002033828,2018-01-03T23:00:00Z,1/3/2018 17:00,2018
1/4/2018 0:00,0,0,0.005538188,69.55,65.8387,0.024096749,2018-01-04T00:00:00Z,1/3/2018 18:00,2018
1/4/2018 1:00,0,0,0.009091006,66.44,66.3592,0.063833001,2018-01-04T01:00:00Z,1/3/2018 19:00,2018
1/4/2018 2:00,0,0,0.020933555,66.27,66.6494,0.024920588,2018-01-04T02:00:00Z,1/3/2018 20:00,2018
1/4/2018 3:00,0,0,0.044352419,59.72,54.9482,0.139156764,2018-01-04T03:00:00Z,1/3/2018 21:00,2018
1/4/2018 4:00,0,0,0.06525967,53.41,51.5133,0.215310285,2018-01-04T04:00:00Z,1/3/2018 22:00,2018
1/4/2018 5:00,0,0,0.080475234,51.64,49.8487,0.230574168,2018-01-04T05:00:00Z,1/3/2018 23:00,2018
1/4/2018 6:00,0,0,0.107992854,42.69,49.3555,0.403493058,2018-01-04T06:00:00Z,1/4/2018 0:00,2018
1/4/2018 7:00,0,0,0.104874931,42.24,47.8744,0.26808062,2018-01-04T07:00:00Z,1/4/2018 1:00,2018
1/4/2018 8:00,0,0,0.127750871,42.62,48.6496,0.312728579,2018-01-04T08:00:00Z,1/4/2018 2:00,2018
1/4/2018 9:00,0,0,0.156090571,44.33,50.9284,0.287844468,2018-01-04T09:00:00Z,1/4/2018 3:00,2018
1/4/2018 10:00,0,0,0.202052117,45.71,54.5884,0.371201015,2018-01-04T10:00:00Z,1/4/2018 4:00,2018
1/4/2018 11:00,0,0,0.240960739,58.92,63.3488,0.48678535,2018-01-04T11:00:00Z,1/4/2018 5:00,2018
1/4/2018 12:00,0,0,0.294012255,90.74,75.2622,0.521991176,2018-01-04T12:00:00Z,1/4/2018 6:00,2018
1/4/2018 13:00,0,0.010147059,0.339640025,77.3,69.4852,0.591172446,2018-01-04T13:00:00Z,1/4/2018 7:00,2018
1/4/2018 14:00,0.685804106,0.294660593,0.350813097,56.42,53.8068,0.530823445,2018-01-04T14:00:00Z,1/4/2018 8:00,2018
1/4/2018 15:00,0.955112738,0.723583753,0.295497279,58.87,53.7635,0.420348712,2018-01-04T15:00:00Z,1/4/2018 9:00,2018
1/4/2018 16:00,1.00000008,0.911884436,0.280959408,51.97,52.7595,0.637408227,2018-01-04T16:00:00Z,1/4/2018 10:00,2018
1/4/2018 17:00,0.960030726,0.906594541,0.389302135,45.53,41.5055,0.780994068,2018-01-04T17:00:00Z,1/4/2018 11:00,2018
1/4/2018 18:00,0.694853291,0.808850742,0.380951078,43.59,38.3995,0.78781412,2018-01-04T18:00:00Z,1/4/2018 12:00,2018
1/4/2018 19:00,0.504311572,0.423281227,0.334296885,40.2,37.3622,0.559102256,2018-01-04T19:00:00Z,1/4/2018 13:00,2018
1/4/2018 20:00,0.472333205,0.370607396,0.273438523,38.27,35.9708,0.38442407,2018-01-04T20:00:00Z,1/4/2018 14:00,2018
1/4/2018 21:00,0.298039968,0.1725421,0.242297326,39.21,30.4622,0.365761615,2018-01-04T21:00:00Z,1/4/2018 15:00,2018
1/4/2018 22:00,0.067694433,0.069720678,0.225804869,42.97,39.5246,0.306810138,2018-01-04T22:00:00Z,1/4/2018 16:00,2018
1/4/2018 23:00,0.047613054,0.018783637,0.259102047,53.11,47.0034,0.282677305,2018-01-04T23:00:00Z,1/4/2018 17:00,2018
1/5/2018 0:00,0,0,0.337726077,59.62,45.0361,0.425812093,2018-01-05T00:00:00Z,1/4/2018 18:00,2018
1/5/2018 1:00,0,0,0.37949785,55.3,40.6997,0.358575968,2018-01-05T01:00:00Z,1/4/2018 19:00,2018
1/5/2018 2:00,0,0,0.430938832,54.25,36.7917,0.248498308,2018-01-05T02:00:00Z,1/4/2018 20:00,2018
1/5/2018 3:00,0,0,0.385868375,47.18,35.2576,0.15146397,2018-01-05T03:00:00Z,1/4/2018 21:00,2018
1/5/2018 4:00,0,0,0.339908671,48.94,27.2399,0.044955578,2018-01-05T04:00:00Z,1/4/2018 22:00,2018
1/5/2018 5:00,0,0,0.31942871,48.97,19.7215,0.094748461,2018-01-05T05:00:00Z,1/4/2018 23:00,2018
1/5/2018 6:00,0,0,0.311669071,40.14,19.6357,0.061521428,2018-01-05T06:00:00Z,1/5/2018 0:00,2018
1/5/2018 7:00,0,0,0.301236654,33.81,19.3977,0.074968787,2018-01-05T07:00:00Z,1/5/2018 1:00,2018
1/5/2018 8:00,0,0,0.284084848,35.08,20.4117,0.044343396,2018-01-05T08:00:00Z,1/5/2018 2:00,2018
1/5/2018 9:00,0,0,0.294071141,35.09,21.0362,0.014709936,2018-01-05T09:00:00Z,1/5/2018 3:00,2018
1/5/2018 10:00,0,0,0.308222144,39.79,22.0589,0.021725057,2018-01-05T10:00:00Z,1/5/2018 4:00,2018
1/5/2018 11:00,0,0,0.293047614,44.55,22.1017,0.055120844,2018-01-05T11:00:00Z,1/5/2018 5:00,2018
1/5/2018 12:00,0,0,0.272643985,54.88,29.3669,0.05786225,2018-01-05T12:00:00Z,1/5/2018 6:00,2018
1/5/2018 13:00,0,0,0.252466745,54.5,35.2235,0.085939349,2018-01-05T13:00:00Z,1/5/2018 7:00,2018
1/5/2018 14:00,0.161702266,0.027687459,0.189971399,41.59,37.6018,0.060876193,2018-01-05T14:00:00Z,1/5/2018 8:00,2018
1/5/2018 15:00,0.618074799,0.246522882,0.119873008,34.14,30.1366,0.012885235,2018-01-05T15:00:00Z,1/5/2018 9:00,2018
1/5/2018 16:00,0.571374231,0.60754636,0.106163481,36.39,29.5707,0.000473485,2018-01-05T16:00:00Z,1/5/2018 10:00,2018
1/5/2018 17:00,1.00000008,0.941519211,0.084607805,31.98,29.0977,0.000861464,2018-01-05T17:00:00Z,1/5/2018 11:00,2018
1/5/2018 18:00,1.00000008,0.99890985,0.059297402,30.23,27.3497,0.000525303,2018-01-05T18:00:00Z,1/5/2018 12:00,2018
1/5/2018 19:00,1.00000008,0.99968937,0.045128317,27.07,25.2837,0.000473748,2018-01-05T19:00:00Z,1/5/2018 13:00,2018
1/5/2018 20:00,0.986611938,0.993257971,0.042890828,26.59,23.7143,0.000662081,2018-01-05T20:00:00Z,1/5/2018 14:00,2018
1/5/2018 21:00,0.926872093,0.87883632,0.049753792,26.07,22.0265,0.000490845,2018-01-05T21:00:00Z,1/5/2018 15:00,2018
1/5/2018 22:00,0.811555481,0.566605505,0.046255178,27.34,23.349,0.001551414,2018-01-05T22:00:00Z,1/5/2018 16:00,2018
1/5/2018 23:00,0.283492861,0.051372116,0.035940562,41.09,35.4262,0.020273783,2018-01-05T23:00:00Z,1/5/2018 17:00,2018
1/6/2018 0:00,0,0,0.049899225,38.94,35.1627,0.000565021,2018-01-06T00:00:00Z,1/5/2018 18:00,2018
1/6/2018 1:00,0,0,0.085520729,32.88,29.253,0.000473485,2018-01-06T01:00:00Z,1/5/2018 19:00,2018
1/6/2018 2:00,0,0,0.132793074,30.93,27.4971,0.003879573,2018-01-06T02:00:00Z,1/5/2018 20:00,2018
1/6/2018 3:00,0,0,0.194142655,30.13,23.4025,0.046043036,2018-01-06T03:00:00Z,1/5/2018 21:00,2018
1/6/2018 4:00,0,0,0.266988261,28.8,19.8484,0.016984435,2018-01-06T04:00:00Z,1/5/2018 22:00,2018
1/6/2018 5:00,0,0,0.289228054,29.4,20.7471,0.011780733,2018-01-06T05:00:00Z,1/5/2018 23:00,2018
1/6/2018 6:00,0,0,0.316187435,22.04,20.2442,0.207977578,2018-01-06T06:00:00Z,1/6/2018 0:00,2018
1/6/2018 7:00,0,0,0.339692244,20.84,19.689,0.209480245,2018-01-06T07:00:00Z,1/6/2018 1:00,2018
1/6/2018 8:00,0,0,0.322775165,20.68,19.9385,0.119573308,2018-01-06T08:00:00Z,1/6/2018 2:00,2018
1/6/2018 9:00,0,0,0.278443401,21.4,22.9775,0.097214257,2018-01-06T09:00:00Z,1/6/2018 3:00,2018
1/6/2018 10:00,0,0,0.206657438,24.04,59.9275,0.006034385,2018-01-06T10:00:00Z,1/6/2018 4:00,2018
1/6/2018 11:00,0,0,0.185917933,25.2,28.0458,0.043436676,2018-01-06T11:00:00Z,1/6/2018 5:00,2018
1/6/2018 12:00,0,0,0.191234242,29.91,31.7444,0.058315508,2018-01-06T12:00:00Z,1/6/2018 6:00,2018
1/6/2018 13:00,0,0.007332525,0.188818293,31.86,31.2033,0.026578523,2018-01-06T13:00:00Z,1/6/2018 7:00,2018
1/6/2018 14:00,0.506972745,0.045650068,0.163835154,31.76,25.7137,0.002361306,2018-01-06T14:00:00Z,1/6/2018 8:00,2018
1/6/2018 15:00,0.141731082,0.11161706,0.103546749,31.83,27.3157,0.008978051,2018-01-06T15:00:00Z,1/6/2018 9:00,2018
1/6/2018 16:00,0.182448538,0.214588769,0.081700417,25.44,25.2264,0.004853071,2018-01-06T16:00:00Z,1/6/2018 10:00,2018
1/6/2018 17:00,0.421549185,0.399717619,0.077744242,23.74,33.7041,0.029480632,2018-01-06T17:00:00Z,1/6/2018 11:00,2018
1/6/2018 18:00,0.467028166,0.480223932,0.095517632,22.45,19.1359,0.050665602,2018-01-06T18:00:00Z,1/6/2018 12:00,2018
1/6/2018 19:00,0.383576965,0.378210089,0.14454836,20.08,18.5425,0.19741296,2018-01-06T19:00:00Z,1/6/2018 13:00,2018
1/6/2018 20:00,0.78470467,0.586113096,0.223676573,19.61,16.8653,0.504567109,2018-01-06T20:00:00Z,1/6/2018 14:00,2018
1/6/2018 21:00,0.695940359,0.39685104,0.352320123,19.67,15.9816,0.770085796,2018-01-06T21:00:00Z,1/6/2018 15:00,2018
1/6/2018 22:00,0.3305545,0.177608027,0.459413076,19.07,15.6152,0.717037989,2018-01-06T22:00:00Z,1/6/2018 16:00,2018
1/6/2018 23:00,0.097574144,0.041195233,0.484131983,22.26,15.7912,0.587987796,2018-01-06T23:00:00Z,1/6/2018 17:00,2018
1/7/2018 0:00,0,0,0.599039916,19.4,7.4325,0.748199235,2018-01-07T00:00:00Z,1/6/2018 18:00,2018
1/7/2018 1:00,0,0,0.724707448,17.58,2.3231,0.982042239,2018-01-07T01:00:00Z,1/6/2018 19:00,2018
1/7/2018 2:00,0,0,0.785473168,15.04,-0.6034,0.989591796,2018-01-07T02:00:00Z,1/6/2018 20:00,2018
1/7/2018 3:00,0,0,0.788686607,13.76,-0.5105,0.977411513,2018-01-07T03:00:00Z,1/6/2018 21:00,2018
1/7/2018 4:00,0,0,0.784193468,13.21,0.2192,0.991392825,2018-01-07T04:00:00Z,1/6/2018 22:00,2018
1/7/2018 5:00,0,0,0.781432942,7.7,-0.6904,0.994479065,2018-01-07T05:00:00Z,1/6/2018 23:00,2018
1/7/2018 6:00,0,0,0.773132727,7.64,-0.8793,0.991745826,2018-01-07T06:00:00Z,1/7/2018 0:00,2018
1/7/2018 7:00,0,0,0.771863831,1.59,-2.8219,0.982534728,2018-01-07T07:00:00Z,1/7/2018 1:00,2018
1/7/2018 8:00,0,0,0.776191689,1.66,-3.5642,0.987913082,2018-01-07T08:00:00Z,1/7/2018 2:00,2018
1/7/2018 9:00,0,0,0.7638898,3,-5.2483,0.976202041,2018-01-07T09:00:00Z,1/7/2018 3:00,2018
1/7/2018 10:00,0,0,0.751830972,5.73,-3.0057,0.955002423,2018-01-07T10:00:00Z,1/7/2018 4:00,2018
1/7/2018 11:00,0,0,0.744505468,8.72,-1.3775,0.837063819,2018-01-07T11:00:00Z,1/7/2018 5:00,2018
1/7/2018 12:00,0,0,0.723484851,14.51,-0.6346,0.84050913,2018-01-07T12:00:00Z,1/7/2018 6:00,2018
1/7/2018 13:00,0,0,0.713350509,13.59,0.3415,0.862567743,2018-01-07T13:00:00Z,1/7/2018 7:00,2018
1/7/2018 14:00,0.004260525,0.023276482,0.665529715,14.75,7.6846,0.53962545,2018-01-07T14:00:00Z,1/7/2018 8:00,2018
1/7/2018 15:00,0.027260595,0.053349833,0.564658138,17.04,15.7114,0.435696682,2018-01-07T15:00:00Z,1/7/2018 9:00,2018
1/7/2018 16:00,0.054582777,0.071684945,0.511925523,17.35,16.2188,0.270155601,2018-01-07T16:00:00Z,1/7/2018 10:00,2018
1/7/2018 17:00,0.032120281,0.070770354,0.506714631,17.26,15.996,0.318207699,2018-01-07T17:00:00Z,1/7/2018 11:00,2018
1/7/2018 18:00,0.104512727,0.138243732,0.461868444,17.53,16.1464,0.171511555,2018-01-07T18:00:00Z,1/7/2018 12:00,2018
1/7/2018 19:00,0.188479976,0.25711788,0.446482336,18.21,15.8562,0.594343839,2018-01-07T19:00:00Z,1/7/2018 13:00,2018
1/7/2018 20:00,0.077509338,0.105648821,0.441804474,17.67,15.8061,0.970018798,2018-01-07T20:00:00Z,1/7/2018 14:00,2018
1/7/2018 21:00,0.053874698,0.084743611,0.554177409,18.82,10.8794,0.960401438,2018-01-07T21:00:00Z,1/7/2018 15:00,2018
1/7/2018 22:00,0.04046398,0.042514491,0.675740156,18.37,2.5943,0.965853048,2018-01-07T22:00:00Z,1/7/2018 16:00,2018
1/7/2018 23:00,0.001564368,0.014904223,0.635892536,22.31,14.9663,0.896625881,2018-01-07T23:00:00Z,1/7/2018 17:00,2018
1/8/2018 0:00,0,0,0.50186095,27.88,18.9896,0.495098989,2018-01-08T00:00:00Z,1/7/2018 18:00,2018
1/8/2018 1:00,0,0,0.469957184,22.15,18.9391,0.587029252,2018-01-08T01:00:00Z,1/7/2018 19:00,2018
1/8/2018 2:00,0,0,0.426606122,21.59,18.847,0.330154123,2018-01-08T02:00:00Z,1/7/2018 20:00,2018
1/8/2018 3:00,0,0,0.459906203,20.3,17.8636,0.513783657,2018-01-08T03:00:00Z,1/7/2018 21:00,2018
1/8/2018 4:00,0,0,0.466616132,17.58,17.6096,0.353229381,2018-01-08T04:00:00Z,1/7/2018 22:00,2018
1/8/2018 5:00,0,0,0.376192482,17.55,18.1788,0.194984317,2018-01-08T05:00:00Z,1/7/2018 23:00,2018
1/8/2018 6:00,0,0,0.30052047,16.9,18.4774,0.135434629,2018-01-08T06:00:00Z,1/8/2018 0:00,2018
1/8/2018 7:00,0,0,0.25056052,15.49,18.1246,0.132344666,2018-01-08T07:00:00Z,1/8/2018 1:00,2018
1/8/2018 8:00,0,0,0.239935956,15.26,17.9777,0.144628397,2018-01-08T08:00:00Z,1/8/2018 2:00,2018
1/8/2018 9:00,0,0,0.24279895,15.89,18.0631,0.152672597,2018-01-08T09:00:00Z,1/8/2018 3:00,2018
1/8/2018 10:00,0,0,0.251253968,17.69,18.2621,0.259228212,2018-01-08T10:00:00Z,1/8/2018 4:00,2018
1/8/2018 11:00,0,0,0.230290035,19.57,18.5377,0.225931033,2018-01-08T11:00:00Z,1/8/2018 5:00,2018
1/8/2018 12:00,0,0,0.229698518,25.11,19.6629,0.118098248,2018-01-08T12:00:00Z,1/8/2018 6:00,2018
1/8/2018 13:00,0,0.009909639,0.199658108,27.34,20.3274,0.070179887,2018-01-08T13:00:00Z,1/8/2018 7:00,2018
1/8/2018 14:00,0.349166469,0.323450942,0.117405546,25.9,21.2508,0.005434921,2018-01-08T14:00:00Z,1/8/2018 8:00,2018
1/8/2018 15:00,0.946482528,0.875804834,0.041893969,30.97,21.5198,0.000473485,2018-01-08T15:00:00Z,1/8/2018 9:00,2018
1/8/2018 16:00,0.99086649,0.959022182,0.028495859,27.44,20.8681,0.000473485,2018-01-08T16:00:00Z,1/8/2018 10:00,2018
1/8/2018 17:00,1.00000008,0.999969482,0.020013794,22.57,20.0671,0.000473485,2018-01-08T17:00:00Z,1/8/2018 11:00,2018
1/8/2018 18:00,1.00000008,0.999969482,0.016427865,21.09,19.2013,0.002605669,2018-01-08T18:00:00Z,1/8/2018 12:00,2018
1/8/2018 19:00,0.994670747,0.999969482,0.012800857,20.57,18.9679,0.035188292,2018-01-08T19:00:00Z,1/8/2018 13:00,2018
1/8/2018 20:00,0.968402341,0.994307073,0.015091354,20.01,18.8404,0.083198623,2018-01-08T20:00:00Z,1/8/2018 14:00,2018
1/8/2018 21:00,0.908024437,0.876576741,0.018159215,20.08,18.4557,0.091451462,2018-01-08T21:00:00Z,1/8/2018 15:00,2018
1/8/2018 22:00,0.797323046,0.603598528,0.022386534,22.69,18.6258,0.102664597,2018-01-08T22:00:00Z,1/8/2018 16:00,2018
1/8/2018 23:00,0.499829061,0.050133557,0.035561589,34.23,19.4611,0.158825983,2018-01-08T23:00:00Z,1/8/2018 17:00,2018
1/9/2018 0:00,0,0,0.061572254,37.94,20.2035,0.231542454,2018-01-09T00:00:00Z,1/8/2018 18:00,2018
1/9/2018 1:00,0,0,0.10645702,28.35,19.6645,0.283590222,2018-01-09T01:00:00Z,1/8/2018 19:00,2018
1/9/2018 2:00,0,0,0.182606156,25.48,19.1185,0.523891005,2018-01-09T02:00:00Z,1/8/2018 20:00,2018
1/9/2018 3:00,0,0,0.260891414,24.03,18.7205,0.600523731,2018-01-09T03:00:00Z,1/8/2018 21:00,2018
1/9/2018 4:00,0,0,0.312335815,20.87,18.3419,0.447600495,2018-01-09T04:00:00Z,1/8/2018 22:00,2018
1/9/2018 5:00,0,0,0.358921184,18.97,17.4965,0.531893923,2018-01-09T05:00:00Z,1/8/2018 23:00,2018
1/9/2018 6:00,0,0,0.403899038,15.76,17.2263,0.769965478,2018-01-09T06:00:00Z,1/9/2018 0:00,2018
1/9/2018 7:00,0,0,0.452246034,14.51,16.6547,0.84805297,2018-01-09T07:00:00Z,1/9/2018 1:00,2018
1/9/2018 8:00,0,0,0.531072398,13.13,15.6574,0.87112563,2018-01-09T08:00:00Z,1/9/2018 2:00,2018
1/9/2018 9:00,0,0,0.603854649,12.23,13.0869,0.922167369,2018-01-09T09:00:00Z,1/9/2018 3:00,2018
1/9/2018 10:00,0,0,0.625529608,12.89,14.2354,0.821165229,2018-01-09T10:00:00Z,1/9/2018 4:00,2018
1/9/2018 11:00,0,0,0.626905763,15.37,15.3005,0.633380805,2018-01-09T11:00:00Z,1/9/2018 5:00,2018
1/9/2018 12:00,0,0,0.62212287,25.1,19.5023,0.727958142,2018-01-09T12:00:00Z,1/9/2018 6:00,2018
1/9/2018 13:00,0,0.010713123,0.660194686,25.05,17.0555,0.805839395,2018-01-09T13:00:00Z,1/9/2018 7:00,2018
1/9/2018 14:00,0.500891033,0.290344936,0.634894543,19.96,14.4954,0.715879615,2018-01-09T14:00:00Z,1/9/2018 8:00,2018
1/9/2018 15:00,0.93178197,0.824778907,0.477528064,22.09,17.56,0.485739596,2018-01-09T15:00:00Z,1/9/2018 9:00,2018
1/9/2018 16:00,0.987033643,0.955029904,0.393122773,21.53,20.4667,0.343810778,2018-01-09T16:00:00Z,1/9/2018 10:00,2018
