date,hr_beg,ACTUAL_SYSTEM_WIDE,STWPF_SYSTEM_WIDE
2015-05-02,4,7199.63,6900.859183673468
2015-05-02,5,7690.37,7361.8285714285685
2015-05-02,6,7227.85,7147.493877551021
2015-05-02,7,6829.52,6916.155102040817
2015-05-02,8,6448.19,6827.808163265305
2015-05-02,9,6587.52,6675.381632653062
2015-05-02,10,6107.94,6550.66530612245
2015-05-02,11,5973.7,6385.712244897958
2015-05-02,12,5595.89,5973.26530612245
2015-05-02,13,4335.47,5473.7265306122445
2015-05-02,14,4224.83,5043.416326530611
2015-05-02,15,4520.69,4937.485714285715
2015-05-02,16,4995.34,4912.502040816327
2015-05-02,17,5599.75,4973.216326530612
2015-05-02,18,5711.26,4905.677551020408
2015-05-02,19,5789.94,4790.818367346939
2015-05-02,20,5676.39,4721.438775510203
2015-05-02,21,5271.02,4949.928571428572
2015-05-02,22,5327.33,5236.412244897958
2015-05-02,23,5445.49,5606.6693877551015
2015-05-03,0,5702.89,6433.218367346936
2015-05-03,1,6338.07,7375.1
2015-05-03,2,7695.97,8324.155102040815
2015-05-03,3,8416.67,8761.291836734696
2015-05-03,4,9042.27,9058.904081632652
2015-05-03,5,9284.61,9292.363265306123
2015-05-03,6,9364.44,9223.608163265304
2015-05-03,7,9247.59,9060.614285714288
2015-05-03,8,9214.1,8852.683673469388
2015-05-03,9,8939.75,8624.002040816325
2015-05-03,10,7986.42,8360.422448979596
2015-05-03,11,6890.35,8025.281632653061
2015-05-03,12,5351.8,7498.8020408163275
2015-05-03,13,4121.05,7010.636734693877
2015-05-03,14,5025.57,6329.985714285712
2015-05-03,15,5160.1,6095.740816326532
2015-05-03,16,4908.32,5835.883673469389
2015-05-03,17,4992.57,5676.734693877552
2015-05-03,18,5545.38,5859.655102040816
2015-05-03,19,6139.05,6106.644897959184
2015-05-03,20,6626.68,6404.326530612245
2015-05-03,21,7401.5,6929.840816326532
2015-05-03,22,8410.33,7411.167346938774
2015-05-03,23,8865.0,7828.848979591838
2015-05-04,0,8625.12,8149.771428571429
2015-05-04,1,8068.06,8537.859183673472
2015-05-04,2,8339.8,8973.520408163267
2015-05-04,3,9118.03,9155.302040816327
2015-05-04,4,9014.49,9265.37551020408
2015-05-04,5,8688.36,9307.832653061225
2015-05-04,6,8062.12,9121.657142857146
2015-05-04,7,7820.21,8775.479591836736
2015-05-04,8,7948.51,8361.138775510206
2015-05-04,9,7201.86,7960.338775510205
2015-05-04,10,6173.67,7517.367346938778
2015-05-04,11,5832.73,7063.242857142857
2015-05-04,12,5989.45,6770.193877551021
2015-05-04,13,5773.57,6697.828571428572
2015-05-04,14,6097.71,6414.189795918368
2015-05-04,15,5866.6,6397.538775510204
2015-05-04,16,5302.23,6376.679591836733
2015-05-04,17,5201.72,6484.026530612244
2015-05-04,18,6416.3,6834.353061224489
2015-05-04,19,7519.23,7243.797959183672
2015-05-04,20,9100.53,7666.653061224491
2015-05-04,21,9359.33,8046.832653061227
2015-05-04,22,10006.18,8297.82448979592
2015-05-04,23,10425.32,8493.834693877552
2015-05-05,0,9753.45,8713.771428571426
2015-05-05,1,9674.82,8891.126530612246
2015-05-05,2,9401.68,9144.681632653062
2015-05-05,3,9253.1,9299.442857142854
2015-05-05,4,9249.25,9389.591836734693
2015-05-05,5,9162.5,9396.053061224487
2015-05-05,6,9283.37,9258.622448979591
2015-05-05,7,8267.9,9095.932653061225
2015-05-05,8,7490.17,8846.081632653058
2015-05-05,9,7070.45,8633.010204081633
2015-05-05,10,6893.35,8430.797959183674
2015-05-05,11,7378.41,8153.15306122449
2015-05-05,12,7706.87,8232.722448979594
2015-05-05,13,8089.02,8462.83673469388
2015-05-05,14,8290.3,8494.97551020408
2015-05-05,15,7807.81,8585.76326530612
2015-05-05,16,6913.58,8637.277551020408
2015-05-05,17,6937.88,8679.555102040818
2015-05-05,18,7167.75,8647.432653061227
2015-05-05,19,7421.14,8567.33673469388
2015-05-05,20,7765.74,8479.563265306124
2015-05-05,21,7461.53,8472.346938775509
2015-05-05,22,7658.88,8399.530612244898
2015-05-05,23,7522.01,8327.579591836731
2015-05-06,0,7557.79,8280.214285714286
2015-05-06,1,7675.7,8304.34693877551
2015-05-06,2,7977.65,8482.769387755103
2015-05-06,3,8371.54,8703.40612244898
2015-05-06,4,8714.77,8877.195918367346
2015-05-06,5,8928.61,9020.838775510205
2015-05-06,6,8587.8,8937.761224489794
2015-05-06,7,8246.54,8764.973469387754
2015-05-06,8,7920.46,8587.716326530612
2015-05-06,9,7754.52,8330.965306122447
2015-05-06,10,7389.01,8065.242857142857
2015-05-06,11,6948.59,7829.51224489796
2015-05-06,12,6974.3,7734.920408163266
2015-05-06,13,7159.1,7717.616326530612
2015-05-06,14,7885.27,7584.938775510204
2015-05-06,15,8563.6,7507.202040816326
2015-05-06,16,8689.67,7438.712244897958
2015-05-06,17,8204.15,7391.295918367344
2015-05-06,18,7943.89,7426.157142857141
2015-05-06,19,8260.27,7452.989795918367
2015-05-06,20,8710.96,7463.3
2015-05-06,21,9602.2,7522.263265306121
2015-05-06,22,10101.42,7575.487755102038
2015-05-06,23,9919.71,7636.3
2015-05-07,0,9424.9,7725.246938775511
2015-05-07,1,9359.56,7898.100000000004
2015-05-07,2,9507.13,8192.628571428571
2015-05-07,3,9396.03,8537.25306122449
2015-05-07,4,9425.19,8698.306122448977
2015-05-07,5,9292.06,8813.630612244899
2015-05-07,6,9000.99,8596.597959183671
2015-05-07,7,8785.24,8279.434693877549
2015-05-07,8,8650.17,7921.806122448979
2015-05-07,9,8005.14,7490.475510204083
2015-05-07,10,6814.76,6988.383673469389
2015-05-07,11,5462.19,6477.706122448981
2015-05-07,12,4815.77,6121.730612244896
2015-05-07,13,4843.89,5879.110204081633
2015-05-07,14,5281.15,5674.440816326532
2015-05-07,15,6302.37,5537.4693877551
2015-05-07,16,7447.28,5419.2346938775545
2015-05-07,17,8217.65,5418.346938775511
2015-05-07,18,7728.99,5464.244897959184
2015-05-07,19,7269.44,5578.467346938776
2015-05-07,20,7478.43,5760.40612244898
2015-05-07,21,7170.07,5746.587755102042
2015-05-07,22,6760.94,5717.5836734693885
2015-05-07,23,6054.49,5694.518367346938
2015-05-08,0,5260.51,5815.920408163265
2015-05-08,1,4814.95,6145.28979591837
2015-05-08,2,4289.33,6613.832653061224
2015-05-08,3,4485.67,6731.842857142857
2015-05-08,4,4866.0,7018.483673469387
2015-05-08,5,5760.87,7413.185714285715
2015-05-08,6,6926.61,7257.085714285716
2015-05-08,7,7691.13,7120.697959183673
2015-05-08,8,7648.3,7050.075510204082
2015-05-08,9,7296.91,6761.502040816325
2015-05-08,10,6832.77,6430.51224489796
2015-05-08,11,6342.16,6081.126530612248
2015-05-08,12,5500.26,5739.599999999999
2015-05-08,13,5314.97,5501.965306122449
2015-05-08,14,5548.82,5385.506122448979
2015-05-08,15,6316.53,5153.230612244897
2015-05-08,16,6685.91,5093.920408163265
2015-05-08,17,7466.43,5182.569387755103
2015-05-08,18,7000.49,5264.6285714285705
2015-05-08,19,6850.31,5447.728571428572
2015-05-08,20,7487.68,5665.75918367347
2015-05-08,21,8233.62,5588.089795918367
2015-05-08,22,7791.54,5568.244897959183
2015-05-08,23,6515.43,5523.320408163266
2015-05-09,0,6325.83,5744.5367346938765
2015-05-09,1,5661.43,6349.124489795921
2015-05-09,2,5425.04,7158.37142857143
2015-05-09,3,5870.27,7686.330612244896
2015-05-09,4,6629.61,8240.148979591833
2015-05-09,5,7974.16,8616.667346938777
2015-05-09,6,7529.62,8631.52448979592
2015-05-09,7,6644.15,8492.151020408162
2015-05-09,8,6566.02,8304.112244897959
2015-05-09,9,6930.98,8001.373469387752
2015-05-09,10,6969.55,7665.15306122449
2015-05-09,11,7250.57,7411.728571428572
2015-05-09,12,6714.49,7048.3632653061195
2015-05-09,13,6251.71,6925.126530612244
2015-05-09,14,5880.14,6921.320408163263
2015-05-09,15,5650.72,6743.867346938776
2015-05-09,16,4801.13,6593.78775510204
2015-05-09,17,4336.58,6521.94081632653
2015-05-09,18,4057.92,6704.210204081634
2015-05-09,19,4063.79,6928.446938775512
2015-05-09,20,4428.53,7171.351020408162
2015-05-09,21,4794.61,6980.9163265306115
2015-05-09,22,5428.03,6737.010204081634
2015-05-09,23,5446.59,6410.820408163265
2015-05-10,0,4803.89,5812.032653061223
2015-05-10,1,4456.88,5563.132653061223
2015-05-10,2,4484.2,5624.234693877552
2015-05-10,3,4792.09,5641.189795918367
2015-05-10,4,4139.68,5679.832653061224
2015-05-10,5,4405.42,5724.836734693877
2015-05-10,6,4290.79,5466.357142857143
2015-05-10,7,4179.67,5322.45918367347
2015-05-10,8,4495.68,5283.310204081631
2015-05-10,9,4689.26,4926.291836734693
2015-05-10,10,4642.25,4757.010204081631
2015-05-10,11,4771.21,4835.179591836734
2015-05-10,12,5559.6,4405.122448979592
2015-05-10,13,5309.11,4002.4183673469406
2015-05-10,14,4599.51,3710.0061224489796
2015-05-10,15,4152.93,3370.2244897959176
2015-05-10,16,3523.28,3096.502040816326
2015-05-10,17,3119.95,2931.5714285714294
2015-05-10,18,2823.29,2840.944897959184
2015-05-10,19,2513.47,2824.3285714285707
2015-05-10,20,2199.11,2869.7816326530615
2015-05-10,21,2123.93,2854.3387755102035
2015-05-10,22,2058.76,2919.783673469388
2015-05-10,23,2070.46,3035.340816326531
2015-05-11,0,2301.74,2929.897959183674
2015-05-11,1,2794.49,3147.8775510204077
2015-05-11,2,3685.4,3661.3693877551027
2015-05-11,3,5120.74,3803.8040816326534
2015-05-11,4,6091.06,4100.140816326531
2015-05-11,5,6168.1,4516.914285714285
2015-05-11,6,5818.71,4235.004081632653
2015-05-11,7,5499.21,4030.6061224489786
2015-05-11,8,5609.81,3968.697959183673
2015-05-11,9,5589.42,3662.914285714286
2015-05-11,10,6203.02,3782.618367346939
2015-05-11,11,6967.43,4216.279591836735
2015-05-11,12,7000.77,4237.33469387755
2015-05-11,13,7527.87,4530.732653061226
2015-05-11,14,7841.78,5043.908163265307
2015-05-11,15,6867.75,4628.714285714284
2015-05-11,16,5744.61,4113.608163265306
2015-05-11,17,4616.99,3678.0326530612247
2015-05-11,18,3906.43,3285.6
2015-05-11,19,3457.06,3023.377551020408
2015-05-11,20,3434.58,2855.0750000000003
2015-05-11,21,3315.95,3079.246938775511
2015-05-11,22,3256.95,3342.489795918368
2015-05-11,23,3908.78,3636.0204081632655
2015-05-12,0,3848.58,3952.344897959184
2015-05-12,1,3531.97,4348.036734693877
2015-05-12,2,4010.17,4827.214285714285
2015-05-12,3,4508.73,4810.755102040817
2015-05-12,4,4788.99,4766.604081632654
2015-05-12,5,4741.04,4636.781632653062
2015-05-12,6,4359.54,4369.497959183673
2015-05-12,7,4264.61,4108.857142857144
2015-05-12,8,3746.81,3931.720408163264
2015-05-12,9,3069.39,3690.7326530612236
2015-05-12,10,2799.88,3408.310204081633
2015-05-12,11,3486.98,3305.3306122448976
2015-05-12,12,3575.31,3178.675510204081
2015-05-12,13,3708.17,3052.8285714285726
2015-05-12,14,3894.64,3012.204081632653
2015-05-12,15,3807.69,3111.446938775511
2015-05-12,16,3112.64,3129.561224489796
2015-05-12,17,2170.7,3128.7326530612245
2015-05-12,18,1917.35,3031.220408163266
2015-05-12,19,2137.14,3045.393877551019
2015-05-12,20,2305.71,3083.134693877552
2015-05-12,21,2465.44,3171.997959183674
2015-05-12,22,2929.89,3322.016326530612
2015-05-12,23,3034.36,3497.2428571428577
2015-05-13,0,2820.51,3569.8061224489807
2015-05-13,1,2624.59,3685.8102040816325
2015-05-13,2,2760.56,3907.851020408164
2015-05-13,3,2910.41,3905.332653061226
2015-05-13,4,3174.37,3938.3673469387745
2015-05-13,5,3318.03,4025.7714285714274
2015-05-13,6,3122.7,3900.363265306121
2015-05-13,7,3351.07,3785.097959183674
2015-05-13,8,4101.46,3724.5897959183662
2015-05-13,9,4742.68,3859.2591836734696
2015-05-13,10,5571.36,4075.997959183674
2015-05-13,11,6182.4,4404.426530612245
2015-05-13,12,6342.45,4606.4448979591825
2015-05-13,13,5890.23,5086.042857142857
2015-05-13,14,5051.48,5725.997959183673
2015-05-13,15,4232.11,5681.828571428572
2015-05-13,16,4712.17,5809.706249999999
2015-05-13,17,4894.59,5955.964583333333
2015-05-13,18,4881.37,5746.34375
2015-05-13,19,5362.33,5584.048936170214
2015-05-13,20,5731.48,5542.608333333334
2015-05-13,21,5884.7,5282.900000000001
2015-05-13,22,5553.22,5069.79375
2015-05-13,23,5348.42,4899.977551020408
2015-05-14,0,5638.0,5041.25306122449
2015-05-14,1,5688.8,5430.997959183674
2015-05-14,2,6303.02,6044.2693877551055
2015-05-14,3,6654.31,6423.326530612248
2015-05-14,4,7017.99,6831.230612244899
2015-05-14,5,7029.67,7231.232653061223
2015-05-14,6,6904.42,7090.589795918369
2015-05-14,7,6703.53,6964.665306122447
2015-05-14,8,6500.63,6854.1734693877515
2015-05-14,9,5830.82,6588.2734693877555
2015-05-14,10,5218.01,6268.467346938776
2015-05-14,11,4930.26,5947.585714285716
2015-05-14,12,4602.97,5459.0612244897975
2015-05-14,13,4086.57,4926.148979591836
2015-05-14,14,4392.01,4386.926530612244
2015-05-14,15,5239.9,4267.769387755102
2015-05-14,16,5052.41,4259.540816326531
2015-05-14,17,4930.31,4355.436734693875
2015-05-14,18,4905.75,4439.734693877549
2015-05-14,19,4871.82,4636.02857142857
2015-05-14,20,5323.03,4808.459183673469
2015-05-14,21,5705.22,5142.159183673471
2015-05-14,22,6084.99,5558.338775510202
2015-05-14,23,5724.58,6010.336734693877
2015-05-15,0,6345.93,6545.86530612245
2015-05-15,1,7509.31,7206.851020408163
2015-05-15,2,7828.22,7857.25714285714
2015-05-15,3,7359.72,8143.553061224489
2015-05-15,4,7229.56,8291.689795918368
2015-05-15,5,7220.02,8396.769387755101
2015-05-15,6,6438.83,8159.614285714285
2015-05-15,7,6763.3,7851.804081632651
2015-05-15,8,7099.17,7573.561224489794
2015-05-15,9,6657.39,7150.7387755102045
2015-05-15,10,6089.1,6706.093877551021
2015-05-15,11,5870.42,6327.2224489795935
2015-05-15,12,6017.7,5978.271428571428
2015-05-15,13,7108.46,5741.922448979591
2015-05-15,14,7447.57,5509.3306122448985
2015-05-15,15,8092.71,5366.19761904762
2015-05-15,16,7989.19,5206.906976744188
2015-05-15,17,7499.69,5133.956818181817
2015-05-15,18,6739.16,5194.895555555555
2015-05-15,19,5933.06,5346.721739130433
2015-05-15,20,4954.34,5565.074468085107
2015-05-15,21,4691.03,5965.443750000001
2015-05-15,22,5345.58,6386.730612244899
2015-05-15,23,5574.74,6832.020408163262
2015-05-16,0,6201.37,7349.293877551018
2015-05-16,1,7210.99,7913.240816326529
2015-05-16,2,8948.36,8580.814285714283
2015-05-16,3,9740.45,8979.422448979589
2015-05-16,4,9108.14,9318.814285714285
2015-05-16,5,8957.51,9294.093877551019
2015-05-16,6,8377.58,9121.028571428571
2015-05-16,7,7813.26,8837.6
2015-05-16,8,6218.23,8511.85306122449
2015-05-16,9,5292.01,8118.357142857141
2015-05-16,10,6127.18,7765.716326530613
2015-05-16,11,6795.37,7470.761224489799
2015-05-16,12,7321.4,7247.277551020409
2015-05-16,13,7483.22,7153.004081632654
2015-05-16,14,8013.47,6937.728571428573
2015-05-16,15,8350.35,7064.39591836735
2015-05-16,16,8481.25,7207.602040816327
2015-05-16,17,8697.38,7430.230612244898
2015-05-16,18,8855.94,7705.671428571427
2015-05-16,19,8771.03,7861.955102040815
2015-05-16,20,8746.5,7960.724489795921
2015-05-16,21,8712.58,7667.993877551023
2015-05-16,22,8676.61,7375.875510204081
2015-05-16,23,7855.94,7139.506122448982
2015-05-17,0,7246.22,6765.569387755106
2015-05-17,1,7144.74,6536.179591836734
2015-05-17,2,6154.47,6429.385714285712
2015-05-17,3,4814.93,6080.648979591834
2015-05-17,4,4368.69,5844.577551020407
2015-05-17,5,4221.66,5694.091836734693
2015-05-17,6,4518.72,5446.306122448979
2015-05-17,7,4568.91,5174.0489795918365
2015-05-17,8,4453.39,4965.032653061224
2015-05-17,9,4123.36,4675.165306122449
2015-05-17,10,3928.49,4433.840816326532
2015-05-17,11,3705.66,4244.397959183674
2015-05-17,12,3248.09,3783.54081632653
2015-05-17,13,2423.27,3194.2489795918377
2015-05-17,14,1906.23,2632.9
2015-05-17,15,1624.99,2430.485714285714
2015-05-17,16,1289.11,2349.381632653061
2015-05-17,17,1007.5,2452.5142857142855
2015-05-17,18,1583.56,2658.9673469387753
2015-05-17,19,2548.19,2916.1673469387756
2015-05-17,20,3060.76,3188.6102040816327
2015-05-17,21,3197.53,3170.553061224489
2015-05-17,22,3288.54,3154.2959183673474
2015-05-17,23,2948.22,3126.3265306122444
2015-05-18,0,2181.86,3042.797959183673
2015-05-18,1,1952.87,3163.802040816326
2015-05-18,2,2600.06,3526.3448979591817
2015-05-18,3,2974.78,3670.8551020408167
2015-05-18,4,3151.18,3934.1510204081633
2015-05-18,5,3780.69,4361.548979591836
2015-05-18,6,4350.35,4432.648979591837
2015-05-18,7,4403.17,4461.079591836734
2015-05-18,8,4116.1,4494.763265306124
2015-05-18,9,3897.55,4128.536734693878
2015-05-18,10,3484.29,3805.2857142857133
2015-05-18,11,2921.27,3419.202040816326
2015-05-18,12,2464.8,2784.804081632653
2015-05-18,13,1688.65,2251.775510204082
2015-05-18,14,1513.96,1828.914285714286
2015-05-18,15,1405.49,1689.0020408163264
2015-05-18,16,1405.28,1661.728571428572
2015-05-18,17,1715.47,1769.6061224489792
2015-05-18,18,1957.41,1963.6632653061224
2015-05-18,19,2314.54,2298.838775510204
2015-05-18,20,3225.51,2774.418367346939
2015-05-18,21,4269.39,3376.530612244898
2015-05-18,22,5464.97,4061.2020408163276
2015-05-18,23,5764.0,4772.35918367347
2015-05-19,0,5373.88,5208.295918367348
2015-05-19,1,5312.22,5821.555102040817
2015-05-19,2,6897.93,6340.630612244897
2015-05-19,3,7000.57,6317.324489795918
2015-05-19,4,6917.78,6121.408163265305
2015-05-19,5,6269.79,6060.697959183675
2015-05-19,6,5897.06,5779.077551020409
2015-05-19,7,5335.48,5532.187755102041
2015-05-19,8,5750.03,5379.567346938774
2015-05-19,9,5599.85,5252.238775510203
2015-05-19,10,6828.96,5192.608163265305
2015-05-19,11,7978.77,5247.114285714287
2015-05-19,12,8455.98,5086.663265306123
2015-05-19,13,8381.11,5151.914285714286
2015-05-19,14,8868.51,5228.09387755102
2015-05-19,15,9134.64,5381.969387755101
2015-05-19,16,9075.53,5537.397959183675
2015-05-19,17,8709.33,5720.124489795919
2015-05-19,18,7881.43,5674.546938775508
2015-05-19,19,7157.79,5597.138775510204
2015-05-19,20,6632.22,5583.769387755102
2015-05-19,21,5856.77,5571.242857142857
2015-05-19,22,5810.8,5553.691836734692
2015-05-19,23,5728.94,5571.391836734695
2015-05-20,0,5998.26,5682.536734693878
2015-05-20,1,5630.95,5888.124489795918
2015-05-20,2,5947.38,6161.385714285711
2015-05-20,3,6658.34,6298.802040816325
2015-05-20,4,7933.27,6447.45306122449
2015-05-20,5,8453.43,6675.702040816324
2015-05-20,6,8147.33,6341.585714285713
2015-05-20,7,7491.94,6013.679591836735
2015-05-20,8,6608.42,5716.730612244898
2015-05-20,9,5763.52,5126.826530612245
2015-05-20,10,4621.69,4643.902040816326
2015-05-20,11,3778.29,4282.991836734694
2015-05-20,12,3608.82,3610.889795918367
2015-05-20,13,3378.08,3230.040816326531
2015-05-20,14,3772.13,3008.5489795918365
2015-05-20,15,4288.0,2852.706122448979
2015-05-20,16,4991.43,2863.3816326530614
2015-05-20,17,5563.47,3204.3122448979584
2015-05-20,18,5753.04,3294.183673469388
2015-05-20,19,5820.81,3465.916326530613
2015-05-20,20,6178.54,3711.210204081631
2015-05-20,21,6500.9,3865.3755102040805
2015-05-20,22,7222.54,4094.563265306122
2015-05-20,23,7223.1,4408.84693877551
2015-05-21,0,6818.57,4526.365306122449
2015-05-21,1,6749.61,4684.24081632653
2015-05-21,2,6462.21,4966.297959183673
2015-05-21,3,6361.67,4892.995918367346
2015-05-21,4,6312.06,4849.35918367347
2015-05-21,5,5886.13,4812.14693877551
2015-05-21,6,4762.51,4613.469387755103
2015-05-21,7,4699.92,4408.7693877551
2015-05-21,8,5478.65,4293.9795918367345
2015-05-21,9,6076.31,4204.422448979592
2015-05-21,10,5855.0,4126.65306122449
2015-05-21,11,5727.7,4046.779591836735
2015-05-21,12,5962.79,4071.789795918369
2015-05-21,13,6171.21,4092.087755102041
2015-05-21,14,5911.87,4199.0142857142855
2015-05-21,15,5398.89,4024.736734693877
2015-05-21,16,4502.32,3884.8326530612267
2015-05-21,17,3498.05,3750.548979591837
2015-05-21,18,3491.04,3502.3244897959185
2015-05-21,19,3208.98,3326.7714285714287
2015-05-21,20,2610.47,3172.3612244897963
2015-05-21,21,2417.95,2995.8755102040814
2015-05-21,22,2020.4,2875.5061224489796
2015-05-21,23,1410.62,2816.8244897959175
2015-05-22,0,1435.71,2723.5530612244897
2015-05-22,1,1452.33,2733.1673469387765
2015-05-22,2,2089.94,2805.7244897959176
2015-05-22,3,2079.4,2751.591836734693
2015-05-22,4,2034.03,2758.4959183673473
2015-05-22,5,1865.47,2839.253061224489
2015-05-22,6,1642.47,2598.987755102041
2015-05-22,7,1514.39,2438.157142857143
2015-05-22,8,922.24,2394.848979591836
2015-05-22,9,967.59,2239.255102040816
2015-05-22,10,1149.58,2173.1673469387756
2015-05-22,11,1180.28,2173.6428571428564
2015-05-22,12,1351.22,2219.2795918367347
2015-05-22,13,1519.95,2351.581632653061
2015-05-22,14,1719.91,2569.132653061224
2015-05-22,15,2168.81,2736.8367346938776
2015-05-22,16,2238.9,2976.369387755103
2015-05-22,17,2422.43,3242.7877551020415
2015-05-22,18,2468.9,3393.6897959183684
2015-05-22,19,2538.12,3554.5306122448987
2015-05-22,20,2778.77,3756.0204081632664
2015-05-22,21,2980.81,4072.98775510204
2015-05-22,22,3350.36,4455.54693877551
2015-05-22,23,4119.18,4840.163265306122
2015-05-23,0,4716.79,5430.23469387755
2015-05-23,1,5066.47,6085.05714285714
2015-05-23,2,5709.7,6741.44081632653
2015-05-23,3,6486.56,7141.9183673469415
2015-05-23,4,7002.77,7469.48979591837
2015-05-23,5,7361.4,7741.026530612246
2015-05-23,6,7991.22,7671.924489795921
2015-05-23,7,8696.79,7554.275510204082
2015-05-23,8,8850.8,7449.12244897959
2015-05-23,9,8439.77,7366.451020408163
2015-05-23,10,7868.06,7245.424489795918
2015-05-23,11,7872.85,7117.353061224487
2015-05-23,12,8450.35,7259.740816326529
2015-05-23,13,8966.88,7466.826530612246
2015-05-23,14,9686.06,7531.855102040817
2015-05-23,15,10170.63,7333.44081632653
2015-05-23,16,10216.79,7068.306122448981
2015-05-23,17,10382.02,6862.0
2015-05-23,18,10552.07,6626.0693877551
2015-05-23,19,10230.18,6406.304081632654
2015-05-23,20,9755.57,6459.908163265305
2015-05-23,21,9737.69,6489.038775510202
2015-05-23,22,9711.05,6531.4000000000015
2015-05-23,23,8658.14,6574.2795918367365
2015-05-24,0,6319.15,6628.506122448981
2015-05-24,1,5661.72,6746.924489795918
2015-05-24,2,4391.25,6978.497959183673
2015-05-24,3,6261.78,7074.048979591836
2015-05-24,4,6237.65,7205.044897959184
2015-05-24,5,4947.17,7101.104081632654
2015-05-24,6,5902.5,6851.328571428571
2015-05-24,7,6289.22,6765.716326530612
2015-05-24,8,5994.98,6563.885714285715
2015-05-24,9,5078.68,6036.069387755101
2015-05-24,10,4748.6,5590.597959183674
2015-05-24,11,3575.02,5338.651020408165
2015-05-24,12,3104.31,4949.312244897959
2015-05-24,13,3263.08,4662.389795918368
2015-05-24,14,2663.15,4400.973469387755
2015-05-24,15,2848.56,3925.3000000000006
2015-05-24,16,3457.51,3611.328571428572
2015-05-24,17,3834.37,3419.236734693877
2015-05-24,18,4334.35,3501.2571428571428
2015-05-24,19,4535.1,3692.6244897959173
2015-05-24,20,4617.59,3966.77755102041
2015-05-24,21,4613.95,4093.557142857142
2015-05-24,22,4772.7,4274.618367346939
2015-05-24,23,4785.5,4476.473469387755
2015-05-25,0,4437.18,4751.6061224489795
2015-05-25,1,4708.15,5336.875510204082
2015-05-25,2,6077.14,6123.444897959183
2015-05-25,3,7599.9,6770.434693877552
2015-05-25,4,8626.54,7458.2265306122445
2015-05-25,5,9211.0,7907.03469387755
2015-05-25,6,8828.71,7983.7448979591845
2015-05-25,7,8627.6,7951.222448979593
2015-05-25,8,8320.0,7970.851020408163
2015-05-25,9,8114.56,7775.546938775512
2015-05-25,10,8186.69,7513.104081632654
2015-05-25,11,7509.13,7231.038775510205
2015-05-25,12,7555.56,6770.097959183674
2015-05-25,13,8423.71,6269.912244897958
2015-05-25,14,8557.43,5938.736734693877
2015-05-25,15,8345.42,5519.493877551021
2015-05-25,16,7437.53,5318.514285714286
2015-05-25,17,5934.0,5256.889795918366
2015-05-25,18,5037.8,4842.60612244898
2015-05-25,19,3534.5,4726.844897959184
2015-05-25,20,2885.38,4809.844897959185
2015-05-25,21,2893.42,4389.677551020409
2015-05-25,22,2745.98,4237.346938775509
2015-05-25,23,2508.46,4201.74693877551
2015-05-26,0,2235.15,3946.0530612244893
2015-05-26,1,2095.53,4014.0612244897948
2015-05-26,2,2483.18,4367.346938775511
2015-05-26,3,2853.19,4588.122448979592
2015-05-26,4,3691.33,4944.834693877551
2015-05-26,5,4894.91,5346.365306122449
2015-05-26,6,5405.74,5395.808163265305
2015-05-26,7,5410.49,5544.3428571428585
2015-05-26,8,5278.18,5796.671428571431
2015-05-26,9,5356.83,5813.369387755103
2015-05-26,10,5999.22,5877.259183673467
2015-05-26,11,6430.6,5979.840816326533
2015-05-26,12,5915.4,5505.561224489796
2015-05-26,13,4801.5,4872.7612244897955
2015-05-26,14,4669.7,4286.224489795918
2015-05-26,15,4757.72,3968.3857142857155
2015-05-26,16,5316.93,3823.7469387755095
2015-05-26,17,5841.48,3762.1244897959177
2015-05-26,18,5730.29,3803.9142857142856
2015-05-26,19,5687.32,3783.746938775511
2015-05-26,20,4991.2,3766.244897959184
2015-05-26,21,4341.77,3488.248979591837
2015-05-26,22,4095.6,3307.7244897959167
2015-05-26,23,3353.15,3194.597959183672
2015-05-27,0,4822.18,3280.159183673469
2015-05-27,1,5148.33,3700.3285714285716
2015-05-27,2,4529.86,4355.724489795919
2015-05-27,3,4653.94,4961.159183673469
2015-05-27,4,5142.16,5712.320408163266
2015-05-27,5,5618.39,6457.842857142856
2015-05-27,6,6705.4,6504.428571428572
2015-05-27,7,7672.79,6511.283673469386
2015-05-27,8,7517.34,6506.802040816327
2015-05-27,9,6870.47,6247.7612244897955
2015-05-27,10,6617.58,5946.6469387755105
2015-05-27,11,5919.34,5569.4571428571435
2015-05-27,12,5138.5,5009.091836734693
2015-05-27,13,4400.24,4706.991836734693
2015-05-27,14,4699.64,4427.016326530613
2015-05-27,15,4370.61,4173.102040816325
2015-05-27,16,3723.48,3883.54081632653
2015-05-27,17,3424.87,3636.8959183673464
2015-05-27,18,3404.08,3551.9938775510195
2015-05-27,19,3660.52,3527.002040816327
2015-05-27,20,4274.8,3654.1775510204084
2015-05-27,21,4780.96,3970.8102040816316
2015-05-27,22,5415.29,4340.144897959185
2015-05-27,23,5826.88,4723.467346938776
2015-05-28,0,6211.83,5360.181632653062
2015-05-28,1,6516.23,6003.016326530612
2015-05-28,2,6724.34,6691.010204081634
2015-05-28,3,7237.25,7101.951020408163
2015-05-28,4,8000.91,7410.504081632655
2015-05-28,5,8368.43,7595.6183673469395
2015-05-28,6,8320.02,7320.355102040817
2015-05-28,7,8101.28,6997.138775510202
2015-05-28,8,7505.89,6708.485714285713
2015-05-28,9,7181.85,6403.96530612245
