date,hr_beg,NSPIN_Quantity,REGDN_Quantity,REGUP_Quantity,RRS_Quantity
2018-12-24,6,1198,278,211,2985
2018-12-24,7,1198,207,176,2985
2018-12-24,8,1460,226,203,2985
2018-12-24,9,1460,188,215,2985
2018-12-24,10,1460,232,292,2985
2018-12-24,11,1460,428,460,2985
2018-12-24,12,2178,274,605,2905
2018-12-24,13,2178,252,297,2905
2018-12-24,14,2178,194,316,2905
2018-12-24,15,2178,191,305,2905
2018-12-24,16,1742,254,312,2842
2018-12-24,17,1742,301,275,2842
2018-12-24,18,1742,279,269,2842
2018-12-24,19,1742,235,248,2842
2018-12-24,20,1574,201,214,2842
2018-12-24,21,1574,185,212,2842
2018-12-24,22,1574,219,322,2842
2018-12-24,23,1574,244,489,2842
2018-12-25,0,1466,308,196,2842
2018-12-25,1,1466,312,177,2842
2018-12-25,2,1466,304,182,2842
2018-12-25,3,1466,357,223,2842
2018-12-25,4,1198,412,307,2985
2018-12-25,5,1198,347,206,2985
2018-12-25,6,1198,278,211,2985
2018-12-25,7,1198,207,176,2985
2018-12-25,8,1460,226,203,2985
2018-12-25,9,1460,188,215,2985
2018-12-25,10,1460,232,292,2985
2018-12-25,11,1460,428,460,2985
2018-12-25,12,2178,274,605,2905
2018-12-25,13,2178,252,297,2905
2018-12-25,14,2178,194,316,2905
2018-12-25,15,2178,191,305,2905
2018-12-25,16,1742,254,312,2842
2018-12-25,17,1742,301,275,2842
2018-12-25,18,1742,279,269,2842
2018-12-25,19,1742,235,248,2842
2018-12-25,20,1574,201,214,2842
2018-12-25,21,1574,185,212,2842
2018-12-25,22,1574,219,322,2842
2018-12-25,23,1574,244,489,2842
2018-12-26,0,1466,308,196,2842
2018-12-26,1,1466,312,177,2842
2018-12-26,2,1466,304,182,2842
2018-12-26,3,1466,357,223,2842
2018-12-26,4,1198,412,307,2985
2018-12-26,5,1198,347,206,2985
2018-12-26,6,1198,278,211,2985
2018-12-26,7,1198,207,176,2985
2018-12-26,8,1460,226,203,2985
2018-12-26,9,1460,188,215,2985
2018-12-26,10,1460,232,292,2985
2018-12-26,11,1460,428,460,2985
2018-12-26,12,2178,274,605,2905
2018-12-26,13,2178,252,297,2905
2018-12-26,14,2178,194,316,2905
2018-12-26,15,2178,191,305,2905
2018-12-26,16,1742,254,312,2842
2018-12-26,17,1742,301,275,2842
2018-12-26,18,1742,279,269,2842
2018-12-26,19,1742,235,248,2842
2018-12-26,20,1574,201,214,2842
2018-12-26,21,1574,185,212,2842
2018-12-26,22,1574,219,322,2842
2018-12-26,23,1574,244,489,2842
2018-12-27,0,1466,308,196,2842
2018-12-27,1,1466,312,177,2842
2018-12-27,2,1466,304,182,2842
2018-12-27,3,1466,357,223,2842
2018-12-27,4,1198,412,307,2985
2018-12-27,5,1198,347,206,2985
2018-12-27,6,1198,278,211,2985
2018-12-27,7,1198,207,176,2985
2018-12-27,8,1460,226,203,2985
2018-12-27,9,1460,188,215,2985
2018-12-27,10,1460,232,292,2985
2018-12-27,11,1460,428,460,2985
2018-12-27,12,2178,274,605,2905
2018-12-27,13,2178,252,297,2905
2018-12-27,14,2178,194,316,2905
2018-12-27,15,2178,191,305,2905
2018-12-27,16,1742,254,312,2842
2018-12-27,17,1742,301,275,2842
2018-12-27,18,1742,279,269,2842
2018-12-27,19,1742,235,248,2842
2018-12-27,20,1574,201,214,2842
2018-12-27,21,1574,185,212,2842
2018-12-27,22,1574,219,322,2842
2018-12-27,23,1574,244,489,2842
2018-12-28,0,1466,308,196,2842
2018-12-28,1,1466,312,177,2842
2018-12-28,2,1466,304,182,2842
2018-12-28,3,1466,357,223,2842
2018-12-28,4,1198,412,307,2985
2018-12-28,5,1198,347,206,2985
2018-12-28,6,1198,278,211,2985
2018-12-28,7,1198,207,176,2985
2018-12-28,8,1460,226,203,2985
2018-12-28,9,1460,188,215,2985
2018-12-28,10,1460,232,292,2985
2018-12-28,11,1460,428,460,2985
2018-12-28,12,2178,274,605,2905
2018-12-28,13,2178,252,297,2905
2018-12-28,14,2178,194,316,2905
2018-12-28,15,2178,191,305,2905
2018-12-28,16,1742,254,312,2842
2018-12-28,17,1742,301,275,2842
2018-12-28,18,1742,279,269,2842
2018-12-28,19,1742,235,248,2842
2018-12-28,20,1574,201,214,2842
2018-12-28,21,1574,185,212,2842
2018-12-28,22,1574,219,322,2842
2018-12-28,23,1574,244,489,2842
2018-12-29,0,1466,308,196,2842
2018-12-29,1,1466,312,177,2842
2018-12-29,2,1466,304,182,2842
2018-12-29,3,1466,357,223,2842
2018-12-29,4,1198,412,307,2985
2018-12-29,5,1198,347,206,2985
2018-12-29,6,1198,278,211,2985
2018-12-29,7,1198,207,176,2985
2018-12-29,8,1460,226,203,2985
2018-12-29,9,1460,188,215,2985
2018-12-29,10,1460,232,292,2985
2018-12-29,11,1460,428,460,2985
2018-12-29,12,2178,274,605,2905
2018-12-29,13,2178,252,297,2905
2018-12-29,14,2178,194,316,2905
2018-12-29,15,2178,191,305,2905
2018-12-29,16,1742,254,312,2842
2018-12-29,17,1742,301,275,2842
2018-12-29,18,1742,279,269,2842
2018-12-29,19,1742,235,248,2842
2018-12-29,20,1574,201,214,2842
2018-12-29,21,1574,185,212,2842
2018-12-29,22,1574,219,322,2842
2018-12-29,23,1574,244,489,2842
2018-12-30,0,1466,308,196,2842
2018-12-30,1,1466,312,177,2842
2018-12-30,2,1466,304,182,2842
2018-12-30,3,1466,357,223,2842
2018-12-30,4,1198,412,307,2985
2018-12-30,5,1198,347,206,2985
2018-12-30,6,1198,278,211,2985
2018-12-30,7,1198,207,176,2985
2018-12-30,8,1460,226,203,2985
2018-12-30,9,1460,188,215,2985
2018-12-30,10,1460,232,292,2985
2018-12-30,11,1460,428,460,2985
2018-12-30,12,2178,274,605,2905
2018-12-30,13,2178,252,297,2905
2018-12-30,14,2178,194,316,2905
2018-12-30,15,2178,191,305,2905
2018-12-30,16,1742,254,312,2842
2018-12-30,17,1742,301,275,2842
2018-12-30,18,1742,279,269,2842
2018-12-30,19,1742,235,248,2842
2018-12-30,20,1574,201,214,2842
2018-12-30,21,1574,185,212,2842
2018-12-30,22,1574,219,322,2842
2018-12-30,23,1574,244,489,2842
2018-12-31,0,1466,308,196,2842
2018-12-31,1,1466,312,177,2842
2018-12-31,2,1466,304,182,2842
2018-12-31,3,1466,357,223,2842
2018-12-31,4,1198,412,307,2985
2018-12-31,5,1198,347,206,2985
2018-01-26,6,1103,284,250,2920
2018-01-26,7,1103,219,195,2920
2018-01-26,8,1409,196,211,2920
2018-01-26,9,1409,206,247,2920
2018-01-26,10,1409,266,336,2920
2018-01-26,11,1409,335,528,2920
2018-01-26,12,2131,326,687,2772
2018-01-26,13,2131,275,306,2772
2018-01-26,14,2131,278,326,2772
2018-01-26,15,2131,262,323,2772
2018-01-26,16,1683,328,277,2772
2018-01-26,17,1683,307,222,2772
2018-01-26,18,1683,301,232,2772
2018-01-26,19,1683,254,256,2772
2018-01-26,20,1674,241,205,2772
2018-01-26,21,1674,204,207,2772
2018-01-26,22,1674,194,294,2772
2018-01-26,23,1674,260,464,2772
2018-01-27,0,1605,315,401,2816
2018-01-27,1,1605,281,222,2816
2018-01-27,2,1605,319,269,2816
2018-01-27,3,1605,359,196,2816
2018-01-27,4,1103,410,276,2920
2018-01-27,5,1103,360,239,2920
2018-01-27,6,1103,284,250,2920
2018-01-27,7,1103,219,195,2920
2018-01-27,8,1409,196,211,2920
2018-01-27,9,1409,206,247,2920
2018-01-27,10,1409,266,336,2920
2018-01-27,11,1409,335,528,2920
2018-01-27,12,2131,326,687,2772
2018-01-27,13,2131,275,306,2772
2018-01-27,14,2131,278,326,2772
2018-01-27,15,2131,262,323,2772
2018-01-27,16,1683,328,277,2772
2018-01-27,17,1683,307,222,2772
2018-01-27,18,1683,301,232,2772
2018-01-27,19,1683,254,256,2772
2018-01-27,20,1674,241,205,2772
2018-01-27,21,1674,204,207,2772
2018-01-27,22,1674,194,294,2772
2018-01-27,23,1674,260,464,2772
2018-01-28,0,1605,315,401,2816
2018-01-28,1,1605,281,222,2816
2018-01-28,2,1605,319,269,2816
2018-01-28,3,1605,359,196,2816
2018-01-28,4,1103,410,276,2920
2018-01-28,5,1103,360,239,2920
2018-01-28,6,1103,284,250,2920
2018-01-28,7,1103,219,195,2920
2018-01-28,8,1409,196,211,2920
2018-01-28,9,1409,206,247,2920
2018-01-28,10,1409,266,336,2920
2018-01-28,11,1409,335,528,2920
2018-01-28,12,2131,326,687,2772
2018-01-28,13,2131,275,306,2772
2018-01-28,14,2131,278,326,2772
2018-01-28,15,2131,262,323,2772
2018-01-28,16,1683,328,277,2772
2018-01-28,17,1683,307,222,2772
2018-01-28,18,1683,301,232,2772
2018-01-28,19,1683,254,256,2772
2018-01-28,20,1674,241,205,2772
2018-01-28,21,1674,204,207,2772
2018-01-28,22,1674,194,294,2772
2018-01-28,23,1674,260,464,2772
2018-01-29,0,1605,315,401,2816
2018-01-29,1,1605,281,222,2816
2018-01-29,2,1605,319,269,2816
2018-01-29,3,1605,359,196,2816
2018-01-29,4,1103,410,276,2920
2018-01-29,5,1103,360,239,2920
2018-01-29,6,1103,284,250,2920
2018-01-29,7,1103,219,195,2920
2018-01-29,8,1409,196,211,2920
2018-01-29,9,1409,206,247,2920
2018-01-29,10,1409,266,336,2920
2018-01-29,11,1409,335,528,2920
2018-01-29,12,2131,326,687,2772
2018-01-29,13,2131,275,306,2772
2018-01-29,14,2131,278,326,2772
2018-01-29,15,2131,262,323,2772
2018-01-29,16,1683,328,277,2772
2018-01-29,17,1683,307,222,2772
2018-01-29,18,1683,301,232,2772
2018-01-29,19,1683,254,256,2772
2018-01-29,20,1674,241,205,2772
2018-01-29,21,1674,204,207,2772
2018-01-29,22,1674,194,294,2772
2018-01-29,23,1674,260,464,2772
2018-01-30,0,1605,315,401,2816
2018-01-30,1,1605,281,222,2816
2018-01-30,2,1605,319,269,2816
2018-01-30,3,1605,359,196,2816
2018-01-30,4,1103,410,276,2920
2018-01-30,5,1103,360,239,2920
2018-01-30,6,1103,284,250,2920
2018-01-30,7,1103,219,195,2920
2018-01-30,8,1409,196,211,2920
2018-01-30,9,1409,206,247,2920
2018-01-30,10,1409,266,336,2920
2018-01-30,11,1409,335,528,2920
2018-01-30,12,2131,326,687,2772
2018-01-30,13,2131,275,306,2772
2018-01-30,14,2131,278,326,2772
2018-01-30,15,2131,262,323,2772
2018-01-30,16,1683,328,277,2772
2018-01-30,17,1683,307,222,2772
2018-01-30,18,1683,301,232,2772
2018-01-30,19,1683,254,256,2772
2018-01-30,20,1674,241,205,2772
2018-01-30,21,1674,204,207,2772
2018-01-30,22,1674,194,294,2772
2018-01-30,23,1674,260,464,2772
2018-01-31,0,1605,315,401,2816
2018-01-31,1,1605,281,222,2816
2018-01-31,2,1605,319,269,2816
2018-01-31,3,1605,359,196,2816
2018-01-31,4,1103,410,276,2920
2018-01-31,5,1103,360,239,2920
2018-01-31,6,1103,284,250,2920
2018-01-31,7,1103,219,195,2920
2018-01-31,8,1409,196,211,2920
2018-01-31,9,1409,206,247,2920
2018-01-31,10,1409,266,336,2920
2018-01-31,11,1409,335,528,2920
2018-01-31,12,2131,326,687,2772
2018-01-31,13,2131,275,306,2772
2018-01-31,14,2131,278,326,2772
2018-01-31,15,2131,262,323,2772
2018-01-31,16,1683,328,277,2772
2018-01-31,17,1683,307,222,2772
2018-01-31,18,1683,301,232,2772
2018-01-31,19,1683,254,256,2772
2018-01-31,20,1674,241,205,2772
2018-01-31,21,1674,204,207,2772
2018-01-31,22,1674,194,294,2772
2018-01-31,23,1674,260,464,2772
2018-02-01,0,1605,315,401,2816
2018-02-01,1,1605,281,222,2816
2018-02-01,2,1605,319,269,2816
2018-02-01,3,1605,359,196,2816
2018-02-01,4,1103,410,276,2920
2018-02-01,5,1103,360,239,2920
2018-02-01,6,1082,326,238,3200
2018-02-01,7,1082,223,203,3200
2018-02-01,8,1422,187,221,3150
2018-02-01,9,1422,253,248,3150
2018-02-01,10,1422,246,302,3150
2018-02-01,11,1422,390,523,3150
2018-02-01,12,2361,312,640,2957
2018-02-01,13,2361,286,323,2957
2018-02-01,14,2361,252,373,2957
2018-02-01,15,2361,327,365,2957
2018-02-01,16,1834,301,316,2957
2018-02-01,17,1834,259,285,2957
2018-02-01,18,1834,271,239,2957
2018-02-01,19,1834,248,222,2957
2018-02-01,20,1701,233,226,2957
2018-02-01,21,1701,213,215,2957
2018-02-01,22,1701,212,211,2957
2018-02-01,23,1701,205,347,2957
2018-02-02,0,1643,341,421,2957
2018-02-02,1,1643,354,279,2957
2018-02-02,2,1643,382,175,2957
2018-02-02,3,1643,402,417,2957
2018-02-02,4,1082,442,378,3200
2018-02-02,5,1082,347,244,3200
2017-03-16,5,935,308,264,2808
2017-03-16,6,935,259,235,2808
2017-03-16,7,1470,237,242,2808
2017-03-16,8,1470,197,223,2808
2017-03-16,9,1470,262,297,2808
2017-03-16,10,1470,418,446,2808
2017-03-16,11,2135,319,569,2696
2017-03-16,12,2135,301,375,2696
2017-03-16,13,2135,241,307,2696
2017-03-16,14,2135,235,307,2696
2017-03-16,15,1947,212,299,2696
2017-03-16,16,1947,230,266,2696
2017-03-16,17,1947,221,275,2696
2017-03-16,18,1947,213,287,2696
2017-03-16,19,1472,207,285,2702
2017-03-16,20,1472,204,239,2702
2017-03-16,21,1472,215,241,2702
2017-03-16,22,1472,225,245,2702
2017-03-16,23,1490,267,336,2696
2017-03-17,0,1490,283,340,2696
2017-03-17,1,1490,324,233,2696
2017-03-17,2,1490,390,262,2696
2017-03-17,3,935,465,351,2808
2017-03-17,4,935,411,329,2808
2017-03-17,5,935,308,264,2808
2017-03-17,6,935,259,235,2808
2017-03-17,7,1470,237,242,2808
2017-03-17,8,1470,197,223,2808
2017-03-17,9,1470,262,297,2808
2017-03-17,10,1470,418,446,2808
2017-03-17,11,2135,319,569,2696
2017-03-17,12,2135,301,375,2696
2017-03-17,13,2135,241,307,2696
2017-03-17,14,2135,235,307,2696
2017-03-17,15,1947,212,299,2696
2017-03-17,16,1947,230,266,2696
2017-03-17,17,1947,221,275,2696
2017-03-17,18,1947,213,287,2696
2017-03-17,19,1472,207,285,2702
2017-03-17,20,1472,204,239,2702
2017-03-17,21,1472,215,241,2702
2017-03-17,22,1472,225,245,2702
2017-03-17,23,1490,267,336,2696
2017-03-18,0,1490,283,340,2696
2017-03-18,1,1490,324,233,2696
2017-03-18,2,1490,390,262,2696
2017-03-18,3,935,465,351,2808
2017-03-18,4,935,411,329,2808
2015-08-30,5,1603,502,478,2702
2015-08-30,6,1603,385,320,2702
2015-08-30,7,2000,354,307,2702
2015-08-30,8,2000,368,368,2702
2015-08-30,9,2000,268,282,2702
2015-08-30,10,2000,395,417,2702
2015-08-30,11,2000,352,609,2702
2015-08-30,12,2000,376,507,2702
2015-08-30,13,2000,394,541,2702
2015-08-30,14,2000,447,515,2702
2015-08-30,15,2000,424,613,2538
2015-08-30,16,2000,365,528,2538
2015-08-30,17,2000,327,447,2538
2015-08-30,18,2000,370,419,2538
2015-08-30,19,2000,347,353,2300
2015-08-30,20,2000,299,340,2300
2015-08-30,21,2000,344,345,2300
2015-08-30,22,2000,424,369,2300
2015-08-30,23,1779,495,453,2538
2015-08-31,0,1779,503,504,2538
2015-08-31,1,1779,443,414,2538
2015-08-31,2,1779,577,450,2538
2015-08-31,3,1603,707,469,2702
2015-08-31,4,1603,652,433,2702
2015-08-31,5,1603,502,478,2702
2015-08-31,6,1603,385,320,2702
2015-08-31,7,2000,354,307,2702
2015-08-31,8,2000,368,368,2702
2015-08-31,9,2000,268,282,2702
2015-08-31,10,2000,395,417,2702
2015-08-31,11,2000,352,609,2702
2015-08-31,12,2000,376,507,2702
2015-08-31,13,2000,394,541,2702
2015-08-31,14,2000,447,515,2702
2015-08-31,15,2000,424,613,2538
2015-08-31,16,2000,365,528,2538
2015-08-31,17,2000,327,447,2538
2015-08-31,18,2000,370,419,2538
2015-08-31,19,2000,347,353,2300
2015-08-31,20,2000,299,340,2300
2015-08-31,21,2000,344,345,2300
2015-08-31,22,2000,424,369,2300
2015-08-31,23,1779,495,453,2538
2015-09-01,0,1779,503,504,2538
2015-09-01,1,1779,443,414,2538
2015-09-01,2,1779,577,450,2538
2015-09-01,3,1603,707,469,2702
2015-09-01,4,1603,652,433,2702
2017-10-14,5,1036,338,297,2808
2017-10-14,6,1036,264,202,2808
2017-10-14,7,1638,212,212,2808
2017-10-14,8,1638,217,196,2808
2017-10-14,9,1638,231,251,2808
2017-10-14,10,1638,396,400,2808
2017-10-14,11,1988,261,562,2696
2017-10-14,12,1988,268,337,2696
2017-10-14,13,1988,201,381,2696
2017-10-14,14,1988,461,418,2696
2017-10-14,15,1945,272,366,2479
2017-10-14,16,1945,274,383,2479
2017-10-14,17,1945,219,369,2479
2017-10-14,18,1945,229,326,2479
2017-10-14,19,1545,196,290,2479
2017-10-14,20,1545,192,230,2479
2017-10-14,21,1545,210,199,2479
2017-10-14,22,1545,274,253,2479
2017-10-14,23,1375,368,310,2702
2017-10-15,0,1375,412,260,2702
2017-10-15,1,1375,420,200,2702
2017-10-15,2,1375,451,267,2702
2017-10-15,3,1036,482,490,2808
2017-10-15,4,1036,423,384,2808
2017-10-15,5,1036,338,297,2808
2017-10-15,6,1036,264,202,2808
2017-10-15,7,1638,212,212,2808
2017-10-15,8,1638,217,196,2808
2017-10-15,9,1638,231,251,2808
2017-10-15,10,1638,396,400,2808
2017-10-15,11,1988,261,562,2696
2017-10-15,12,1988,268,337,2696
2017-10-15,13,1988,201,381,2696
2017-10-15,14,1988,461,418,2696
2017-10-15,15,1945,272,366,2479
2017-10-15,16,1945,274,383,2479
2017-10-15,17,1945,219,369,2479
2017-10-15,18,1945,229,326,2479
2017-10-15,19,1545,196,290,2479
2017-10-15,20,1545,192,230,2479
2017-10-15,21,1545,210,199,2479
2017-10-15,22,1545,274,253,2479
2017-10-15,23,1375,368,310,2702
2017-10-16,0,1375,412,260,2702
2017-10-16,1,1375,420,200,2702
2017-10-16,2,1375,451,267,2702
2017-10-16,3,1036,482,490,2808
2017-10-16,4,1036,423,384,2808
2019-05-20,5,1102,430,276,2840
2019-05-20,6,1102,325,200,2840
2019-05-20,7,1660,264,217,2871
2019-05-20,8,1660,210,229,2871
2019-05-20,9,1660,184,282,2871
2019-05-20,10,1660,331,453,2871
2019-05-20,11,2065,292,608,2818
2019-05-20,12,2065,199,439,2818
2019-05-20,13,2065,256,440,2818
2019-05-20,14,2065,224,479,2818
2019-05-20,15,1722,245,513,2613
2019-05-20,16,1722,197,515,2613
2019-05-20,17,1722,187,431,2613
2019-05-20,18,1722,186,339,2613
2019-05-20,19,1453,212,342,2564
2019-05-20,20,1453,224,331,2564
2019-05-20,21,1453,271,296,2564
2019-05-20,22,1453,325,236,2564
2019-05-20,23,1298,431,260,2564
2019-05-21,0,1298,444,330,2564
2019-05-21,1,1298,389,303,2564
2019-05-21,2,1298,541,224,2564
2019-05-21,3,1102,601,278,2840
2019-05-21,4,1102,563,247,2840
2019-05-21,5,1102,430,276,2840
2019-05-21,6,1102,325,200,2840
2019-05-21,7,1660,264,217,2871
2019-05-21,8,1660,210,229,2871
2019-05-21,9,1660,184,282,2871
2019-05-21,10,1660,331,453,2871
2019-05-21,11,2065,292,608,2818
2019-05-21,12,2065,199,439,2818
2019-05-21,13,2065,256,440,2818
2019-05-21,14,2065,224,479,2818
2019-05-21,15,1722,245,513,2613
2019-05-21,16,1722,197,515,2613
2019-05-21,17,1722,187,431,2613
2019-05-21,18,1722,186,339,2613
2019-05-21,19,1453,212,342,2564
2019-05-21,20,1453,224,331,2564
2019-05-21,21,1453,271,296,2564
2019-05-21,22,1453,325,236,2564
2019-05-21,23,1298,431,260,2564
2019-05-22,0,1298,444,330,2564
2019-05-22,1,1298,389,303,2564
2019-05-22,2,1298,541,224,2564
2019-05-22,3,1102,601,278,2840
2019-05-22,4,1102,563,247,2840
2019-05-22,5,1102,430,276,2840
2019-05-22,6,1102,325,200,2840
2019-05-22,7,1660,264,217,2871
2019-05-22,8,1660,210,229,2871
2019-05-22,9,1660,184,282,2871
2019-05-22,10,1660,331,453,2871
2019-05-22,11,2065,292,608,2818
2019-05-22,12,2065,199,439,2818
2019-05-22,13,2065,256,440,2818
2019-05-22,14,2065,224,479,2818
2019-05-22,15,1722,245,513,2613
2019-05-22,16,1722,197,515,2613
2019-05-22,17,1722,187,431,2613
2019-05-22,18,1722,186,339,2613
2019-05-22,19,1453,212,342,2564
2019-05-22,20,1453,224,331,2564
2019-05-22,21,1453,271,296,2564
2019-05-22,22,1453,325,236,2564
2019-05-22,23,1298,431,260,2564
2019-05-23,0,1298,444,330,2564
2019-05-23,1,1298,389,303,2564
2019-05-23,2,1298,541,224,2564
2019-05-23,3,1102,601,278,2840
2019-05-23,4,1102,563,247,2840
2019-05-23,5,1102,430,276,2840
2019-05-23,6,1102,325,200,2840
2019-05-23,7,1660,264,217,2871
2019-05-23,8,1660,210,229,2871
2019-05-23,9,1660,184,282,2871
2019-05-23,10,1660,331,453,2871
2019-05-23,11,2065,292,608,2818
2019-05-23,12,2065,199,439,2818
2019-05-23,13,2065,256,440,2818
2019-05-23,14,2065,224,479,2818
2019-05-23,15,1722,245,513,2613
2019-05-23,16,1722,197,515,2613
2019-05-23,17,1722,187,431,2613
2019-05-23,18,1722,186,339,2613
2019-05-23,19,1453,212,342,2564
2019-05-23,20,1453,224,331,2564
2019-05-23,21,1453,271,296,2564
2019-05-23,22,1453,325,236,2564
2019-05-23,23,1298,431,260,2564
2019-05-24,0,1298,444,330,2564
2019-05-24,1,1298,389,303,2564
2019-05-24,2,1298,541,224,2564
2019-05-24,3,1102,601,278,2840
2019-05-24,4,1102,563,247,2840
2019-05-24,5,1102,430,276,2840
2019-05-24,6,1102,325,200,2840
2019-05-24,7,1660,264,217,2871
2019-05-24,8,1660,210,229,2871
2019-05-24,9,1660,184,282,2871
2019-05-24,10,1660,331,453,2871
2019-05-24,11,2065,292,608,2818
2019-05-24,12,2065,199,439,2818
2019-05-24,13,2065,256,440,2818
2019-05-24,14,2065,224,479,2818
2019-05-24,15,1722,245,513,2613
2019-05-24,16,1722,197,515,2613
2019-05-24,17,1722,187,431,2613
2019-05-24,18,1722,186,339,2613
2019-05-24,19,1453,212,342,2564
2019-05-24,20,1453,224,331,2564
2019-05-24,21,1453,271,296,2564
2019-05-24,22,1453,325,236,2564
2019-05-24,23,1298,431,260,2564
2019-05-25,0,1298,444,330,2564
2019-05-25,1,1298,389,303,2564
2019-05-25,2,1298,541,224,2564
2019-05-25,3,1102,601,278,2840
2019-05-25,4,1102,563,247,2840
2019-05-25,5,1102,430,276,2840
2019-05-25,6,1102,325,200,2840
2019-05-25,7,1660,264,217,2871
2019-05-25,8,1660,210,229,2871
2019-05-25,9,1660,184,282,2871
2019-05-25,10,1660,331,453,2871
2019-05-25,11,2065,292,608,2818
2019-05-25,12,2065,199,439,2818
2019-05-25,13,2065,256,440,2818
2019-05-25,14,2065,224,479,2818
2019-05-25,15,1722,245,513,2613
2019-05-25,16,1722,197,515,2613
2019-05-25,17,1722,187,431,2613
2019-05-25,18,1722,186,339,2613
2019-05-25,19,1453,212,342,2564
2019-05-25,20,1453,224,331,2564
2019-05-25,21,1453,271,296,2564
2019-05-25,22,1453,325,236,2564
2019-05-25,23,1298,431,260,2564
2019-05-26,0,1298,444,330,2564
2019-05-26,1,1298,389,303,2564
2019-05-26,2,1298,541,224,2564
2019-05-26,3,1102,601,278,2840
2019-05-26,4,1102,563,247,2840
2019-05-26,5,1102,430,276,2840
2019-05-26,6,1102,325,200,2840
2019-05-26,7,1660,264,217,2871
2019-05-26,8,1660,210,229,2871
2019-05-26,9,1660,184,282,2871
2019-05-26,10,1660,331,453,2871
2019-05-26,11,2065,292,608,2818
2019-05-26,12,2065,199,439,2818
2019-05-26,13,2065,256,440,2818
2019-05-26,14,2065,224,479,2818
2019-05-26,15,1722,245,513,2613
2019-05-26,16,1722,197,515,2613
2019-05-26,17,1722,187,431,2613
2019-05-26,18,1722,186,339,2613
2019-05-26,19,1453,212,342,2564
2019-05-26,20,1453,224,331,2564
2019-05-26,21,1453,271,296,2564
2019-05-26,22,1453,325,236,2564
2019-05-26,23,1298,431,260,2564
2019-05-27,0,1298,444,330,2564
2019-05-27,1,1298,389,303,2564
2019-05-27,2,1298,541,224,2564
2019-05-27,3,1102,601,278,2840
2019-05-27,4,1102,563,247,2840
2015-09-21,5,1343,502,549,2696
2015-09-21,6,1343,418,338,2696
2015-09-21,7,1600,300,283,2808
2015-09-21,8,1600,258,268,2808
2015-09-21,9,1600,281,328,2808
2015-09-21,10,1600,527,496,2808
2015-09-21,11,1544,327,671,2696
2015-09-21,12,1544,340,467,2696
2015-09-21,13,1544,452,543,2696
2015-09-21,14,1544,487,549,2696
2015-09-21,15,1375,378,626,2480
2015-09-21,16,1375,592,570,2480
2015-09-21,17,1375,355,478,2480
2015-09-21,18,1375,432,419,2480
2015-09-21,19,1646,466,452,2480
2015-09-21,20,1646,393,380,2480
2015-09-21,21,1646,285,399,2480
2015-09-21,22,1646,439,315,2480
2015-09-21,23,1761,526,622,2480
2015-09-22,0,1761,501,471,2480
2015-09-22,1,1761,468,370,2480
2015-09-22,2,1761,629,496,2480
2015-09-22,3,1343,688,459,2696
2015-09-22,4,1343,656,453,2696
2015-09-22,5,1343,502,549,2696
2015-09-22,6,1343,418,338,2696
2015-09-22,7,1600,300,283,2808
2015-09-22,8,1600,258,268,2808
2015-09-22,9,1600,281,328,2808
2015-09-22,10,1600,527,496,2808
2015-09-22,11,1544,327,671,2696
2015-09-22,12,1544,340,467,2696
2015-09-22,13,1544,452,543,2696
2015-09-22,14,1544,487,549,2696
2015-09-22,15,1375,378,626,2480
2015-09-22,16,1375,592,570,2480
2015-09-22,17,1375,355,478,2480
2015-09-22,18,1375,432,419,2480
2015-09-22,19,1646,466,452,2480
2015-09-22,20,1646,393,380,2480
2015-09-22,21,1646,285,399,2480
2015-09-22,22,1646,439,315,2480
2015-09-22,23,1761,526,622,2480
2015-09-23,0,1761,501,471,2480
2015-09-23,1,1761,468,370,2480
2015-09-23,2,1761,629,496,2480
2015-09-23,3,1343,688,459,2696
2015-09-23,4,1343,656,453,2696
2014-10-07,5,1500,467,462,2800
2014-10-07,6,1500,372,376,2800
2014-10-07,7,1500,349,329,2800
2014-10-07,8,1500,303,309,2800
2014-10-07,9,1500,272,331,2800
2014-10-07,10,1500,503,541,2800
2014-10-07,11,1500,367,641,2800
2014-10-07,12,1500,321,438,2800
2014-10-07,13,1500,453,494,2800
2014-10-07,14,1500,461,494,2800
2014-10-07,15,901,444,555,2800
2014-10-07,16,901,638,503,2800
2014-10-07,17,901,363,469,2800
2014-10-07,18,901,448,395,2800
2014-10-07,19,1500,324,378,2800
2014-10-07,20,1500,293,380,2800
2014-10-07,21,1500,324,388,2800
2014-10-07,22,1500,494,364,2800
2014-10-07,23,1445,496,427,2800
2014-10-08,0,1445,497,570,2800
2014-10-08,1,1445,459,417,2800
2014-10-08,2,1445,581,514,2800
2014-10-08,3,1500,700,485,2800
2014-10-08,4,1500,595,454,2800
2014-10-08,5,1500,467,462,2800
2014-10-08,6,1500,372,376,2800
2014-10-08,7,1500,349,329,2800
2014-10-08,8,1500,303,309,2800
2014-10-08,9,1500,272,331,2800
2014-10-08,10,1500,503,541,2800
2014-10-08,11,1500,367,641,2800
2014-10-08,12,1500,321,438,2800
2014-10-08,13,1500,453,494,2800
2014-10-08,14,1500,461,494,2800
2014-10-08,15,901,444,555,2800
2014-10-08,16,901,638,503,2800
2014-10-08,17,901,363,469,2800
2014-10-08,18,901,448,395,2800
2014-10-08,19,1500,324,378,2800
