date,hr_beg,NSPIN_Quantity,REGDN_Quantity,REGUP_Quantity,RRS_Quantity
2016-10-27,11,1924,262,586,2696
2016-10-27,12,1924,268,342,2696
2016-10-27,13,1924,203,358,2696
2016-10-27,14,1924,304,382,2696
2016-10-27,15,1865,272,334,2702
2016-10-27,16,1865,289,372,2702
2016-10-27,17,1865,255,369,2702
2016-10-27,18,1865,245,327,2702
2016-10-27,19,1375,254,289,2702
2016-10-27,20,1375,240,236,2702
2016-10-27,21,1375,360,292,2702
2016-10-27,22,1375,320,281,2702
2016-10-27,23,1375,385,316,2696
2016-10-28,0,1375,332,295,2696
2016-10-28,1,1375,418,200,2696
2016-10-28,2,1375,451,283,2696
2016-10-28,3,973,493,355,2808
2016-10-28,4,973,427,387,2808
2016-10-28,5,973,343,375,2808
2016-10-28,6,973,272,210,2808
2016-10-28,7,1660,248,212,2808
2016-10-28,8,1660,228,196,2808
2016-10-28,9,1660,231,251,2808
2016-10-28,10,1660,396,413,2808
2016-10-28,11,1924,262,586,2696
2016-10-28,12,1924,268,342,2696
2016-10-28,13,1924,203,358,2696
2016-10-28,14,1924,304,382,2696
2016-10-28,15,1865,272,334,2702
2016-10-28,16,1865,289,372,2702
2016-10-28,17,1865,255,369,2702
2016-10-28,18,1865,245,327,2702
2016-10-28,19,1375,254,289,2702
2016-10-28,20,1375,240,236,2702
2016-10-28,21,1375,360,292,2702
2016-10-28,22,1375,320,281,2702
2016-10-28,23,1375,385,316,2696
2016-10-29,0,1375,332,295,2696
2016-10-29,1,1375,418,200,2696
2016-10-29,2,1375,451,283,2696
2016-10-29,3,973,493,355,2808
2016-10-29,4,973,427,387,2808
2018-02-14,6,1082,326,238,3200
2018-02-14,7,1082,223,203,3200
2018-02-14,8,1422,187,221,3150
2018-02-14,9,1422,253,248,3150
2018-02-14,10,1422,246,302,3150
2018-02-14,11,1422,390,523,3150
2018-02-14,12,2361,312,640,2957
2018-02-14,13,2361,286,323,2957
2018-02-14,14,2361,252,373,2957
2018-02-14,15,2361,327,365,2957
2018-02-14,16,1834,301,316,2957
2018-02-14,17,1834,259,285,2957
2018-02-14,18,1834,271,239,2957
2018-02-14,19,1834,248,222,2957
2018-02-14,20,1701,233,226,2957
2018-02-14,21,1701,213,215,2957
2018-02-14,22,1701,212,211,2957
2018-02-14,23,1701,205,347,2957
2018-02-15,0,1643,341,421,2957
2018-02-15,1,1643,354,279,2957
2018-02-15,2,1643,382,175,2957
2018-02-15,3,1643,402,417,2957
2018-02-15,4,1082,442,378,3200
2018-02-15,5,1082,347,244,3200
2018-02-15,6,1082,326,238,3200
2018-02-15,7,1082,223,203,3200
2018-02-15,8,1422,187,221,3150
2018-02-15,9,1422,253,248,3150
2018-02-15,10,1422,246,302,3150
2018-02-15,11,1422,390,523,3150
2018-02-15,12,2361,312,640,2957
2018-02-15,13,2361,286,323,2957
2018-02-15,14,2361,252,373,2957
2018-02-15,15,2361,327,365,2957
2018-02-15,16,1834,301,316,2957
2018-02-15,17,1834,259,285,2957
2018-02-15,18,1834,271,239,2957
2018-02-15,19,1834,248,222,2957
2018-02-15,20,1701,233,226,2957
2018-02-15,21,1701,213,215,2957
2018-02-15,22,1701,212,211,2957
2018-02-15,23,1701,205,347,2957
2018-02-16,0,1643,341,421,2957
2018-02-16,1,1643,354,279,2957
2018-02-16,2,1643,382,175,2957
2018-02-16,3,1643,402,417,2957
2018-02-16,4,1082,442,378,3200
2018-02-16,5,1082,347,244,3200
2015-12-17,6,1937,353,433,2808
2015-12-17,7,1937,321,342,2808
2015-12-17,8,1757,289,315,3002
2015-12-17,9,1757,282,279,3002
2015-12-17,10,1757,433,357,3002
2015-12-17,11,1757,615,622,3002
2015-12-17,12,2000,381,816,2808
2015-12-17,13,2000,382,381,2808
2015-12-17,14,2000,279,367,2808
2015-12-17,15,2000,426,396,2808
2015-12-17,16,2000,348,369,2808
2015-12-17,17,2000,302,393,2808
2015-12-17,18,2000,297,376,2808
2015-12-17,19,2000,328,374,2808
2015-12-17,20,2000,286,296,2808
2015-12-17,21,2000,288,293,2808
2015-12-17,22,2000,324,342,2808
2015-12-17,23,2000,306,535,2808
2015-12-18,0,2000,391,358,2808
2015-12-18,1,2000,400,291,2808
2015-12-18,2,2000,389,299,2808
2015-12-18,3,2000,479,367,2808
2015-12-18,4,1937,526,507,2808
2015-12-18,5,1937,476,481,2808
2015-12-18,6,1937,353,433,2808
2015-12-18,7,1937,321,342,2808
2015-12-18,8,1757,289,315,3002
2015-12-18,9,1757,282,279,3002
2015-12-18,10,1757,433,357,3002
2015-12-18,11,1757,615,622,3002
2015-12-18,12,2000,381,816,2808
2015-12-18,13,2000,382,381,2808
2015-12-18,14,2000,279,367,2808
2015-12-18,15,2000,426,396,2808
2015-12-18,16,2000,348,369,2808
2015-12-18,17,2000,302,393,2808
2015-12-18,18,2000,297,376,2808
2015-12-18,19,2000,328,374,2808
2015-12-18,20,2000,286,296,2808
2015-12-18,21,2000,288,293,2808
2015-12-18,22,2000,324,342,2808
2015-12-18,23,2000,306,535,2808
2015-12-19,0,2000,391,358,2808
2015-12-19,1,2000,400,291,2808
2015-12-19,2,2000,389,299,2808
2015-12-19,3,2000,479,367,2808
2015-12-19,4,1937,526,507,2808
2015-12-19,5,1937,476,481,2808
2017-06-25,5,922,456,357,2702
2017-06-25,6,922,332,302,2702
2017-06-25,7,1476,281,226,2702
2017-06-25,8,1476,216,197,2702
2017-06-25,9,1476,196,226,2702
2017-06-25,10,1476,308,390,2702
2017-06-25,11,2036,264,486,2479
2017-06-25,12,2036,190,456,2479
2017-06-25,13,2036,263,463,2479
2017-06-25,14,2036,329,463,2479
2017-06-25,15,1949,278,509,2300
2017-06-25,16,1949,194,453,2300
2017-06-25,17,1949,213,354,2300
2017-06-25,18,1949,211,305,2300
2017-06-25,19,1375,243,246,2300
2017-06-25,20,1375,232,251,2300
2017-06-25,21,1375,237,226,2300
2017-06-25,22,1375,307,223,2300
2017-06-25,23,1375,370,246,2479
2017-06-26,0,1375,372,278,2479
2017-06-26,1,1375,346,263,2479
2017-06-26,2,1375,528,280,2479
2017-06-26,3,922,585,401,2702
2017-06-26,4,922,544,362,2702
2014-10-17,5,1500,467,462,2800
2014-10-17,6,1500,372,376,2800
2014-10-17,7,1500,349,329,2800
2014-10-17,8,1500,303,309,2800
2014-10-17,9,1500,272,331,2800
2014-10-17,10,1500,503,541,2800
2014-10-17,11,1500,367,641,2800
2014-10-17,12,1500,321,438,2800
2014-10-17,13,1500,453,494,2800
2014-10-17,14,1500,461,494,2800
2014-10-17,15,901,444,555,2800
2014-10-17,16,901,638,503,2800
2014-10-17,17,901,363,469,2800
2014-10-17,18,901,448,395,2800
2014-10-17,19,1500,324,378,2800
2014-10-17,20,1500,293,380,2800
2014-10-17,21,1500,324,388,2800
2014-10-17,22,1500,494,364,2800
2014-10-17,23,1445,496,427,2800
2014-10-18,0,1445,497,570,2800
2014-10-18,1,1445,459,417,2800
2014-10-18,2,1445,581,514,2800
2014-10-18,3,1500,700,485,2800
2014-10-18,4,1500,595,454,2800
2014-10-18,5,1500,467,462,2800
2014-10-18,6,1500,372,376,2800
2014-10-18,7,1500,349,329,2800
2014-10-18,8,1500,303,309,2800
2014-10-18,9,1500,272,331,2800
2014-10-18,10,1500,503,541,2800
2014-10-18,11,1500,367,641,2800
2014-10-18,12,1500,321,438,2800
2014-10-18,13,1500,453,494,2800
2014-10-18,14,1500,461,494,2800
2014-10-18,15,901,444,555,2800
2014-10-18,16,901,638,503,2800
2014-10-18,17,901,363,469,2800
2014-10-18,18,901,448,395,2800
2014-10-18,19,1500,324,378,2800
2014-10-18,20,1500,293,380,2800
2014-10-18,21,1500,324,388,2800
2014-10-18,22,1500,494,364,2800
2014-10-18,23,1445,496,427,2800
2014-10-19,0,1445,497,570,2800
2014-10-19,1,1445,459,417,2800
2014-10-19,2,1445,581,514,2800
2014-10-19,3,1500,700,485,2800
2014-10-19,4,1500,595,454,2800
2014-05-13,5,1500,505,515,2800
2014-05-13,6,1500,360,393,2800
2014-05-13,7,1500,350,310,2800
2014-05-13,8,1500,325,308,2800
2014-05-13,9,1500,387,354,2800
2014-05-13,10,1500,742,518,2800
2014-05-13,11,1500,553,764,2800
2014-05-13,12,1500,362,499,2800
2014-05-13,13,1500,361,439,2800
2014-05-13,14,1500,528,416,2800
2014-05-13,15,1500,470,516,2800
2014-05-13,16,1500,431,523,2800
2014-05-13,17,1500,330,466,2800
2014-05-13,18,1500,361,432,2800
2014-05-13,19,1500,360,382,2800
2014-05-13,20,1500,377,435,2800
2014-05-13,21,1500,340,387,2800
2014-05-13,22,1500,408,339,2800
2014-05-13,23,1484,417,387,2800
2014-05-14,0,1484,411,512,2800
2014-05-14,1,1484,416,466,2800
2014-05-14,2,1484,530,438,2800
2014-05-14,3,1500,612,654,2800
2014-05-14,4,1500,546,716,2800
2014-05-14,5,1500,505,515,2800
2014-05-14,6,1500,360,393,2800
2014-05-14,7,1500,350,310,2800
2014-05-14,8,1500,325,308,2800
2014-05-14,9,1500,387,354,2800
2014-05-14,10,1500,742,518,2800
2014-05-14,11,1500,553,764,2800
2014-05-14,12,1500,362,499,2800
2014-05-14,13,1500,361,439,2800
2014-05-14,14,1500,528,416,2800
2014-05-14,15,1500,470,516,2800
2014-05-14,16,1500,431,523,2800
2014-05-14,17,1500,330,466,2800
2014-05-14,18,1500,361,432,2800
2014-05-14,19,1500,360,382,2800
2014-05-14,20,1500,377,435,2800
2014-05-14,21,1500,340,387,2800
2014-05-14,22,1500,408,339,2800
2014-05-14,23,1484,417,387,2800
2014-05-15,0,1484,411,512,2800
2014-05-15,1,1484,416,466,2800
2014-05-15,2,1484,530,438,2800
2014-05-15,3,1500,612,654,2800
2014-05-15,4,1500,546,716,2800
2016-11-21,6,1077,293,272,3000
2016-11-21,7,1077,215,208,3000
2016-11-21,8,1797,241,198,3000
2016-11-21,9,1797,231,211,3000
2016-11-21,10,1797,266,277,3000
2016-11-21,11,1797,366,494,3000
2016-11-21,12,2194,310,635,2808
2016-11-21,13,2194,273,280,2808
2016-11-21,14,2194,185,316,2808
2016-11-21,15,2194,213,265,2808
2016-11-21,16,2048,245,285,2808
2016-11-21,17,2048,238,245,2808
2016-11-21,18,2048,216,231,2808
2016-11-21,19,2048,222,250,2808
2016-11-21,20,1585,224,228,2808
2016-11-21,21,1585,208,214,2808
2016-11-21,22,1585,183,278,2808
2016-11-21,23,1585,250,432,2808
2016-11-22,0,1749,280,202,2808
2016-11-22,1,1749,285,211,2808
2016-11-22,2,1749,284,217,2808
2016-11-22,3,1749,334,317,2808
2016-11-22,4,1077,365,284,3000
2016-11-22,5,1077,316,274,3000
2016-02-23,6,1056,284,273,3000
2016-02-23,7,1056,226,245,3000
2016-02-23,8,1460,201,252,3000
2016-02-23,9,1460,194,253,3000
2016-02-23,10,1460,280,326,3000
2016-02-23,11,1460,422,524,3000
2016-02-23,12,2693,356,693,2808
2016-02-23,13,2693,304,349,2808
2016-02-23,14,2693,246,303,2808
2016-02-23,15,2693,302,307,2808
2016-02-23,16,2286,258,329,2808
2016-02-23,17,2286,281,296,2808
2016-02-23,18,2286,281,281,2808
2016-02-23,19,2286,259,258,2808
2016-02-23,20,1990,263,253,2808
2016-02-23,21,1990,226,238,2808
2016-02-23,22,1990,213,254,2808
2016-02-23,23,1990,258,360,2808
2016-02-24,0,1806,343,463,2808
2016-02-24,1,1806,262,210,2808
2016-02-24,2,1806,311,249,2808
2016-02-24,3,1806,357,300,2808
2016-02-24,4,1056,434,334,3000
2016-02-24,5,1056,365,282,3000
2016-02-24,6,1056,284,273,3000
2016-02-24,7,1056,226,245,3000
2016-02-24,8,1460,201,252,3000
2016-02-24,9,1460,194,253,3000
2016-02-24,10,1460,280,326,3000
2016-02-24,11,1460,422,524,3000
2016-02-24,12,2693,356,693,2808
2016-02-24,13,2693,304,349,2808
2016-02-24,14,2693,246,303,2808
2016-02-24,15,2693,302,307,2808
2016-02-24,16,2286,258,329,2808
2016-02-24,17,2286,281,296,2808
2016-02-24,18,2286,281,281,2808
2016-02-24,19,2286,259,258,2808
2016-02-24,20,1990,263,253,2808
2016-02-24,21,1990,226,238,2808
2016-02-24,22,1990,213,254,2808
2016-02-24,23,1990,258,360,2808
2016-02-25,0,1806,343,463,2808
2016-02-25,1,1806,262,210,2808
2016-02-25,2,1806,311,249,2808
2016-02-25,3,1806,357,300,2808
2016-02-25,4,1056,434,334,3000
2016-02-25,5,1056,365,282,3000
2016-09-05,5,1000,390,360,2696
2016-09-05,6,1000,275,244,2696
2016-09-05,7,1410,240,225,2696
2016-09-05,8,1410,201,207,2696
2016-09-05,9,1410,192,242,2696
2016-09-05,10,1410,329,422,2696
2016-09-05,11,1723,254,620,2702
2016-09-05,12,1723,260,295,2702
2016-09-05,13,1723,296,460,2702
2016-09-05,14,1723,345,429,2702
2016-09-05,15,2118,299,466,2479
2016-09-05,16,2118,299,471,2479
2016-09-05,17,2118,298,417,2479
2016-09-05,18,2118,267,344,2479
2016-09-05,19,1375,221,295,2538
2016-09-05,20,1375,225,267,2538
2016-09-05,21,1375,226,277,2538
2016-09-05,22,1375,303,238,2538
2016-09-05,23,1375,395,275,2479
2016-09-06,0,1375,348,316,2479
2016-09-06,1,1375,442,251,2479
2016-09-06,2,1375,518,368,2479
2016-09-06,3,1000,566,422,2696
2016-09-06,4,1000,472,390,2696
2015-10-30,5,1784,443,447,3002
2015-10-30,6,1784,398,297,3002
2015-10-30,7,1709,371,276,3002
2015-10-30,8,1709,336,273,3002
2015-10-30,9,1709,264,291,3002
2015-10-30,10,1709,508,484,3002
2015-10-30,11,1375,349,695,2808
2015-10-30,12,1375,324,439,2808
2015-10-30,13,1375,310,517,2808
2015-10-30,14,1375,406,536,2808
2015-10-30,15,1738,440,537,2696
2015-10-30,16,1738,418,513,2696
2015-10-30,17,1738,358,444,2696
2015-10-30,18,1738,422,455,2696
2015-10-30,19,2000,380,403,2696
2015-10-30,20,2000,303,372,2696
2015-10-30,21,2000,446,370,2696
2015-10-30,22,2000,448,344,2696
2015-10-30,23,2000,491,445,2696
2015-10-31,0,2000,452,460,2696
2015-10-31,1,2000,457,363,2696
2015-10-31,2,2000,611,402,2696
2015-10-31,3,1784,689,550,3002
2015-10-31,4,1784,560,529,3002
2015-10-31,5,1784,443,447,3002
2015-10-31,6,1784,398,297,3002
2015-10-31,7,1709,371,276,3002
2015-10-31,8,1709,336,273,3002
2015-10-31,9,1709,264,291,3002
2015-10-31,10,1709,508,484,3002
2015-10-31,11,1375,349,695,2808
2015-10-31,12,1375,324,439,2808
2015-10-31,13,1375,310,517,2808
2015-10-31,14,1375,406,536,2808
2015-10-31,15,1738,440,537,2696
2015-10-31,16,1738,418,513,2696
2015-10-31,17,1738,358,444,2696
2015-10-31,18,1738,422,455,2696
2015-10-31,19,2000,380,403,2696
2015-10-31,20,2000,303,372,2696
2015-10-31,21,2000,446,370,2696
2015-10-31,22,2000,448,344,2696
2015-10-31,23,2000,491,445,2696
2015-11-01,0,2000,452,460,2696
2015-11-01,1,2000,457,363,2696
2015-11-01,2,2000,611,402,2696
2015-11-01,3,1784,689,550,3002
2015-11-01,4,1784,560,529,3002
2014-11-28,6,1500,458,642,2800
2014-11-28,7,1500,359,329,2800
2014-11-28,8,1500,336,328,2800
2014-11-28,9,1500,319,304,2800
2014-11-28,10,1500,380,405,2800
2014-11-28,11,1500,564,564,2800
2014-11-28,12,1500,391,753,2800
2014-11-28,13,1500,312,410,2800
2014-11-28,14,1500,327,426,2800
2014-11-28,15,1500,474,427,2800
2014-11-28,16,1500,416,432,2800
2014-11-28,17,1500,429,445,2800
2014-11-28,18,1500,362,430,2800
2014-11-28,19,1500,380,431,2800
2014-11-28,20,1500,487,352,2800
2014-11-28,21,1500,317,384,2800
2014-11-28,22,1500,435,443,2800
2014-11-28,23,1500,458,553,2800
2014-11-29,0,1500,473,484,2800
2014-11-29,1,1500,359,437,2800
2014-11-29,2,1500,404,343,2800
2014-11-29,3,1500,511,460,2800
2014-11-29,4,1500,610,535,2800
2014-11-29,5,1500,522,434,2800
2017-04-03,5,884,404,380,2808
2017-04-03,6,884,280,261,2808
2017-04-03,7,1706,274,247,2808
2017-04-03,8,1706,237,247,2808
2017-04-03,9,1706,227,319,2808
2017-04-03,10,1706,356,472,2808
2017-04-03,11,1928,328,582,2696
2017-04-03,12,1928,221,305,2696
2017-04-03,13,1928,211,395,2696
2017-04-03,14,1928,238,305,2696
2017-04-03,15,1375,212,314,2696
2017-04-03,16,1375,207,320,2696
2017-04-03,17,1375,196,289,2696
2017-04-03,18,1375,242,257,2696
2017-04-03,19,1375,257,249,2702
2017-04-03,20,1375,218,247,2702
2017-04-03,21,1375,244,229,2702
2017-04-03,22,1375,287,301,2702
2017-04-03,23,1375,336,243,2696
2017-04-04,0,1375,329,282,2696
2017-04-04,1,1375,363,272,2696
2017-04-04,2,1375,458,339,2696
2017-04-04,3,884,544,407,2808
2017-04-04,4,884,478,366,2808
2015-06-25,5,1594,530,659,2696
2015-06-25,6,1594,434,428,2696
2015-06-25,7,2000,377,410,2808
2015-06-25,8,2000,347,352,2808
2015-06-25,9,2000,475,494,2808
2015-06-25,10,2000,634,525,2808
2015-06-25,11,2000,464,738,2696
2015-06-25,12,2000,382,459,2696
2015-06-25,13,2000,487,510,2696
2015-06-25,14,2000,481,481,2696
2015-06-25,15,2000,450,681,2480
2015-06-25,16,2000,370,509,2480
2015-06-25,17,2000,297,422,2480
2015-06-25,18,2000,318,397,2480
2015-06-25,19,2000,420,392,2538
2015-06-25,20,2000,404,379,2538
2015-06-25,21,2000,486,311,2538
2015-06-25,22,2000,378,454,2538
2015-06-25,23,1907,555,356,2480
2015-06-26,0,1907,475,472,2480
2015-06-26,1,1907,414,448,2480
2015-06-26,2,1907,523,536,2480
2015-06-26,3,1594,631,559,2696
2015-06-26,4,1594,656,611,2696
2015-06-26,5,1594,530,659,2696
2015-06-26,6,1594,434,428,2696
2015-06-26,7,2000,377,410,2808
2015-06-26,8,2000,347,352,2808
2015-06-26,9,2000,475,494,2808
2015-06-26,10,2000,634,525,2808
2015-06-26,11,2000,464,738,2696
2015-06-26,12,2000,382,459,2696
2015-06-26,13,2000,487,510,2696
2015-06-26,14,2000,481,481,2696
2015-06-26,15,2000,450,681,2480
2015-06-26,16,2000,370,509,2480
2015-06-26,17,2000,297,422,2480
2015-06-26,18,2000,318,397,2480
2015-06-26,19,2000,420,392,2538
2015-06-26,20,2000,404,379,2538
2015-06-26,21,2000,486,311,2538
2015-06-26,22,2000,378,454,2538
2015-06-26,23,1907,555,356,2480
2015-06-27,0,1907,475,472,2480
2015-06-27,1,1907,414,448,2480
2015-06-27,2,1907,523,536,2480
2015-06-27,3,1594,631,559,2696
2015-06-27,4,1594,656,611,2696
2014-01-28,6,1500,319,355,2800
2014-01-28,7,1500,284,327,2800
2014-01-28,8,1500,311,329,2800
2014-01-28,9,1500,360,267,2800
2014-01-28,10,1500,380,372,2800
2014-01-28,11,1500,508,558,2800
2014-01-28,12,1500,491,767,2800
2014-01-28,13,1500,368,394,2800
2014-01-28,14,1500,313,404,2800
2014-01-28,15,1500,364,453,2800
2014-01-28,16,1500,350,503,2800
2014-01-28,17,1500,364,437,2800
2014-01-28,18,1500,360,399,2800
2014-01-28,19,1500,324,636,2800
2014-01-28,20,1500,349,285,2800
2014-01-28,21,1500,285,279,2800
2014-01-28,22,1500,317,411,2800
2014-01-28,23,1500,472,644,2800
2014-01-29,0,1500,349,562,2800
2014-01-29,1,1500,341,320,2800
2014-01-29,2,1500,354,336,2800
2014-01-29,3,1500,397,347,2800
2014-01-29,4,1500,453,453,2800
2014-01-29,5,1500,429,406,2800
2014-01-29,6,1500,319,355,2800
2014-01-29,7,1500,284,327,2800
2014-01-29,8,1500,311,329,2800
2014-01-29,9,1500,360,267,2800
2014-01-29,10,1500,380,372,2800
2014-01-29,11,1500,508,558,2800
2014-01-29,12,1500,491,767,2800
2014-01-29,13,1500,368,394,2800
2014-01-29,14,1500,313,404,2800
2014-01-29,15,1500,364,453,2800
2014-01-29,16,1500,350,503,2800
2014-01-29,17,1500,364,437,2800
2014-01-29,18,1500,360,399,2800
2014-01-29,19,1500,324,636,2800
2014-01-29,20,1500,349,285,2800
2014-01-29,21,1500,285,279,2800
2014-01-29,22,1500,317,411,2800
2014-01-29,23,1500,472,644,2800
2014-01-30,0,1500,349,562,2800
2014-01-30,1,1500,341,320,2800
2014-01-30,2,1500,354,336,2800
2014-01-30,3,1500,397,347,2800
2014-01-30,4,1500,453,453,2800
2014-01-30,5,1500,429,406,2800
2015-08-29,5,1603,502,478,2702
2015-08-29,6,1603,385,320,2702
2015-08-29,7,2000,354,307,2702
2015-08-29,8,2000,368,368,2702
2015-08-29,9,2000,268,282,2702
2015-08-29,10,2000,395,417,2702
2015-08-29,11,2000,352,609,2702
2015-08-29,12,2000,376,507,2702
2015-08-29,13,2000,394,541,2702
2015-08-29,14,2000,447,515,2702
2015-08-29,15,2000,424,613,2538
2015-08-29,16,2000,365,528,2538
2015-08-29,17,2000,327,447,2538
2015-08-29,18,2000,370,419,2538
2015-08-29,19,2000,347,353,2300
2015-08-29,20,2000,299,340,2300
2015-08-29,21,2000,344,345,2300
2015-08-29,22,2000,424,369,2300
2015-08-29,23,1779,495,453,2538
2015-08-30,0,1779,503,504,2538
2015-08-30,1,1779,443,414,2538
2015-08-30,2,1779,577,450,2538
2015-08-30,3,1603,707,469,2702
2015-08-30,4,1603,652,433,2702
2019-05-03,5,1102,430,276,2840
2019-05-03,6,1102,325,200,2840
2019-05-03,7,1660,264,217,2871
2019-05-03,8,1660,210,229,2871
2019-05-03,9,1660,184,282,2871
2019-05-03,10,1660,331,453,2871
2019-05-03,11,2065,292,608,2818
2019-05-03,12,2065,199,439,2818
2019-05-03,13,2065,256,440,2818
2019-05-03,14,2065,224,479,2818
2019-05-03,15,1722,245,513,2613
2019-05-03,16,1722,197,515,2613
2019-05-03,17,1722,187,431,2613
2019-05-03,18,1722,186,339,2613
2019-05-03,19,1453,212,342,2564
2019-05-03,20,1453,224,331,2564
2019-05-03,21,1453,271,296,2564
2019-05-03,22,1453,325,236,2564
2019-05-03,23,1298,431,260,2564
2019-05-04,0,1298,444,330,2564
2019-05-04,1,1298,389,303,2564
2019-05-04,2,1298,541,224,2564
2019-05-04,3,1102,601,278,2840
2019-05-04,4,1102,563,247,2840
2019-05-04,5,1102,430,276,2840
2019-05-04,6,1102,325,200,2840
2019-05-04,7,1660,264,217,2871
2019-05-04,8,1660,210,229,2871
2019-05-04,9,1660,184,282,2871
2019-05-04,10,1660,331,453,2871
2019-05-04,11,2065,292,608,2818
2019-05-04,12,2065,199,439,2818
2019-05-04,13,2065,256,440,2818
2019-05-04,14,2065,224,479,2818
2019-05-04,15,1722,245,513,2613
2019-05-04,16,1722,197,515,2613
2019-05-04,17,1722,187,431,2613
2019-05-04,18,1722,186,339,2613
2019-05-04,19,1453,212,342,2564
2019-05-04,20,1453,224,331,2564
2019-05-04,21,1453,271,296,2564
2019-05-04,22,1453,325,236,2564
2019-05-04,23,1298,431,260,2564
2019-05-05,0,1298,444,330,2564
2019-05-05,1,1298,389,303,2564
2019-05-05,2,1298,541,224,2564
2019-05-05,3,1102,601,278,2840
2019-05-05,4,1102,563,247,2840
2016-06-18,5,879,456,383,2696
2016-06-18,6,879,347,335,2696
2016-06-18,7,1456,274,245,2696
2016-06-18,8,1456,241,202,2696
2016-06-18,9,1456,285,243,2696
2016-06-18,10,1456,321,396,2696
2016-06-18,11,2047,290,540,2702
2016-06-18,12,2047,281,406,2702
2016-06-18,13,2047,372,471,2702
2016-06-18,14,2047,372,456,2702
2016-06-18,15,2148,330,500,2538
2016-06-18,16,2148,232,404,2538
2016-06-18,17,2148,213,363,2538
2016-06-18,18,2148,211,305,2538
2016-06-18,19,1375,210,266,2538
2016-06-18,20,1375,224,269,2538
2016-06-18,21,1375,282,242,2538
2016-06-18,22,1375,287,243,2538
2016-06-18,23,1375,389,259,2479
2016-06-19,0,1375,405,278,2479
2016-06-19,1,1375,303,263,2479
2016-06-19,2,1375,482,361,2479
2016-06-19,3,879,582,467,2696
2016-06-19,4,879,544,425,2696
2016-06-19,5,879,456,383,2696
2016-06-19,6,879,347,335,2696
2016-06-19,7,1456,274,245,2696
2016-06-19,8,1456,241,202,2696
2016-06-19,9,1456,285,243,2696
2016-06-19,10,1456,321,396,2696
2016-06-19,11,2047,290,540,2702
2016-06-19,12,2047,281,406,2702
2016-06-19,13,2047,372,471,2702
2016-06-19,14,2047,372,456,2702
2016-06-19,15,2148,330,500,2538
2016-06-19,16,2148,232,404,2538
2016-06-19,17,2148,213,363,2538
2016-06-19,18,2148,211,305,2538
2016-06-19,19,1375,210,266,2538
2016-06-19,20,1375,224,269,2538
2016-06-19,21,1375,282,242,2538
2016-06-19,22,1375,287,243,2538
2016-06-19,23,1375,389,259,2479
2016-06-20,0,1375,405,278,2479
2016-06-20,1,1375,303,263,2479
2016-06-20,2,1375,482,361,2479
2016-06-20,3,879,582,467,2696
2016-06-20,4,879,544,425,2696
2014-05-19,5,1500,505,515,2800
2014-05-19,6,1500,360,393,2800
2014-05-19,7,1500,350,310,2800
2014-05-19,8,1500,325,308,2800
2014-05-19,9,1500,387,354,2800
2014-05-19,10,1500,742,518,2800
2014-05-19,11,1500,553,764,2800
2014-05-19,12,1500,362,499,2800
2014-05-19,13,1500,361,439,2800
2014-05-19,14,1500,528,416,2800
2014-05-19,15,1500,470,516,2800
2014-05-19,16,1500,431,523,2800
2014-05-19,17,1500,330,466,2800
2014-05-19,18,1500,361,432,2800
2014-05-19,19,1500,360,382,2800
2014-05-19,20,1500,377,435,2800
2014-05-19,21,1500,340,387,2800
2014-05-19,22,1500,408,339,2800
2014-05-19,23,1484,417,387,2800
2014-05-20,0,1484,411,512,2800
2014-05-20,1,1484,416,466,2800
2014-05-20,2,1484,530,438,2800
2014-05-20,3,1500,612,654,2800
2014-05-20,4,1500,546,716,2800
2014-05-20,5,1500,505,515,2800
2014-05-20,6,1500,360,393,2800
2014-05-20,7,1500,350,310,2800
2014-05-20,8,1500,325,308,2800
2014-05-20,9,1500,387,354,2800
2014-05-20,10,1500,742,518,2800
2014-05-20,11,1500,553,764,2800
2014-05-20,12,1500,362,499,2800
2014-05-20,13,1500,361,439,2800
2014-05-20,14,1500,528,416,2800
2014-05-20,15,1500,470,516,2800
2014-05-20,16,1500,431,523,2800
2014-05-20,17,1500,330,466,2800
2014-05-20,18,1500,361,432,2800
2014-05-20,19,1500,360,382,2800
2014-05-20,20,1500,377,435,2800
2014-05-20,21,1500,340,387,2800
2014-05-20,22,1500,408,339,2800
2014-05-20,23,1484,417,387,2800
2014-05-21,0,1484,411,512,2800
2014-05-21,1,1484,416,466,2800
2014-05-21,2,1484,530,438,2800
2014-05-21,3,1500,612,654,2800
2014-05-21,4,1500,546,716,2800
2014-03-05,6,1500,460,511,2800
2014-03-05,7,1500,338,274,2800
2014-03-05,8,1500,293,309,2800
2014-03-05,9,1500,287,273,2800
2014-03-05,10,1500,437,392,2800
2014-03-05,11,1500,632,569,2800
2014-03-05,12,1500,577,826,2800
2014-03-05,13,1500,390,467,2800
2014-03-05,14,1500,342,445,2800
2014-03-05,15,1500,399,396,2800
2014-03-05,16,1500,407,477,2800
2014-03-05,17,1500,435,401,2800
2014-03-05,18,1500,381,352,2800
2014-03-05,19,1500,340,397,2800
2014-03-05,20,1500,433,435,2800
2014-03-05,21,1500,334,338,2800
2014-03-05,22,1500,292,336,2800
2014-03-05,23,1500,362,492,2800
2014-03-06,0,1500,371,532,2800
2014-03-06,1,1500,399,547,2800
2014-03-06,2,1500,336,362,2800
