date,hr_beg,90th Pctl Bid_REGUP,80th Pctl Bid_REGUP,70th Pctl Bid_REGUP,60th Pctl Bid_REGUP,50th Pctl Bid_REGUP,30th Pctl Bid_REGUP
2019-01-25,4,72.0,22.0,9.1,5.0,2.66,1.0
2019-01-25,5,72.0,22.0,9.15,5.0,2.62,1.0
2019-01-25,6,62.0,20.0,8.11,4.07,2.5,1.0
2019-01-25,7,62.0,20.0,8.11,4.4,2.6,1.0
2019-01-25,8,62.0,20.0,8.11,5.0,3.4,1.0
2019-01-25,9,62.0,20.0,8.5,5.0,3.83,1.0
2019-01-25,10,62.0,20.0,8.5,5.0,3.18,2.0
2019-01-25,11,62.0,26.0,12.0,5.0,2.61,1.56
2019-01-25,12,70.0,57.71,44.62,19.69,8.0,2.01
2019-01-25,13,65.0,38.43,32.31,20.0,8.0,2.11
2019-01-25,14,45.0,21.0,18.92,11.97,4.0,2.01
2019-01-25,15,35.0,23.34,12.0,6.19,3.2,2.01
2019-01-25,16,28.53,27.68,12.0,5.0,4.0,2.01
2019-01-25,17,40.0,20.0,8.89,5.3,4.0,2.01
2019-01-25,18,80.0,17.86,8.0,5.0,2.61,2.01
2019-01-25,19,194.78,20.0,6.85,4.43,2.6,1.55
2019-01-25,20,145.0,20.0,7.9,4.0,2.6,1.03
2019-01-25,21,145.0,20.0,7.65,4.0,2.6,1.0
2019-01-25,22,145.0,23.0,8.0,4.0,2.8,1.0
2019-01-25,23,145.0,43.19,13.66,9.0,5.0,2.01
2019-01-26,0,130.36,49.24,20.0,10.98,7.0,2.01
2019-01-26,1,80.31,37.54,13.59,5.0,4.0,2.01
2019-01-26,2,66.79,40.0,13.0,7.88,3.0,1.9
2019-01-26,3,55.78,30.7,12.0,6.82,4.14,1.02
2019-01-26,4,72.0,25.0,12.0,5.0,3.2,2.01
2019-01-26,5,72.0,25.0,12.0,5.0,2.78,1.49
2019-01-26,6,62.0,30.0,10.0,5.0,4.0,2.01
2019-01-26,7,62.0,26.0,10.0,5.0,2.51,1.5
2019-01-26,8,62.0,26.0,10.0,5.0,2.8,1.0
2019-01-26,9,62.0,26.0,10.0,5.0,2.8,1.0
2019-01-26,10,62.0,26.0,10.0,5.0,3.4,1.85
2019-01-26,11,62.0,30.0,12.0,5.0,4.25,2.01
2019-01-26,12,49.83,30.0,19.69,8.0,5.0,2.01
2019-01-26,13,42.0,30.0,16.7,8.0,5.0,2.01
2019-01-26,14,42.0,30.0,12.0,8.5,4.25,2.11
2019-01-26,15,42.0,23.34,9.4,5.0,3.4,2.01
2019-01-26,16,33.02,20.0,6.76,5.0,3.81,2.0
2019-01-26,17,40.0,16.0,5.4,5.0,3.64,2.0
2019-01-26,18,80.0,12.0,5.0,4.0,3.0,2.0
2019-01-26,19,134.07,12.0,5.0,4.0,2.61,1.29
2019-01-26,20,137.63,12.0,5.0,4.0,2.5,1.0
2019-01-26,21,139.06,12.0,5.0,3.81,2.5,1.0
2019-01-26,22,139.7,12.0,5.0,3.0,2.5,1.0
2019-01-26,23,138.76,24.03,9.2,8.0,3.0,2.0
2019-01-27,0,130.36,20.56,10.0,8.0,3.0,1.91
2019-01-27,1,80.31,27.0,8.61,5.0,3.0,2.0
2019-01-27,2,81.56,31.56,8.5,4.25,2.7,2.0
2019-01-27,3,80.24,30.24,8.5,5.0,3.03,1.54
2019-01-27,4,72.0,15.74,5.0,4.0,2.5,1.0
2019-01-27,5,72.0,12.0,5.65,4.0,2.5,1.0
2019-01-27,6,62.0,12.0,6.0,4.25,3.0,1.11
2019-01-27,7,62.0,12.0,6.0,4.0,2.5,1.0
2019-01-27,8,62.0,12.0,6.0,4.03,2.5,1.0
2019-01-27,9,62.0,12.0,6.0,4.18,2.5,1.0
2019-01-27,10,62.0,12.0,7.89,4.25,3.7,2.01
2019-01-27,11,62.0,26.0,8.31,5.0,3.3,2.01
2019-01-27,12,42.0,20.0,12.0,8.0,3.45,1.0
2019-01-27,13,42.0,20.0,8.55,7.14,3.35,2.0
2019-01-27,14,42.0,21.0,7.71,5.0,4.0,2.0
2019-01-27,15,42.0,23.34,7.54,4.5,3.2,2.0
2019-01-27,16,32.0,26.0,7.68,4.25,3.8,2.01
2019-01-27,17,40.0,18.58,6.31,4.25,3.3,2.01
2019-01-27,18,79.67,19.67,5.15,4.25,2.5,1.73
2019-01-27,19,132.67,22.67,5.35,4.0,2.5,1.0
2019-01-27,20,136.78,26.0,5.0,4.0,2.5,1.0
2019-01-27,21,138.04,26.0,7.4,4.47,3.0,1.22
2019-01-27,22,136.58,26.0,7.7,4.25,2.5,1.0
2019-01-27,23,138.52,27.0,10.7,8.0,4.25,2.01
2019-01-28,0,130.36,26.0,15.01,8.5,6.3,2.01
2019-01-28,1,80.31,26.0,12.0,6.77,4.0,2.01
2019-01-28,2,77.86,27.86,12.0,5.48,3.0,2.01
2019-01-28,3,77.07,26.0,9.86,7.57,4.0,2.01
2019-01-28,4,72.0,20.0,6.38,4.25,2.5,1.0
2019-01-28,5,72.0,22.0,8.0,4.25,2.6,1.0
2019-01-28,6,62.0,12.0,5.0,4.0,2.5,1.0
2019-01-28,7,62.0,12.0,5.0,4.0,2.5,1.0
2019-01-28,8,62.0,12.0,5.8,4.25,2.5,1.0
2019-01-28,9,62.0,12.0,5.76,4.0,2.5,1.0
2019-01-28,10,62.0,12.0,5.0,4.0,2.5,1.0
2019-01-28,11,62.0,20.0,5.0,4.25,2.5,1.0
2019-01-28,12,62.0,19.69,9.39,8.0,2.59,2.01
2019-01-28,13,57.0,20.0,8.5,7.0,3.11,1.42
2019-01-28,14,54.61,21.0,5.7,4.0,2.5,1.01
2019-01-28,15,47.0,14.0,4.61,3.2,2.5,1.0
2019-01-28,16,32.0,14.88,5.0,4.0,2.5,1.0
2019-01-28,17,40.0,12.0,5.88,4.0,2.5,1.0
2019-01-28,18,76.0,12.0,6.11,4.0,2.5,1.0
2019-01-28,19,128.5,12.0,5.0,3.51,2.5,1.0
2019-01-28,20,132.0,12.0,5.0,3.51,2.5,1.0
2019-01-28,21,132.0,12.0,5.0,4.0,2.5,1.0
2019-01-28,22,132.0,12.0,5.0,3.39,2.5,1.0
2019-01-28,23,135.68,20.0,8.11,5.12,2.61,1.94
2019-01-29,0,130.36,20.0,8.0,4.83,2.61,2.0
2019-01-29,1,80.31,21.58,5.0,4.0,2.5,1.0
2019-01-29,2,77.72,27.72,8.11,3.66,2.5,1.0
2019-01-29,3,76.68,26.68,8.61,4.25,2.61,1.0
2019-01-29,4,72.0,22.0,8.31,4.25,2.61,1.0
2019-01-29,5,72.0,22.0,8.31,4.05,2.61,1.0
2019-01-29,6,62.0,20.0,6.48,4.25,3.0,1.18
2019-01-29,7,62.0,20.0,6.4,4.25,2.8,1.05
2019-01-29,8,62.0,25.0,6.15,4.25,3.0,1.18
2019-01-29,9,62.0,25.0,6.67,4.85,4.0,1.9
2019-01-29,10,62.0,14.21,6.98,4.3,3.52,1.0
2019-01-29,11,62.0,26.0,9.65,5.0,2.61,2.01
2019-01-29,12,65.0,42.8,28.79,9.57,8.0,2.01
2019-01-29,13,68.0,28.4,20.0,16.83,7.0,2.01
2019-01-29,14,60.92,21.0,13.37,7.7,4.0,2.01
2019-01-29,15,50.0,23.34,11.04,4.96,3.2,2.01
2019-01-29,16,35.0,20.0,8.8,5.0,3.0,2.01
2019-01-29,17,40.0,15.79,7.3,5.0,3.11,2.0
2019-01-29,18,78.79,12.0,6.0,4.52,3.11,2.0
2019-01-29,19,128.73,12.0,5.0,4.05,2.61,2.0
2019-01-29,20,132.0,12.46,5.0,3.87,2.61,1.64
2019-01-29,21,132.0,12.0,5.0,3.57,2.6,1.17
2019-01-29,22,132.0,12.0,5.0,4.0,2.57,2.0
2019-01-29,23,142.95,32.95,12.0,8.0,4.25,2.01
2019-01-30,0,130.36,35.0,20.3,12.0,5.0,2.0
2019-01-30,1,80.31,35.0,14.5,8.38,4.0,2.01
2019-01-30,2,86.72,36.72,10.8,7.75,3.0,2.01
2019-01-30,3,84.0,34.0,9.48,6.0,4.0,2.01
2019-01-30,4,72.0,25.0,12.0,5.0,3.56,2.01
2019-01-30,5,72.0,25.0,15.38,5.0,3.23,2.01
2019-01-30,6,62.0,25.0,7.0,4.0,2.61,1.0
2019-01-30,7,62.0,25.0,8.11,4.0,2.5,1.0
2019-01-30,8,62.0,25.0,7.0,4.0,2.5,1.0
2019-01-30,9,62.0,25.0,7.0,4.25,2.5,1.0
2019-01-30,10,62.0,25.0,7.0,4.25,2.79,1.0
2019-01-30,11,62.0,30.0,10.8,5.0,2.61,1.99
2019-01-30,12,73.0,37.1,26.63,12.0,8.0,2.01
2019-01-30,13,68.0,32.76,20.0,13.31,7.0,2.01
2019-01-30,14,68.0,21.0,12.0,5.0,3.67,2.01
2019-01-30,15,58.0,23.34,10.0,4.0,2.97,1.0
2019-01-30,16,43.0,27.68,8.3,5.0,3.04,1.0
2019-01-30,17,40.0,25.0,6.9,4.25,3.0,1.0
2019-01-30,18,78.19,21.0,6.0,4.2,2.67,1.18
2019-01-30,19,129.99,20.0,5.0,4.0,2.5,1.0
2019-01-30,20,133.71,23.71,5.0,3.66,2.5,1.0
2019-01-30,21,134.09,24.09,5.0,4.0,2.5,1.0
2019-01-30,22,133.63,21.0,8.31,4.0,2.5,1.0
2019-01-30,23,133.92,33.92,10.0,8.0,2.61,2.0
2019-01-31,0,130.36,37.36,13.3,8.0,4.25,2.01
2019-01-31,1,80.31,32.24,10.66,5.0,3.0,1.0
2019-01-31,2,78.07,40.0,10.0,4.56,3.0,2.0
2019-01-31,3,76.84,38.0,10.0,5.0,3.5,1.23
2019-01-31,4,72.0,25.0,8.5,4.0,2.5,1.0
2019-01-31,5,72.0,25.0,8.5,4.0,2.5,1.0
2019-01-31,6,62.0,20.0,6.0,4.0,2.5,1.0
2019-01-31,7,62.0,20.0,7.0,4.0,2.5,1.0
2019-01-31,8,62.0,20.0,7.0,4.6,2.5,1.0
2019-01-31,9,62.0,20.0,6.0,4.61,2.5,1.0
2019-01-31,10,62.0,20.0,6.0,4.05,2.5,1.0
2019-01-31,11,62.0,26.0,5.77,4.61,2.61,1.0
2019-01-31,12,51.68,21.5,12.0,8.0,4.25,2.01
2019-01-31,13,53.0,20.0,10.91,7.54,3.69,2.11
2019-01-31,14,53.0,21.0,9.86,4.61,3.0,2.0
2019-01-31,15,58.0,23.34,8.11,4.0,3.0,1.4
2019-01-31,16,43.0,20.0,8.31,4.25,3.0,1.0
2019-01-31,17,40.0,14.85,5.9,4.25,3.0,1.0
2019-01-31,18,76.44,16.44,5.0,4.0,3.0,1.06
2019-01-31,19,128.5,18.5,5.0,3.51,3.0,1.0
2019-01-31,20,132.0,22.0,4.61,3.51,3.0,1.0
2019-01-31,21,132.0,22.0,4.61,3.96,3.0,1.0
2019-01-31,22,132.0,22.0,6.0,4.0,3.0,1.0
2019-01-31,23,138.45,35.0,10.0,6.22,3.0,2.0
2019-02-01,0,130.36,35.0,10.36,7.29,3.0,2.01
2019-02-01,1,80.31,31.28,10.0,4.25,3.0,2.0
2019-02-01,2,77.3,40.0,10.61,4.25,3.0,1.0
2019-02-01,3,76.57,26.57,8.11,4.61,3.11,1.0
2019-02-01,4,72.0,12.0,6.3,4.25,2.5,1.0
2019-02-01,5,72.0,23.0,5.57,4.0,2.5,1.0
2019-02-01,6,62.0,12.0,4.61,3.79,2.5,1.0
2019-02-01,7,62.0,12.0,5.0,3.4,2.5,1.0
2019-02-01,8,62.0,12.0,5.0,3.3,2.5,1.0
2019-02-01,9,62.0,12.0,5.0,3.6,2.5,1.0
2019-02-01,10,62.0,12.0,5.0,3.8,2.5,1.0
2019-02-01,11,62.0,18.0,7.5,4.61,2.5,1.0
2019-02-01,12,53.27,22.5,12.0,8.0,3.06,2.01
2019-02-01,13,53.0,20.5,10.61,7.0,3.28,1.0
2019-02-01,14,53.0,23.2,10.0,4.49,3.11,1.0
2019-02-01,15,57.36,23.34,10.0,4.09,3.11,1.0
2019-02-01,16,43.0,27.68,10.0,4.25,3.0,1.0
2019-02-01,17,40.0,25.0,10.0,4.61,3.0,1.37
2019-02-01,18,78.26,21.0,7.5,4.61,2.87,1.0
2019-02-01,19,131.44,21.0,6.22,4.25,2.5,1.0
2019-02-01,20,134.04,24.04,5.8,4.25,2.5,1.0
2019-02-01,21,134.16,24.16,6.01,4.25,2.5,1.0
2019-02-01,22,134.38,24.38,6.4,4.25,2.61,1.0
2019-02-01,23,139.63,39.63,9.55,8.0,3.0,1.98
2019-02-02,0,130.36,36.76,10.4,8.0,3.11,2.0
2019-02-02,1,80.31,31.31,9.8,4.29,3.0,1.0
2019-02-02,2,77.19,40.0,10.0,4.25,2.87,1.0
2019-02-02,3,77.46,30.0,10.61,4.61,3.11,1.0
2019-02-02,4,72.0,18.0,5.49,4.0,2.5,1.0
2019-02-02,5,72.0,18.0,5.0,4.0,2.5,1.0
2019-02-02,6,62.0,15.0,5.0,4.0,2.5,1.0
2019-02-02,7,62.0,15.0,5.0,4.0,2.5,1.0
2019-02-02,8,62.0,12.0,5.0,4.0,2.5,1.0
2019-02-02,9,62.0,12.0,5.0,4.0,2.5,1.0
2019-02-02,10,62.0,15.0,5.0,4.0,2.5,1.0
2019-02-02,11,62.0,15.0,5.0,4.38,2.5,1.0
2019-02-02,12,33.0,18.07,8.0,4.61,2.5,1.0
2019-02-02,13,48.0,20.0,8.0,4.61,2.86,1.0
2019-02-02,14,48.0,21.0,6.13,4.61,3.76,1.0
2019-02-02,15,48.0,23.34,7.77,4.54,3.2,1.35
2019-02-02,16,43.0,27.68,7.69,4.25,3.0,1.0
2019-02-02,17,40.0,25.0,6.43,4.25,3.0,1.0
2019-02-02,18,80.0,21.0,6.17,4.33,2.71,1.0
2019-02-02,19,133.42,23.42,5.24,4.25,2.5,1.0
2019-02-02,20,137.18,27.18,5.0,4.25,2.5,1.0
2019-02-02,21,137.4,27.4,5.0,4.0,2.5,1.0
2019-02-02,22,136.92,26.92,5.35,4.0,2.5,1.0
2019-02-02,23,139.57,39.57,10.0,7.54,3.0,1.9
2019-02-03,0,130.36,35.61,10.7,7.0,4.02,2.01
2019-02-03,1,80.31,31.56,8.08,4.25,3.0,1.0
2019-02-03,2,77.26,40.0,10.61,4.25,2.6,1.0
2019-02-03,3,76.84,38.0,10.61,4.61,3.48,1.0
2019-02-03,4,72.0,22.0,5.0,4.25,2.5,1.0
2019-02-03,5,72.0,20.0,5.0,4.23,2.5,1.0
2019-02-03,6,62.0,13.0,5.0,3.51,2.5,1.0
2019-02-03,7,62.0,13.0,5.0,3.51,2.5,1.0
2019-02-03,8,62.0,13.0,5.0,4.0,2.5,1.0
2019-02-03,9,62.0,13.0,5.0,4.0,2.5,1.0
2019-02-03,10,62.0,13.0,5.0,3.86,2.5,1.0
2019-02-03,11,62.0,12.0,5.99,5.0,2.5,1.0
2019-02-03,12,33.0,15.0,8.93,8.0,3.13,1.0
2019-02-03,13,48.0,20.0,8.0,5.0,3.0,1.0
2019-02-03,14,48.0,21.0,5.83,4.25,3.0,1.0
2019-02-03,15,48.0,23.34,5.43,4.0,3.0,1.0
2019-02-03,16,43.0,20.0,5.0,4.31,3.0,1.0
2019-02-03,17,40.0,20.0,6.25,4.0,3.0,1.0
2019-02-03,18,77.91,20.0,6.0,4.0,2.61,1.0
2019-02-03,19,130.53,20.53,5.79,4.0,2.7,1.0
2019-02-03,20,134.62,21.0,5.0,4.0,2.61,1.0
2019-02-03,21,134.83,21.0,5.0,4.0,2.61,1.0
2019-02-03,22,135.65,21.0,5.0,3.82,2.61,1.0
2019-02-03,23,140.01,35.0,12.06,8.4,7.56,2.01
2019-02-04,0,130.36,35.0,9.5,8.0,5.46,2.01
2019-02-04,1,80.31,33.54,5.4,4.0,3.51,2.0
2019-02-04,2,79.92,40.0,8.61,4.69,3.26,1.0
2019-02-04,3,78.24,28.24,6.79,4.25,3.51,1.0
2019-02-04,4,72.0,12.0,5.0,3.71,2.6,1.0
2019-02-04,5,72.0,15.0,5.0,4.17,2.61,1.0
2019-02-04,6,62.0,12.0,5.0,3.71,2.5,1.0
2019-02-04,7,62.0,12.0,5.0,3.84,2.5,1.04
2019-02-04,8,62.0,12.0,5.0,3.83,2.5,1.25
2019-02-04,9,62.0,12.0,5.0,3.6,2.5,1.35
2019-02-04,10,62.0,12.0,5.0,3.51,2.5,1.0
2019-02-04,11,62.0,12.0,5.0,4.69,3.14,1.0
2019-02-04,12,33.0,15.0,11.0,8.0,3.91,2.01
2019-02-04,13,48.0,20.0,9.15,6.98,3.74,2.0
2019-02-04,14,48.0,21.0,9.22,5.35,3.66,2.0
2019-02-04,15,33.0,20.0,7.8,4.38,3.2,2.0
2019-02-04,16,33.0,20.14,6.2,5.0,3.85,2.0
2019-02-04,17,40.0,20.23,6.3,5.0,3.34,2.0
2019-02-04,18,80.0,23.0,6.55,5.0,3.44,2.0
2019-02-04,19,135.96,20.0,5.27,4.94,4.0,2.0
2019-02-04,20,139.12,23.0,5.0,4.5,3.71,2.0
2019-02-04,21,140.49,23.0,5.29,4.6,3.7,2.0
2019-02-04,22,143.59,23.0,9.87,5.0,3.9,2.0
2019-02-04,23,151.37,41.37,16.77,11.31,6.18,2.01
2019-02-05,0,130.36,40.0,15.0,11.31,6.24,2.01
2019-02-05,1,80.31,38.5,11.44,5.39,4.0,1.0
2019-02-05,2,84.12,40.0,14.6,5.51,3.13,1.0
2019-02-05,3,82.47,32.47,12.47,7.83,4.0,2.01
2019-02-05,4,72.0,15.0,7.9,5.0,3.11,1.0
2019-02-05,5,72.0,15.0,5.27,5.0,3.31,1.0
2019-02-05,6,62.0,18.0,8.0,5.0,3.05,1.0
2019-02-05,7,62.0,18.0,8.0,5.0,2.5,1.0
2019-02-05,8,62.0,18.0,8.0,5.29,3.11,1.0
2019-02-05,9,62.0,18.0,8.0,5.25,2.5,1.0
2019-02-05,10,62.0,18.0,8.0,5.0,2.5,1.0
2019-02-05,11,62.0,18.0,10.0,5.0,3.8,2.01
2019-02-05,12,40.0,19.69,11.3,8.0,4.25,2.01
2019-02-05,13,48.0,20.0,11.1,8.0,5.51,2.11
2019-02-05,14,48.0,21.0,10.1,5.61,4.18,2.0
2019-02-05,15,40.0,23.34,8.4,5.34,4.0,2.0
2019-02-05,16,40.0,25.0,8.31,5.61,4.0,2.0
2019-02-05,17,40.0,31.08,8.11,5.0,3.11,1.0
2019-02-05,18,80.0,31.0,8.0,5.4,4.0,2.01
2019-02-05,19,138.08,31.0,8.0,5.0,3.59,2.0
2019-02-05,20,142.14,31.0,8.0,4.6,3.51,2.0
2019-02-05,21,145.76,31.0,8.0,4.5,3.34,1.0
2019-02-05,22,148.11,31.0,8.4,4.29,2.58,1.0
2019-02-05,23,150.05,50.0,12.0,8.0,3.49,1.0
2019-02-06,0,130.36,43.72,12.46,8.0,4.74,2.01
2019-02-06,1,80.31,36.84,12.0,5.61,3.51,1.39
2019-02-06,2,82.46,40.0,15.5,5.61,3.34,1.0
2019-02-06,3,81.61,35.0,13.19,5.61,4.0,1.0
2019-02-06,4,72.0,23.0,8.0,5.0,3.59,1.0
2019-02-06,5,72.0,23.0,8.0,5.0,4.0,1.0
2019-02-06,6,62.0,19.0,8.0,5.6,3.11,1.0
2019-02-06,7,62.0,19.0,8.0,5.0,3.76,1.0
2019-02-06,8,62.0,19.0,8.0,5.11,3.11,1.58
2019-02-06,9,62.0,19.0,8.0,5.2,3.11,1.55
2019-02-06,10,62.0,24.44,8.0,5.0,2.61,1.0
2019-02-06,11,62.0,20.0,8.0,5.0,2.5,1.0
2019-02-06,12,40.0,17.64,8.0,3.11,2.5,1.0
2019-02-06,13,48.0,20.0,8.61,4.62,2.5,1.0
2019-02-06,14,48.0,21.0,8.61,4.0,2.61,1.0
2019-02-06,15,40.0,23.34,8.61,4.0,2.61,1.0
2019-02-06,16,40.0,25.0,5.39,4.0,2.61,1.0
2019-02-06,17,50.0,26.44,9.96,4.25,2.61,1.0
2019-02-06,18,78.38,23.0,7.7,4.1,2.61,1.0
2019-02-06,19,131.42,21.42,5.86,3.91,2.5,1.0
2019-02-06,20,135.24,25.24,5.67,4.0,2.5,1.0
2019-02-06,21,137.24,27.24,6.3,4.0,2.67,1.0
2019-02-06,22,138.47,28.47,7.81,4.25,3.0,1.0
2019-02-06,23,140.34,40.34,12.0,8.0,3.0,2.01
2019-02-07,0,130.36,39.2,14.52,8.0,3.5,2.01
2019-02-07,1,80.31,30.43,6.0,4.25,2.61,1.0
2019-02-07,2,76.85,40.0,11.77,4.0,2.5,1.0
2019-02-07,3,76.0,38.0,13.0,4.28,2.61,1.0
2019-02-07,4,72.0,13.98,8.0,4.25,3.11,1.0
2019-02-07,5,72.0,13.0,8.0,4.25,3.11,1.0
2019-02-07,6,62.0,15.0,8.0,5.0,2.61,1.0
2019-02-07,7,62.0,15.0,8.0,5.0,2.61,1.0
2019-02-07,8,62.0,15.0,8.0,5.0,2.61,1.26
2019-02-07,9,62.0,15.0,8.0,5.0,2.61,1.0
2019-02-07,10,62.0,15.0,8.0,5.0,2.61,1.0
2019-02-07,11,62.0,12.0,8.0,5.0,2.5,1.0
2019-02-07,12,40.0,18.98,8.0,4.0,2.61,1.0
2019-02-07,13,48.0,20.0,8.0,4.25,3.0,1.0
2019-02-07,14,40.0,21.0,5.94,4.0,3.0,1.0
2019-02-07,15,40.0,13.83,4.89,4.0,3.11,1.0
2019-02-07,16,40.0,16.35,5.0,4.0,3.0,1.0
2019-02-07,17,40.0,16.18,6.0,4.0,2.79,1.0
2019-02-07,18,78.18,18.18,6.0,4.0,2.86,1.01
2019-02-07,19,129.91,19.91,5.36,4.0,2.61,1.0
2019-02-07,20,132.21,22.21,5.0,4.0,2.61,1.0
2019-02-07,21,132.0,22.0,5.0,4.0,2.61,1.0
2019-02-07,22,132.28,22.28,5.0,4.0,2.61,1.0
2019-02-07,23,140.66,30.66,8.1,4.43,3.97,2.0
2019-02-08,0,130.36,35.0,9.5,8.0,4.0,2.01
2019-02-08,1,80.31,28.23,6.83,4.0,3.11,1.45
2019-02-08,2,83.75,33.75,6.0,4.0,3.06,1.0
2019-02-08,3,81.09,31.09,6.0,4.25,3.7,1.0
2019-02-08,4,72.0,10.47,5.0,4.0,2.61,1.0
2019-02-08,5,72.0,13.53,6.0,4.25,2.61,1.0
2019-02-08,6,62.0,12.0,8.0,4.25,2.5,1.0
2019-02-08,7,62.0,12.0,8.0,4.25,2.5,1.0
2019-02-08,8,62.0,12.0,8.0,4.25,2.5,1.0
2019-02-08,9,62.0,12.0,8.0,4.7,2.58,1.0
2019-02-08,10,62.0,12.52,8.0,5.06,3.2,2.0
2019-02-08,11,67.62,17.5,8.55,7.12,4.25,2.0
2019-02-08,12,70.0,30.82,23.8,15.0,8.0,2.01
2019-02-08,13,70.0,39.38,20.0,15.0,8.0,2.01
2019-02-08,14,70.0,23.6,15.0,8.76,5.0,2.0
2019-02-08,15,55.35,22.8,11.93,6.31,4.0,2.0
2019-02-08,16,30.73,21.2,10.98,8.38,4.0,2.11
2019-02-08,17,40.0,19.1,10.0,5.34,4.0,2.0
2019-02-08,18,80.0,20.18,10.0,5.97,4.25,2.0
2019-02-08,19,129.17,19.17,9.6,5.0,3.27,1.5
2019-02-08,20,132.0,22.0,8.5,5.0,3.0,1.0
2019-02-08,21,132.0,22.0,10.0,5.0,3.03,2.0
2019-02-08,22,132.0,22.0,10.0,5.0,3.13,1.61
2019-02-08,23,138.88,35.0,15.0,8.0,7.0,2.0
2019-02-09,0,130.36,47.26,22.8,15.0,7.0,2.0
2019-02-09,1,80.31,39.59,15.0,8.0,5.0,2.01
2019-02-09,2,83.84,33.84,15.0,8.48,4.0,2.11
2019-02-09,3,82.56,35.0,15.0,7.0,5.0,2.01
2019-02-09,4,72.0,13.2,9.5,5.0,4.0,1.0
2019-02-09,5,72.0,12.02,8.61,5.0,4.0,1.0
2019-02-09,6,62.0,10.0,8.0,4.25,2.66,1.0
2019-02-09,7,62.0,10.33,8.0,4.25,3.0,1.0
2019-02-09,8,62.0,11.55,8.0,5.0,3.0,2.01
2019-02-09,9,62.0,10.0,8.0,5.0,3.0,1.25
2019-02-09,10,62.0,10.16,8.0,4.82,3.0,1.0
2019-02-09,11,62.0,11.6,6.42,5.0,3.0,1.0
2019-02-09,12,70.0,25.7,15.33,9.0,8.0,2.0
2019-02-09,13,70.0,23.5,16.87,9.0,8.0,2.01
2019-02-09,14,70.0,24.31,19.01,9.0,5.0,2.01
2019-02-09,15,60.0,42.96,34.61,14.6,5.0,2.01
2019-02-09,16,35.02,27.68,20.42,10.0,5.0,2.01
2019-02-09,17,40.0,25.0,9.0,7.67,4.33,2.01
2019-02-09,18,80.0,25.0,8.5,5.8,4.25,2.0
2019-02-09,19,132.29,25.0,8.5,5.0,3.92,2.0
2019-02-09,20,134.7,25.0,8.5,4.73,3.19,1.8
2019-02-09,21,134.43,25.0,8.5,4.65,3.29,2.0
2019-02-09,22,135.46,25.0,8.5,5.0,4.0,2.0
2019-02-09,23,139.83,39.83,12.75,8.11,7.03,2.0
2019-02-10,0,130.36,45.82,18.0,9.0,8.0,2.0
2019-02-10,1,80.31,37.98,9.01,7.64,4.0,2.0
2019-02-10,2,82.59,54.63,13.2,7.82,4.25,2.0
2019-02-10,3,81.41,35.0,12.8,7.3,5.0,2.01
2019-02-10,4,72.0,12.0,5.21,4.9,3.88,1.0
2019-02-10,5,72.0,12.0,5.0,4.0,3.0,1.0
2019-02-10,6,62.0,8.61,8.0,5.0,2.61,1.0
2019-02-10,7,62.0,8.55,8.0,5.0,2.5,1.0
2019-02-10,8,62.0,8.5,7.18,5.0,2.5,1.0
2019-02-10,9,62.0,8.5,7.0,5.0,2.5,1.0
2019-02-10,10,62.0,8.5,8.0,4.25,2.5,1.0
2019-02-10,11,62.0,8.5,5.0,4.14,2.5,1.0
2019-02-10,12,67.0,13.44,8.0,5.55,2.5,1.0
2019-02-10,13,72.0,18.33,8.0,6.0,3.0,2.0
2019-02-10,14,72.0,20.89,6.0,5.0,3.0,2.0
2019-02-10,15,72.0,20.57,6.14,4.25,3.2,2.0
2019-02-10,16,74.0,14.0,6.0,5.23,4.0,1.86
2019-02-10,17,74.0,10.65,6.0,5.0,4.0,2.0
2019-02-10,18,76.0,15.0,6.37,5.0,4.0,1.56
2019-02-10,19,100.0,15.0,6.0,5.0,4.0,1.0
2019-02-10,20,100.0,15.0,6.0,5.0,4.0,1.0
2019-02-10,21,100.0,15.0,6.0,5.0,3.64,1.0
2019-02-10,22,100.0,22.0,6.0,5.0,3.4,1.0
2019-02-10,23,100.0,28.89,10.0,8.0,5.8,2.0
2019-02-11,0,100.0,29.24,14.62,8.39,6.0,2.0
2019-02-11,1,78.5,24.18,8.11,5.62,4.0,1.66
2019-02-11,2,79.01,29.01,9.0,6.0,4.22,2.0
2019-02-11,3,78.58,28.58,7.3,5.02,4.0,2.01
2019-02-11,4,72.0,10.0,5.0,4.0,2.5,1.0
2019-02-11,5,72.0,10.0,5.59,4.0,2.5,1.0
2019-02-11,6,62.0,10.0,7.43,4.38,3.11,1.0
2019-02-11,7,62.0,9.11,7.0,3.86,2.61,1.0
2019-02-11,8,62.0,10.0,7.0,4.58,3.11,1.0
2019-02-11,9,62.0,10.0,7.0,4.25,2.6,1.0
2019-02-11,10,62.0,10.0,8.0,4.25,2.5,1.0
2019-02-11,11,62.0,8.61,5.0,4.25,2.5,1.0
2019-02-11,12,73.0,25.07,8.0,6.73,4.25,2.01
2019-02-11,13,73.0,28.84,8.11,7.2,4.25,2.11
2019-02-11,14,72.0,28.7,7.2,5.0,4.0,2.11
2019-02-11,15,72.0,28.68,6.0,4.9,3.2,2.11
2019-02-11,16,74.0,19.69,6.0,4.25,3.0,2.01
