date,hr_beg,90th Pctl Bid_REGUP,80th Pctl Bid_REGUP,70th Pctl Bid_REGUP,60th Pctl Bid_REGUP,50th Pctl Bid_REGUP,30th Pctl Bid_REGUP
2014-01-01,0,19.16,12.67,8.11,6.61,3.37,2.11
2014-01-01,1,17.82,9.61,6.45,5.31,3.37,2.11
2014-01-01,2,15.06,8.11,5.0,4.8,3.37,2.11
2014-01-01,3,13.0,8.79,8.04,4.0,3.42,2.11
2014-01-01,4,13.53,12.53,8.11,3.97,3.0,1.0
2014-01-01,5,14.08,12.67,8.11,4.37,3.0,1.0
2014-01-01,6,14.23,12.49,8.28,7.0,4.0,1.7
2014-01-01,7,15.0,12.59,9.39,8.11,5.0,2.99
2014-01-01,8,15.0,12.59,9.52,8.11,5.0,2.74
2014-01-01,9,15.0,12.59,9.55,8.11,5.0,2.76
2014-01-01,10,15.0,12.59,9.11,8.11,5.0,2.82
2014-01-01,11,12.65,12.3,8.53,8.11,4.0,2.11
2014-01-01,12,23.6,13.29,8.28,8.11,4.0,2.11
2014-01-01,13,22.04,11.0,8.11,6.0,5.0,2.11
2014-01-01,14,19.28,10.77,8.11,6.0,4.62,2.11
2014-01-01,15,13.73,9.56,8.11,4.0,3.39,2.11
2014-01-01,16,12.48,8.21,8.0,3.43,3.24,2.0
2014-01-01,17,12.26,8.21,6.63,4.12,3.0,1.0
2014-01-01,18,12.48,8.97,8.11,3.73,3.0,1.88
2014-01-01,19,12.65,9.1,8.11,4.08,3.0,1.03
2014-01-01,20,13.75,9.34,8.11,5.0,3.0,1.0
2014-01-01,21,13.94,9.53,8.11,3.79,3.0,1.0
2014-01-01,22,13.69,9.29,8.11,4.09,3.0,1.0
2014-01-01,23,16.97,10.91,8.11,6.0,4.0,2.11
2014-01-02,0,14.03,9.13,8.11,6.0,3.37,2.0
2014-01-02,1,12.48,8.21,8.11,5.0,3.37,2.0
2014-01-02,2,12.48,8.21,8.11,4.0,3.37,2.11
2014-01-02,3,12.18,8.21,8.11,4.0,3.42,2.11
2014-01-02,4,12.48,10.07,8.11,5.0,3.0,1.0
2014-01-02,5,12.48,10.0,8.11,5.0,3.0,2.11
2014-01-02,6,14.41,11.0,8.11,4.0,3.47,2.11
2014-01-02,7,14.95,12.48,8.11,8.0,4.0,2.4
2014-01-02,8,15.06,12.48,8.11,8.0,4.0,2.3
2014-01-02,9,15.07,12.48,8.11,8.0,4.0,2.42
2014-01-02,10,15.0,12.48,8.11,8.0,4.0,2.95
2014-01-02,11,12.58,10.0,8.11,5.0,3.5,2.09
2014-01-02,12,22.93,16.23,8.21,6.0,3.5,2.11
2014-01-02,13,17.31,12.48,8.11,6.0,3.5,2.11
2014-01-02,14,14.17,10.23,8.11,5.0,3.5,2.11
2014-01-02,15,9.66,8.11,4.0,3.5,3.5,2.0
2014-01-02,16,9.35,8.11,4.4,3.5,3.0,1.0
2014-01-02,17,8.21,7.27,4.38,3.5,3.0,1.0
2014-01-02,18,8.21,6.84,3.91,3.5,3.0,1.0
2014-01-02,19,8.21,5.0,3.5,3.5,3.0,1.52
2014-01-02,20,8.21,6.5,3.5,3.0,2.73,1.0
2014-01-02,21,9.55,8.11,3.5,3.0,2.73,1.0
2014-01-02,22,9.33,8.11,4.0,3.5,3.0,1.0
2014-01-02,23,12.48,8.21,7.0,6.0,3.5,2.11
2014-01-03,0,17.01,10.08,8.11,6.0,3.5,2.0
2014-01-03,1,12.48,8.21,7.97,5.0,3.5,2.11
2014-01-03,2,11.81,8.11,5.0,4.0,3.5,2.0
2014-01-03,3,10.0,8.11,5.0,3.62,3.5,2.11
2014-01-03,4,12.77,8.88,8.11,4.35,3.0,1.52
2014-01-03,5,14.34,9.08,8.11,3.96,3.0,2.11
2014-01-03,6,20.0,13.62,8.14,8.11,4.08,2.11
2014-01-03,7,20.0,14.08,8.14,8.11,6.0,3.0
2014-01-03,8,20.0,14.13,8.14,8.11,6.0,3.0
2014-01-03,9,20.0,14.12,8.14,8.11,6.0,3.0
2014-01-03,10,21.17,12.38,8.11,8.0,6.0,3.0
2014-01-03,11,12.0,9.74,8.11,6.0,3.5,1.97
2014-01-03,12,29.0,26.56,12.38,8.11,3.65,2.11
2014-01-03,13,32.0,20.36,12.0,8.11,3.37,2.11
2014-01-03,14,14.42,11.06,8.14,8.11,3.37,2.11
2014-01-03,15,10.08,8.11,6.6,4.69,3.39,2.11
2014-01-03,16,8.86,8.11,3.66,3.43,2.7,1.95
2014-01-03,17,8.3,8.11,4.12,4.12,2.7,1.0
2014-01-03,18,10.0,8.11,3.73,3.73,2.93,1.6
2014-01-03,19,8.3,8.11,4.08,3.64,2.7,1.48
2014-01-03,20,10.0,8.11,5.12,3.47,2.55,1.52
2014-01-03,21,12.62,8.11,3.79,3.79,2.55,1.16
2014-01-03,22,12.62,8.11,4.54,3.74,3.0,2.0
2014-01-03,23,10.37,8.3,6.89,5.1,3.37,2.11
2014-01-04,0,13.06,11.9,8.11,7.25,3.37,2.11
2014-01-04,1,12.0,10.4,8.11,5.0,3.37,2.0
2014-01-04,2,12.0,8.41,8.11,3.37,3.37,1.62
2014-01-04,3,10.0,8.11,5.4,4.27,3.42,2.11
2014-01-04,4,12.16,8.11,4.5,3.76,2.5,1.0
2014-01-04,5,12.62,8.11,4.29,3.6,3.0,2.11
2014-01-04,6,14.83,10.0,8.11,6.0,4.03,2.11
2014-01-04,7,15.23,11.0,8.11,7.5,6.0,3.0
2014-01-04,8,15.23,11.0,8.11,7.5,6.0,3.0
2014-01-04,9,15.21,11.0,8.11,7.5,6.0,3.0
2014-01-04,10,14.84,11.0,8.11,7.5,6.0,3.0
2014-01-04,11,12.42,10.0,8.11,6.62,5.0,2.11
2014-01-04,12,26.54,21.09,12.18,8.11,5.0,2.11
2014-01-04,13,26.0,18.8,11.0,8.11,5.0,2.11
2014-01-04,14,20.28,12.18,8.8,8.11,5.0,2.11
2014-01-04,15,14.3,10.07,8.11,5.5,4.84,2.11
2014-01-04,16,12.2,8.23,7.46,5.0,3.0,1.8
2014-01-04,17,12.62,8.11,7.0,4.12,2.51,1.0
2014-01-04,18,12.86,8.3,7.0,3.73,2.11,1.43
2014-01-04,19,13.79,8.3,7.0,4.08,2.11,1.0
2014-01-04,20,14.0,8.3,7.0,3.31,2.11,1.0
2014-01-04,21,14.0,8.3,7.0,3.64,2.11,1.0
2014-01-04,22,14.0,8.3,6.45,3.74,2.6,1.0
2014-01-04,23,12.45,8.3,7.98,5.8,4.25,2.11
2014-01-05,0,13.9,10.2,8.3,8.11,5.0,2.11
2014-01-05,1,12.86,10.0,8.3,8.11,3.37,2.11
2014-01-05,2,12.62,8.3,8.1,7.1,3.37,1.0
2014-01-05,3,12.37,8.3,8.11,4.5,3.42,2.11
2014-01-05,4,12.99,10.0,8.11,3.6,3.31,2.11
2014-01-05,5,13.55,10.0,8.11,3.54,3.0,2.11
2014-01-05,6,12.37,8.11,6.0,5.0,3.0,1.56
2014-01-05,7,12.2,8.11,6.0,5.0,4.59,2.11
2014-01-05,8,12.2,8.11,6.0,5.0,4.38,2.11
2014-01-05,9,12.2,8.11,6.0,5.0,4.94,2.11
2014-01-05,10,12.2,8.11,6.0,5.0,3.76,2.11
2014-01-05,11,12.2,8.11,6.0,3.5,3.0,1.0
2014-01-05,12,24.0,10.92,8.11,4.45,3.0,1.0
2014-01-05,13,26.0,12.37,8.11,4.83,3.0,1.0
2014-01-05,14,12.85,8.8,8.11,5.0,3.15,1.0
2014-01-05,15,12.62,8.3,5.5,5.0,3.24,1.0
2014-01-05,16,12.25,8.3,5.0,3.43,2.85,1.8
2014-01-05,17,12.08,8.11,5.0,4.0,2.11,1.0
2014-01-05,18,12.62,8.11,4.12,3.34,2.11,1.0
2014-01-05,19,12.62,8.11,4.08,3.0,2.11,1.0
2014-01-05,20,12.62,8.11,5.12,4.0,2.11,1.0
2014-01-05,21,12.62,8.11,3.79,3.79,2.11,1.0
2014-01-05,22,12.62,8.11,4.0,3.74,2.3,1.0
2014-01-05,23,15.19,12.14,8.11,4.99,3.37,2.11
2014-01-06,0,20.51,12.62,10.2,8.11,3.37,2.11
2014-01-06,1,18.41,11.86,8.5,8.11,3.37,2.11
2014-01-06,2,14.48,8.3,8.1,7.14,3.37,2.11
2014-01-06,3,12.62,8.3,6.15,4.5,3.42,2.11
2014-01-06,4,10.69,8.11,5.0,3.6,3.17,1.0
2014-01-06,5,10.0,8.11,5.0,3.0,2.7,1.0
2014-01-06,6,24.96,12.37,9.0,8.11,4.0,1.0
2014-01-06,7,25.33,11.09,8.11,5.6,4.59,2.11
2014-01-06,8,25.37,11.0,8.11,5.0,4.38,2.11
2014-01-06,9,25.34,11.0,8.11,5.0,4.94,2.11
2014-01-06,10,12.2,8.13,8.0,5.0,3.25,1.0
2014-01-06,11,15.3,10.0,8.5,8.11,3.5,2.11
2014-01-06,12,46.0,39.1,12.2,8.11,3.37,2.11
2014-01-06,13,42.5,27.94,8.88,8.11,3.37,2.11
2014-01-06,14,19.1,13.07,8.13,8.11,3.37,2.11
2014-01-06,15,18.29,9.02,8.3,7.48,3.39,2.11
2014-01-06,16,12.62,8.3,5.83,4.59,3.43,2.11
2014-01-06,17,8.3,8.11,4.85,4.12,4.12,1.21
2014-01-06,18,8.3,7.13,5.0,3.73,3.73,1.0
2014-01-06,19,8.3,6.65,5.0,4.08,3.87,1.0
2014-01-06,20,8.3,5.75,5.12,5.0,3.5,1.0
2014-01-06,21,8.3,6.51,5.0,3.79,3.5,1.0
2014-01-06,22,8.3,6.93,5.0,3.74,3.5,1.0
2014-01-06,23,20.51,12.62,8.11,5.0,3.37,2.11
2014-01-07,0,25.36,17.07,12.19,8.11,3.37,2.11
2014-01-07,1,18.86,14.45,11.09,8.11,3.37,2.11
2014-01-07,2,15.21,11.79,8.3,8.11,3.37,2.11
2014-01-07,3,12.65,8.11,6.19,3.83,3.42,1.1
2014-01-07,4,11.25,8.11,7.19,5.36,3.41,1.55
2014-01-07,5,11.58,8.11,5.0,3.87,3.54,2.11
2014-01-07,6,10.0,7.25,4.67,3.0,2.11,1.0
2014-01-07,7,8.11,5.0,3.5,3.0,2.11,1.0
2014-01-07,8,8.11,5.45,3.0,3.0,2.11,1.0
2014-01-07,9,8.11,6.84,3.01,3.0,2.11,1.0
2014-01-07,10,11.25,8.11,5.45,3.0,3.0,1.0
2014-01-07,11,19.22,15.0,11.98,8.0,5.95,1.0
2014-01-07,12,77.74,51.83,35.0,12.37,6.33,1.0
2014-01-07,13,79.93,48.75,25.0,12.37,5.0,1.0
2014-01-07,14,39.17,22.47,10.0,8.11,3.47,1.0
2014-01-07,15,30.01,22.47,10.0,6.0,3.47,1.0
2014-01-07,16,30.81,15.67,8.11,3.47,3.0,1.0
2014-01-07,17,20.41,8.54,7.17,4.12,3.0,2.0
2014-01-07,18,15.77,8.11,5.5,3.73,3.0,2.0
2014-01-07,19,14.02,8.11,4.96,4.08,3.0,2.07
2014-01-07,20,12.62,8.11,5.12,5.0,3.0,2.06
2014-01-07,21,12.72,8.11,4.0,3.79,3.0,2.11
2014-01-07,22,14.88,8.11,5.32,3.74,3.0,2.11
2014-01-07,23,32.6,20.74,12.0,8.11,3.47,2.04
2014-01-08,0,47.25,37.53,20.0,8.11,4.0,2.11
2014-01-08,1,39.1,20.78,12.0,8.11,3.47,2.11
2014-01-08,2,28.56,15.11,8.11,8.0,3.47,1.0
2014-01-08,3,22.77,12.62,8.11,6.0,3.47,2.11
2014-01-08,4,15.0,10.0,5.42,4.0,3.23,1.0
2014-01-08,5,13.87,8.45,5.0,3.0,3.0,1.0
2014-01-08,6,15.89,13.12,8.11,4.03,3.65,2.11
2014-01-08,7,16.03,13.12,8.11,5.0,4.59,3.0
2014-01-08,8,16.03,13.12,8.11,5.0,4.38,3.0
2014-01-08,9,15.88,13.12,8.11,5.0,4.94,3.0
2014-01-08,10,15.0,8.63,8.11,5.0,3.76,2.96
2014-01-08,11,18.63,12.95,8.11,5.45,3.5,2.11
2014-01-08,12,60.27,26.53,12.95,8.11,5.0,2.11
2014-01-08,13,43.37,22.9,8.63,8.0,4.36,2.11
2014-01-08,14,26.7,13.12,8.11,6.0,3.47,2.11
2014-01-08,15,21.18,10.1,8.11,4.0,3.47,2.11
2014-01-08,16,12.46,8.3,7.42,3.47,3.47,2.11
2014-01-08,17,8.3,8.11,4.12,4.12,3.25,2.11
2014-01-08,18,9.13,8.11,3.73,3.73,3.0,2.11
2014-01-08,19,8.3,8.11,4.08,4.08,3.0,2.0
2014-01-08,20,9.94,8.11,5.12,3.25,3.0,2.0
2014-01-08,21,10.0,8.11,3.79,3.25,3.0,1.43
2014-01-08,22,9.81,8.11,4.76,3.74,3.0,1.97
2014-01-08,23,22.0,11.19,8.3,8.11,3.47,2.11
2014-01-09,0,16.88,12.69,10.0,8.11,3.47,2.11
2014-01-09,1,12.77,10.92,8.11,8.0,3.47,2.11
2014-01-09,2,8.81,8.11,6.0,3.96,3.47,2.11
2014-01-09,3,10.0,8.11,5.0,4.0,3.47,2.11
2014-01-09,4,13.68,8.3,7.19,3.97,3.47,2.11
2014-01-09,5,14.35,8.3,8.11,3.69,3.25,2.11
2014-01-09,6,25.88,15.0,8.85,8.11,4.4,2.78
2014-01-09,7,15.68,12.81,8.11,4.0,3.61,2.11
2014-01-09,8,15.71,12.81,8.11,4.14,4.0,2.11
2014-01-09,9,15.6,12.81,8.11,5.33,4.0,2.11
2014-01-09,10,12.81,8.11,5.0,4.24,3.5,2.11
2014-01-09,11,16.0,8.42,6.04,4.22,3.5,2.11
2014-01-09,12,33.6,12.81,8.11,5.08,3.56,2.11
2014-01-09,13,20.27,12.81,8.11,5.69,3.56,2.11
2014-01-09,14,12.95,8.11,6.23,4.73,4.73,2.11
2014-01-09,15,12.62,8.11,5.0,4.07,4.07,2.11
2014-01-09,16,9.26,8.11,4.84,4.84,3.23,2.11
2014-01-09,17,8.3,8.11,4.2,4.2,3.0,2.0
2014-01-09,18,8.43,8.11,5.43,5.0,2.98,1.76
2014-01-09,19,8.3,8.11,5.48,4.44,3.0,1.7
2014-01-09,20,8.3,8.11,7.27,3.0,2.11,1.0
2014-01-09,21,8.3,8.11,7.84,3.5,2.26,1.0
2014-01-09,22,12.27,6.78,6.78,4.15,3.0,1.0
2014-01-09,23,10.47,8.3,8.0,5.0,3.71,2.06
2014-01-10,0,14.7,8.3,8.0,5.0,3.56,1.53
2014-01-10,1,12.7,8.3,6.0,4.98,3.68,1.81
2014-01-10,2,8.84,8.11,5.0,4.01,3.0,2.0
2014-01-10,3,10.0,8.11,5.0,4.44,3.0,1.0
2014-01-10,4,12.45,8.11,4.11,3.63,3.0,1.0
2014-01-10,5,12.62,8.11,5.31,3.87,3.3,2.11
2014-01-10,6,15.0,12.15,8.11,7.5,4.63,3.0
2014-01-10,7,15.0,12.15,8.11,7.5,4.0,3.0
2014-01-10,8,15.0,12.15,8.11,7.5,4.0,3.5
2014-01-10,9,15.0,12.15,8.11,7.5,4.5,3.47
2014-01-10,10,13.4,11.69,8.11,7.5,4.17,3.0
2014-01-10,11,22.16,12.15,8.11,4.02,4.0,2.11
2014-01-10,12,52.5,12.15,8.11,8.0,5.0,2.11
2014-01-10,13,48.92,9.62,8.1,6.0,4.0,3.0
2014-01-10,14,30.84,9.95,8.1,5.0,4.0,2.11
2014-01-10,15,24.99,8.29,5.52,4.32,4.0,2.11
2014-01-10,16,21.58,8.29,8.11,4.48,4.48,2.11
2014-01-10,17,14.87,8.29,5.0,4.3,4.2,2.11
2014-01-10,18,12.37,8.29,8.11,6.12,3.0,2.11
2014-01-10,19,12.92,8.29,5.0,4.43,3.5,2.11
2014-01-10,20,13.2,8.29,5.0,4.5,3.5,2.11
2014-01-10,21,13.39,8.29,5.01,5.01,3.31,2.11
2014-01-10,22,12.2,8.11,5.0,3.62,3.62,2.11
2014-01-10,23,16.24,10.71,8.11,6.0,3.5,2.11
2014-01-11,0,15.98,8.29,8.11,6.0,3.5,2.11
2014-01-11,1,16.0,8.29,8.02,5.0,3.57,2.11
2014-01-11,2,15.67,8.29,7.9,4.0,3.48,2.11
2014-01-11,3,12.62,8.11,6.4,3.8,3.76,2.11
2014-01-11,4,12.62,8.29,5.0,4.25,3.3,2.11
2014-01-11,5,13.01,10.3,8.11,5.22,3.5,2.11
2014-01-11,6,20.0,13.44,12.5,8.11,5.0,3.2
2014-01-11,7,20.0,13.57,12.5,8.11,5.0,3.2
2014-01-11,8,20.0,13.64,12.5,8.11,5.57,3.2
2014-01-11,9,14.49,12.5,9.49,7.73,4.0,3.0
2014-01-11,10,13.21,12.21,8.11,7.73,4.0,3.0
2014-01-11,11,22.53,11.77,10.0,7.73,4.0,2.64
2014-01-11,12,53.91,11.77,7.73,4.0,3.65,2.11
2014-01-11,13,50.7,8.11,7.73,4.06,4.06,2.11
2014-01-11,14,31.42,8.11,7.73,5.0,4.19,2.11
2014-01-11,15,22.74,9.2,8.11,5.0,3.99,2.11
2014-01-11,16,17.89,8.29,8.11,3.92,3.58,2.11
2014-01-11,17,12.45,8.11,7.3,3.93,3.5,2.11
2014-01-11,18,12.06,8.11,5.7,3.84,3.5,2.11
2014-01-11,19,12.1,8.11,5.0,3.37,3.26,2.0
2014-01-11,20,12.1,8.11,5.0,4.01,3.5,2.11
2014-01-11,21,12.48,8.29,5.0,3.79,3.31,2.11
2014-01-11,22,12.27,8.29,5.0,3.74,3.58,2.11
2014-01-11,23,17.33,8.29,8.11,6.0,3.5,2.11
2014-01-12,0,14.6,8.73,8.11,6.0,3.5,2.11
2014-01-12,1,13.03,8.29,8.01,4.8,3.37,2.11
2014-01-12,2,12.62,8.29,5.0,3.5,3.45,2.11
2014-01-12,3,12.62,8.29,8.11,3.91,3.61,2.11
2014-01-12,4,12.62,8.29,8.11,3.5,3.2,2.11
2014-01-12,5,12.62,8.29,8.11,4.0,3.2,2.11
2014-01-12,6,13.09,8.11,5.0,3.89,3.2,2.11
2014-01-12,7,15.0,8.11,5.0,5.0,3.89,3.0
2014-01-12,8,14.73,8.11,5.93,5.0,3.89,3.0
2014-01-12,9,14.79,8.11,5.34,5.0,3.89,3.0
2014-01-12,10,12.07,8.11,5.0,5.0,3.89,3.0
2014-01-12,11,21.24,8.11,5.0,3.89,3.2,2.11
2014-01-12,12,11.3,8.11,5.0,3.65,3.65,2.11
2014-01-12,13,35.0,8.11,4.94,4.06,4.0,2.11
2014-01-12,14,28.59,8.11,6.0,5.0,4.19,2.11
2014-01-12,15,16.57,9.53,6.41,5.0,3.88,2.11
2014-01-12,16,13.24,8.11,5.0,3.58,3.58,2.11
2014-01-12,17,12.45,8.11,3.93,3.93,3.0,2.11
2014-01-12,18,9.2,8.11,3.84,3.84,3.0,2.0
2014-01-12,19,10.45,5.3,3.37,3.37,3.0,1.92
2014-01-12,20,11.92,8.11,4.01,4.01,2.76,1.74
2014-01-12,21,11.92,8.11,3.79,3.79,3.0,2.0
2014-01-12,22,11.66,8.11,4.0,3.58,3.5,2.11
2014-01-12,23,13.23,8.11,6.0,3.5,3.37,2.11
2014-01-13,0,17.64,8.65,7.36,6.0,3.5,2.11
2014-01-13,1,14.55,8.11,5.0,3.37,3.37,2.11
2014-01-13,2,12.45,8.11,4.0,3.45,3.45,2.11
2014-01-13,3,12.45,8.11,5.0,3.61,3.61,2.11
2014-01-13,4,12.25,8.11,5.0,3.2,3.2,2.11
2014-01-13,5,12.93,8.11,4.53,3.5,3.2,2.11
2014-01-13,6,14.7,8.11,5.0,3.79,3.2,2.11
2014-01-13,7,15.75,15.0,8.11,5.0,3.31,3.0
2014-01-13,8,15.87,15.0,8.11,5.0,4.0,3.0
2014-01-13,9,15.8,15.0,8.11,5.0,4.0,3.0
2014-01-13,10,15.0,12.18,8.11,5.0,3.68,3.0
2014-01-13,11,17.48,8.11,5.0,3.31,3.2,2.11
2014-01-13,12,14.1,11.33,7.42,5.0,3.65,2.11
2014-01-13,13,12.0,8.11,6.0,5.0,4.06,2.11
2014-01-13,14,11.33,8.11,5.0,4.19,4.19,2.45
2014-01-13,15,12.62,8.11,4.0,3.88,3.88,2.11
2014-01-13,16,12.45,7.72,5.0,3.58,3.58,2.11
2014-01-13,17,9.97,8.11,3.93,3.93,3.0,2.11
2014-01-13,18,12.27,8.11,3.84,3.84,3.0,2.05
2014-01-13,19,12.27,8.11,3.37,3.37,3.0,2.0
2014-01-13,20,12.27,7.94,4.01,4.01,3.0,2.0
2014-01-13,21,12.27,7.94,3.79,3.79,3.0,2.0
2014-01-13,22,12.27,6.9,4.0,3.58,3.37,2.11
2014-01-13,23,12.45,9.98,6.0,5.0,3.37,2.11
2014-01-14,0,18.16,12.62,6.0,5.0,3.35,2.11
2014-01-14,1,12.78,7.7,5.0,4.0,3.37,2.11
2014-01-14,2,12.62,5.0,4.0,3.45,3.45,2.11
2014-01-14,3,12.62,8.11,4.01,3.61,3.61,2.11
2014-01-14,4,11.97,7.72,3.2,3.0,3.0,1.41
2014-01-14,5,12.45,8.11,4.0,3.2,3.0,2.11
2014-01-14,6,13.78,8.11,7.44,5.05,3.97,2.11
2014-01-14,7,15.0,12.5,8.11,5.17,5.0,3.0
2014-01-14,8,15.0,12.5,8.11,5.0,4.18,3.25
2014-01-14,9,15.0,12.5,8.11,5.0,4.0,3.24
2014-01-14,10,14.27,12.5,8.11,5.0,4.5,3.2
2014-01-14,11,12.07,8.11,7.44,4.0,3.26,2.11
2014-01-14,12,17.29,12.0,8.11,5.0,3.08,2.11
2014-01-14,13,18.31,10.0,8.0,5.0,3.08,2.11
2014-01-14,14,11.33,8.11,6.0,5.0,3.08,2.11
2014-01-14,15,11.8,8.11,4.48,3.25,3.08,2.11
2014-01-14,16,8.29,7.15,4.05,3.25,3.09,2.11
2014-01-14,17,9.02,8.11,3.5,3.5,3.25,2.0
2014-01-14,18,9.96,8.11,3.31,3.31,3.0,1.83
2014-01-14,19,9.68,8.11,3.41,3.41,3.0,1.51
2014-01-14,20,10.0,8.11,3.64,3.64,3.0,1.7
2014-01-14,21,10.0,8.11,3.85,3.85,3.0,2.0
2014-01-14,22,10.0,8.11,4.2,4.12,3.88,2.0
2014-01-14,23,15.96,10.0,8.29,5.0,3.08,2.11
2014-01-15,0,13.55,10.0,8.11,5.0,3.08,2.11
2014-01-15,1,12.78,8.11,8.0,5.0,3.08,2.11
2014-01-15,2,11.4,8.11,6.0,4.08,3.08,2.11
2014-01-15,3,8.32,8.11,5.0,3.78,3.17,2.11
2014-01-15,4,10.92,8.11,5.0,3.14,3.0,1.0
2014-01-15,5,12.62,8.11,5.0,3.34,3.24,2.11
2014-01-15,6,14.71,9.71,7.83,4.0,3.81,2.11
2014-01-15,7,15.0,10.0,7.83,5.0,4.0,2.69
2014-01-15,8,15.0,10.0,7.83,5.0,4.96,3.0
2014-01-15,9,15.0,10.0,7.83,5.0,5.0,3.0
2014-01-15,10,15.0,10.0,7.83,5.0,4.0,2.56
2014-01-15,11,15.0,11.92,8.11,6.1,4.0,2.11
2014-01-15,12,21.75,11.92,8.11,5.0,3.28,2.11
2014-01-15,13,19.02,10.0,8.11,5.0,3.28,2.11
2014-01-15,14,11.92,8.11,6.0,5.0,3.28,2.11
2014-01-15,15,11.9,8.11,5.0,3.47,3.47,2.01
2014-01-15,16,12.5,8.11,5.0,3.54,3.54,2.11
2014-01-15,17,11.4,8.11,4.29,3.55,3.25,2.11
2014-01-15,18,10.05,8.11,4.09,4.09,3.25,2.0
2014-01-15,19,11.0,8.11,4.0,3.51,3.0,1.73
2014-01-15,20,11.0,8.11,5.0,3.92,3.25,1.99
2014-01-15,21,11.0,8.11,5.0,3.87,3.25,2.0
2014-01-15,22,11.0,8.11,5.0,3.98,3.98,2.11
2014-01-15,23,12.0,9.87,8.11,5.0,3.28,2.11
2014-01-16,0,16.23,10.0,8.29,5.0,3.28,2.11
2014-01-16,1,12.62,8.29,6.0,5.0,3.28,2.11
2014-01-16,2,12.09,8.11,6.0,4.0,3.28,2.11
2014-01-16,3,10.03,8.29,5.0,4.0,3.43,2.11
2014-01-16,4,12.23,8.11,5.0,4.0,3.25,1.0
2014-01-16,5,12.62,8.29,5.99,4.63,4.0,2.11
2014-01-16,6,35.0,12.4,8.15,7.11,3.82,3.0
2014-01-16,7,25.0,12.54,8.15,7.11,4.14,3.0
2014-01-16,8,25.0,13.58,8.15,7.11,4.96,3.25
2014-01-16,9,15.0,10.55,8.15,7.11,5.32,3.25
2014-01-16,10,15.0,10.21,8.15,7.84,5.0,3.0
2014-01-16,11,14.01,11.9,8.11,5.0,4.0,2.11
2014-01-16,12,29.86,12.23,10.0,8.11,3.64,2.11
2014-01-16,13,19.31,10.0,8.15,8.0,3.28,2.11
2014-01-16,14,12.4,8.15,6.56,6.0,3.28,2.11
2014-01-16,15,12.62,8.11,5.0,3.47,3.47,2.11
2014-01-16,16,11.46,8.11,5.0,3.54,3.54,2.0
2014-01-16,17,10.91,8.11,4.3,3.55,3.25,2.0
2014-01-16,18,11.0,8.11,4.09,4.09,3.25,1.88
2014-01-16,19,11.0,8.11,4.0,3.51,3.0,1.64
2014-01-16,20,11.0,8.11,3.92,3.92,3.0,1.9
2014-01-16,21,11.0,8.11,3.87,3.87,3.25,2.0
2014-01-16,22,11.0,8.11,4.41,3.98,3.98,1.0
2014-01-16,23,12.0,10.0,8.11,4.0,3.28,2.11
2014-01-17,0,12.62,10.0,8.3,5.0,3.28,2.11
2014-01-17,1,11.35,8.11,6.0,5.0,3.28,2.11
2014-01-17,2,12.2,8.11,6.0,3.28,3.28,2.11
2014-01-17,3,10.0,8.11,5.0,4.0,3.43,2.11
2014-01-17,4,11.27,8.11,5.0,3.88,3.3,1.0
2014-01-17,5,12.62,8.11,5.0,4.0,3.46,1.39
2014-01-17,6,15.0,8.3,8.11,5.0,3.81,2.11
2014-01-17,7,15.0,9.42,8.11,5.0,4.0,2.11
2014-01-17,8,15.0,9.48,8.11,5.0,4.09,2.11
2014-01-17,9,15.0,9.39,8.11,6.49,4.0,2.11
2014-01-17,10,14.99,9.99,8.11,6.2,5.0,2.14
2014-01-17,11,15.63,11.0,8.11,5.0,4.0,2.11
2014-01-17,12,34.19,14.81,10.0,8.11,3.5,2.11
2014-01-17,13,17.52,12.22,8.3,8.0,3.5,2.11
2014-01-17,14,12.62,8.3,7.07,5.0,3.5,2.11
2014-01-17,15,12.56,8.11,5.4,3.74,3.5,2.11
2014-01-17,16,11.43,8.11,5.0,3.54,3.54,2.0
2014-01-17,17,12.22,8.3,5.0,3.55,3.0,1.0
2014-01-17,18,12.62,8.11,5.0,4.09,3.0,1.62
2014-01-17,19,12.45,8.11,4.1,3.51,3.0,1.38
2014-01-17,20,12.45,8.11,4.52,3.92,3.0,1.62
2014-01-17,21,12.45,8.11,4.52,3.87,3.0,1.87
2014-01-17,22,12.45,8.11,5.0,3.98,3.5,2.11
2014-01-17,23,12.2,10.0,8.11,5.55,3.5,2.11
2014-01-18,0,12.62,10.0,8.3,7.02,3.5,2.11
2014-01-18,1,11.58,8.11,6.27,5.0,3.5,2.11
2014-01-18,2,12.29,8.11,6.0,4.0,3.5,2.11
2014-01-18,3,11.9,8.3,5.0,3.57,3.5,2.11
2014-01-18,4,12.62,8.3,8.11,4.0,3.25,1.0
2014-01-18,5,12.62,8.3,5.0,4.63,3.65,2.11
2014-01-18,6,100.0,35.0,14.41,10.0,8.11,3.4
2014-01-18,7,100.0,25.0,13.49,8.5,8.11,3.4
2014-01-18,8,100.0,25.0,14.08,9.56,8.11,3.4
2014-01-18,9,17.44,12.0,10.0,8.5,8.11,3.4
2014-01-18,10,16.59,12.33,10.0,10.0,8.5,3.4
2014-01-18,11,13.4,10.36,8.11,5.0,3.4,2.11
2014-01-18,12,21.1,8.5,8.11,4.0,4.0,2.11
