date,hr_beg,90th Pctl Bid,80th Pctl Bid,70th Pctl Bid,60th Pctl Bid,50th Pctl Bid,30th Pctl Bid
2018-06-02,15,57.21,28.77,8.61,5.26,3.01,0.69
2018-06-02,16,51.81,20.46,8.11,5.8,3.11,0.86
2018-06-02,17,50.01,23.83,8.61,6.3,3.5,1.0
2018-06-02,18,56.43,30.22,10.0,8.31,5.98,1.69
2018-06-02,19,100.0,32.0,15.0,10.0,6.0,2.43
2018-06-02,20,153.91,38.28,23.48,10.0,6.0,3.51
2018-06-02,21,217.56,42.08,25.7,10.0,6.0,3.67
2018-06-02,22,100.0,32.0,10.41,10.0,6.0,2.31
2018-06-02,23,52.37,32.0,10.03,9.11,5.12,1.87
2018-06-03,0,50.01,15.53,10.0,8.31,5.99,1.31
2018-06-03,1,51.56,15.0,10.0,7.19,4.0,1.07
2018-06-03,2,33.47,10.09,7.17,4.35,2.31,1.0
2018-06-03,3,32.0,12.99,8.31,6.0,2.61,0.74
2018-06-03,4,32.0,15.0,7.08,5.26,3.11,1.0
2018-06-03,5,32.0,15.0,7.0,4.01,2.61,0.82
2018-06-03,6,32.0,15.0,7.0,4.01,2.61,1.0
2018-06-03,7,32.0,15.0,7.0,4.01,2.94,1.0
2018-06-03,8,32.0,10.0,6.0,3.95,2.99,1.0
2018-06-03,9,32.0,10.0,6.0,3.95,2.66,1.0
2018-06-03,10,32.0,10.53,6.0,4.01,2.61,1.0
2018-06-03,11,62.56,17.0,8.11,4.01,2.61,1.0
2018-06-03,12,63.16,17.0,8.11,4.01,2.61,1.0
2018-06-03,13,62.07,22.52,8.11,4.01,2.61,0.83
2018-06-03,14,58.85,16.71,8.11,4.41,2.81,1.0
2018-06-03,15,57.14,21.09,8.61,5.26,3.08,0.57
2018-06-03,16,54.27,23.15,8.11,5.49,2.9,0.59
2018-06-03,17,50.01,23.47,8.61,6.0,3.07,1.0
2018-06-03,18,50.01,25.0,10.0,8.55,6.0,1.38
2018-06-03,19,70.09,32.0,15.0,10.0,6.0,2.11
2018-06-03,20,107.67,32.0,23.0,10.0,6.0,2.35
2018-06-03,21,148.07,32.0,25.0,10.0,6.0,2.28
2018-06-03,22,68.07,32.0,12.22,10.0,6.0,2.01
2018-06-03,23,50.01,32.0,11.03,8.61,4.0,1.24
2018-06-04,0,50.01,14.06,10.0,7.12,3.97,1.0
2018-06-04,1,53.21,11.82,9.11,6.0,4.82,1.0
2018-06-04,2,56.45,15.0,7.56,4.97,2.61,1.0
2018-06-04,3,32.0,15.22,8.61,6.0,3.5,1.0
2018-06-04,4,32.0,15.0,7.0,4.58,3.11,0.74
2018-06-04,5,32.0,15.0,7.0,4.01,3.0,0.8
2018-06-04,6,32.0,15.0,7.0,4.01,2.75,1.0
2018-06-04,7,32.0,10.03,6.0,4.01,2.79,1.0
2018-06-04,8,32.0,15.0,7.0,4.01,3.01,1.0
2018-06-04,9,32.0,15.0,7.0,4.58,3.0,1.0
2018-06-04,10,32.0,10.53,6.05,4.05,2.75,1.0
2018-06-04,11,60.04,15.0,8.11,4.44,2.88,0.97
2018-06-04,12,60.28,15.0,8.11,4.06,2.97,0.67
2018-06-04,13,59.57,15.0,8.11,4.01,3.01,0.57
2018-06-04,14,56.31,16.52,8.11,4.01,3.01,0.99
2018-06-04,15,54.56,22.78,8.11,5.9,3.2,0.92
2018-06-04,16,41.09,18.06,8.11,5.49,3.02,0.87
2018-06-04,17,54.44,15.0,8.15,6.16,3.08,1.0
2018-06-04,18,79.39,25.0,10.0,8.02,3.5,1.84
2018-06-04,19,126.66,32.0,15.0,10.0,5.44,3.78
2018-06-04,20,199.11,37.22,21.51,10.0,7.55,6.33
2018-06-04,21,255.77,39.85,24.29,10.0,7.85,6.63
2018-06-04,22,160.16,39.14,11.13,9.11,3.75,2.31
2018-06-04,23,76.7,32.0,10.0,8.31,3.99,1.97
2018-06-05,0,51.0,15.0,10.0,7.0,3.5,1.44
2018-06-05,1,51.0,15.0,8.31,6.0,3.14,1.0
2018-06-05,2,34.18,12.32,7.0,4.26,2.11,1.0
2018-06-05,3,30.0,10.73,7.0,5.01,2.61,1.0
2018-06-05,4,32.0,11.75,6.29,4.58,2.61,0.51
2018-06-05,5,32.0,13.84,9.0,6.0,2.61,1.0
2018-06-05,6,32.0,13.61,9.0,6.0,2.61,1.0
2018-06-05,7,32.0,15.0,9.0,6.0,3.07,1.0
2018-06-05,8,32.0,15.0,9.0,6.0,3.5,1.0
2018-06-05,9,32.0,15.0,9.0,6.0,3.07,1.0
2018-06-05,10,32.0,10.53,9.0,6.0,2.61,1.0
2018-06-05,11,62.02,17.0,8.11,4.0,2.61,1.0
2018-06-05,12,62.5,17.0,8.11,4.0,2.61,1.0
2018-06-05,13,61.89,22.24,8.11,4.0,2.61,1.0
2018-06-05,14,59.38,25.43,8.11,4.01,3.33,1.0
2018-06-05,15,60.16,30.7,8.11,4.93,3.5,1.0
2018-06-05,16,36.18,12.45,7.28,4.0,2.61,1.0
2018-06-05,17,43.65,15.0,8.11,4.0,2.61,1.0
2018-06-05,18,59.94,25.0,10.0,6.71,3.5,1.38
2018-06-05,19,82.41,32.0,10.0,7.92,4.57,3.31
2018-06-05,20,109.26,32.0,10.0,8.11,6.17,5.21
2018-06-05,21,120.24,32.0,10.0,8.31,6.17,5.18
2018-06-05,22,74.93,32.0,10.0,8.11,3.5,1.71
2018-06-05,23,51.64,15.0,10.0,7.29,3.5,1.0
2018-06-06,0,42.35,10.03,10.0,6.29,3.5,1.04
2018-06-06,1,37.68,10.0,8.31,5.88,3.5,1.0
2018-06-06,2,33.8,10.03,7.0,4.23,2.31,1.0
2018-06-06,3,32.0,11.78,9.0,6.0,2.88,1.0
2018-06-06,4,32.0,11.39,9.0,6.0,2.61,1.0
2018-06-06,5,32.0,11.87,9.11,6.0,3.5,1.0
2018-06-06,6,32.0,11.66,9.11,6.0,3.5,1.0
2018-06-06,7,32.0,13.48,9.58,6.0,3.5,1.0
2018-06-06,8,32.0,13.44,9.55,6.0,3.5,1.0
2018-06-06,9,32.0,13.49,10.0,6.0,3.5,1.0
2018-06-06,10,32.0,10.0,8.11,6.0,3.5,1.0
2018-06-06,11,59.53,15.0,10.0,7.0,3.5,1.0
2018-06-06,12,59.99,25.92,10.0,7.0,3.5,1.0
2018-06-06,13,59.44,16.38,10.0,7.0,3.5,1.0
2018-06-06,14,56.61,16.76,10.0,6.64,3.5,1.0
2018-06-06,15,54.61,20.12,7.0,5.47,4.0,1.0
2018-06-06,16,50.54,15.0,8.11,5.69,4.0,1.0
2018-06-06,17,50.01,15.0,9.05,6.84,4.0,1.34
2018-06-06,18,55.83,32.0,16.34,8.31,6.0,2.11
2018-06-06,19,74.74,49.14,24.51,10.0,6.81,5.66
2018-06-06,20,123.15,58.26,17.5,11.34,10.36,9.89
2018-06-06,21,205.08,57.31,22.72,10.42,10.0,8.94
2018-06-06,22,88.76,50.38,15.85,8.72,5.28,2.31
2018-06-06,23,50.01,32.0,10.0,8.31,4.06,1.82
2018-06-07,0,50.01,15.0,10.0,8.11,5.09,1.35
2018-06-07,1,50.01,12.98,10.0,6.09,5.0,1.37
2018-06-07,2,32.0,11.8,7.0,5.0,3.5,1.0
2018-06-07,3,32.0,15.0,8.01,6.0,3.85,1.0
2018-06-07,4,32.0,12.29,8.01,6.0,3.46,1.0
2018-06-07,5,32.0,11.56,8.61,5.01,2.61,0.8
2018-06-07,6,32.0,12.18,9.11,5.23,2.61,1.0
2018-06-07,7,32.0,13.02,9.11,5.23,2.61,1.0
2018-06-07,8,32.0,13.13,9.11,5.58,2.61,1.0
2018-06-07,9,32.0,13.16,9.11,5.23,2.61,1.0
2018-06-07,10,32.0,10.0,8.11,5.01,2.61,1.0
2018-06-07,11,59.53,15.0,10.0,5.01,2.61,0.8
2018-06-07,12,60.09,15.65,10.0,5.26,3.01,0.8
2018-06-07,13,59.59,16.01,7.89,4.0,3.01,0.8
2018-06-07,14,56.88,22.88,8.61,4.0,3.46,0.8
2018-06-07,15,55.07,19.96,8.11,4.0,3.5,0.8
2018-06-07,16,51.08,15.0,8.11,4.0,2.99,0.8
2018-06-07,17,50.01,32.0,8.57,5.21,3.5,1.0
2018-06-07,18,53.15,32.0,13.36,8.31,4.9,2.01
2018-06-07,19,67.29,32.0,15.0,10.0,7.18,6.04
2018-06-07,20,84.55,48.87,17.98,12.22,11.35,9.11
2018-06-07,21,150.92,58.27,19.51,11.3,10.43,9.11
2018-06-07,22,78.84,50.29,17.95,8.61,4.91,2.28
2018-06-07,23,50.01,32.0,14.26,9.14,4.43,1.73
2018-06-08,0,50.01,15.0,10.0,8.11,3.47,1.0
2018-06-08,1,50.01,11.28,8.61,5.37,3.5,1.03
2018-06-08,2,54.34,14.04,8.03,5.0,2.61,0.98
2018-06-08,3,32.0,15.29,8.0,5.0,3.5,0.97
2018-06-08,4,32.0,10.11,6.0,5.0,3.01,0.8
2018-06-08,5,32.0,11.55,10.0,5.23,2.61,0.8
2018-06-08,6,32.0,13.2,10.0,6.0,2.61,0.88
2018-06-08,7,32.0,13.15,10.0,6.0,2.61,1.0
2018-06-08,8,32.0,13.1,10.0,6.0,2.61,1.0
2018-06-08,9,32.0,13.62,10.0,6.0,2.61,1.0
2018-06-08,10,32.0,10.03,8.31,5.01,2.61,1.0
2018-06-08,11,60.56,15.0,10.0,5.44,2.61,0.91
2018-06-08,12,61.41,15.6,10.0,5.8,2.99,1.0
2018-06-08,13,60.71,15.94,10.0,5.51,2.99,0.8
2018-06-08,14,57.77,16.43,10.0,6.0,3.01,0.8
2018-06-08,15,56.37,18.59,8.11,4.0,3.5,0.8
2018-06-08,16,52.57,15.0,6.67,4.0,2.67,0.8
2018-06-08,17,50.01,16.4,8.21,5.79,3.5,1.0
2018-06-08,18,50.01,32.0,10.53,8.11,3.5,1.7
2018-06-08,19,60.45,32.0,15.0,9.28,5.56,3.59
2018-06-08,20,76.62,34.51,15.0,10.0,7.42,6.25
2018-06-08,21,91.75,54.48,20.83,10.0,7.52,6.33
2018-06-08,22,58.48,33.52,15.0,8.31,4.73,2.11
2018-06-08,23,50.01,32.0,14.03,10.0,4.0,1.51
2018-06-09,0,51.09,17.55,10.0,8.11,3.24,1.0
2018-06-09,1,52.28,16.28,10.0,5.0,3.5,1.0
2018-06-09,2,32.0,10.0,6.0,5.0,2.11,0.84
2018-06-09,3,32.0,10.02,6.0,5.0,2.61,0.8
2018-06-09,4,32.0,10.03,6.0,5.0,3.01,0.8
2018-06-09,5,32.0,15.0,8.31,6.0,2.61,0.8
2018-06-09,6,32.0,13.55,8.31,6.0,2.61,0.8
2018-06-09,7,32.0,13.74,8.31,6.0,2.61,0.8
2018-06-09,8,32.0,12.09,8.11,5.23,2.61,1.0
2018-06-09,9,32.0,11.84,8.11,5.23,2.61,1.0
2018-06-09,10,32.0,10.15,8.11,4.79,2.61,1.0
2018-06-09,11,60.87,15.74,8.61,4.01,2.54,0.92
2018-06-09,12,61.45,15.0,8.61,4.01,2.31,0.8
2018-06-09,13,59.82,16.19,8.61,4.01,2.31,0.8
2018-06-09,14,57.2,22.88,8.61,4.01,2.61,0.76
2018-06-09,15,57.54,18.56,6.58,4.0,2.61,0.79
2018-06-09,16,51.96,15.0,6.28,4.0,2.53,0.75
2018-06-09,17,50.01,29.22,8.11,4.0,2.61,1.0
2018-06-09,18,100.0,32.0,10.0,8.11,4.0,1.87
2018-06-09,19,55.08,32.0,10.0,8.61,5.69,2.31
2018-06-09,20,67.36,32.0,10.0,10.0,6.0,3.19
2018-06-09,21,100.0,32.0,10.23,10.0,6.0,3.5
2018-06-09,22,57.08,32.0,10.0,8.52,4.51,2.31
2018-06-09,23,75.88,24.19,10.0,8.61,4.0,1.99
2018-06-10,0,50.01,18.33,10.0,7.82,4.0,1.33
2018-06-10,1,50.89,23.76,10.0,6.0,3.5,1.11
2018-06-10,2,80.34,20.34,8.31,4.04,2.11,0.89
2018-06-10,3,32.0,14.86,8.11,5.49,2.61,0.8
2018-06-10,4,32.0,12.68,8.11,5.26,2.61,0.8
2018-06-10,5,32.0,15.0,8.0,4.01,2.11,0.8
2018-06-10,6,32.0,13.59,8.0,4.01,2.21,1.0
2018-06-10,7,32.0,10.57,6.0,4.01,2.11,1.0
2018-06-10,8,32.0,10.53,6.0,4.01,2.31,1.0
2018-06-10,9,32.0,10.23,6.0,3.82,2.23,1.0
2018-06-10,10,32.0,10.53,6.0,3.95,2.29,1.0
2018-06-10,11,62.82,17.0,8.11,3.5,2.11,0.8
2018-06-10,12,63.3,17.0,8.11,3.5,2.11,0.62
2018-06-10,13,62.38,22.0,8.11,3.5,2.11,0.49
2018-06-10,14,57.93,22.88,8.31,3.98,2.31,0.8
2018-06-10,15,57.36,26.02,8.11,3.98,2.21,0.69
2018-06-10,16,37.96,10.53,6.0,3.5,2.11,1.0
2018-06-10,17,41.47,15.0,8.31,4.22,2.11,1.0
2018-06-10,18,45.19,15.28,10.0,8.44,4.51,2.11
2018-06-10,19,54.16,27.9,10.0,8.85,6.0,3.2
2018-06-10,20,69.47,32.0,10.03,10.0,6.0,4.46
2018-06-10,21,100.0,32.0,10.31,10.0,6.0,4.92
2018-06-10,22,58.43,32.0,10.0,8.31,4.51,3.43
2018-06-10,23,43.71,20.56,10.0,8.21,4.71,3.5
2018-06-11,0,38.78,10.23,10.0,6.62,3.5,1.68
2018-06-11,1,35.17,10.3,10.0,6.0,3.5,1.5
2018-06-11,2,32.0,10.0,6.0,3.5,1.78,1.0
2018-06-11,3,32.0,10.03,7.21,4.01,2.11,0.76
2018-06-11,4,32.0,15.0,6.48,4.01,2.11,0.58
2018-06-11,5,32.0,10.23,8.61,5.26,2.61,0.6
2018-06-11,6,32.0,10.13,8.61,5.23,2.61,0.8
2018-06-11,7,32.0,10.0,8.11,4.01,2.35,1.0
2018-06-11,8,32.0,10.03,8.31,5.4,3.09,1.0
2018-06-11,9,32.0,10.03,8.31,5.42,3.5,1.0
2018-06-11,10,32.0,10.13,8.61,5.23,2.61,1.0
2018-06-11,11,57.91,17.0,10.0,4.79,2.78,1.0
2018-06-11,12,57.84,17.0,10.0,5.26,2.61,0.8
2018-06-11,13,57.19,22.0,10.0,4.58,2.61,0.8
2018-06-11,14,55.4,25.0,8.31,4.0,3.46,1.0
2018-06-11,15,55.86,28.38,8.11,4.0,3.5,1.0
2018-06-11,16,50.01,15.0,6.62,4.0,2.67,1.0
2018-06-11,17,40.01,12.37,8.11,4.0,3.12,1.56
2018-06-11,18,50.44,19.12,10.0,8.11,4.0,2.22
2018-06-11,19,52.23,32.0,10.0,8.31,5.37,3.96
2018-06-11,20,83.6,32.0,10.03,8.94,6.6,5.46
2018-06-11,21,97.59,32.0,10.86,10.0,6.32,5.19
2018-06-11,22,65.29,32.0,10.0,8.11,4.19,3.1
2018-06-11,23,50.01,32.0,10.0,8.31,3.73,2.11
2018-06-12,0,50.01,29.55,10.0,7.45,3.5,1.39
2018-06-12,1,50.01,15.0,10.0,6.0,4.09,1.58
2018-06-12,2,51.84,21.04,8.11,5.0,2.61,1.0
2018-06-12,3,54.86,19.52,8.61,5.0,3.5,1.0
2018-06-12,4,56.57,15.0,6.0,5.0,3.01,0.8
2018-06-12,5,35.0,16.58,10.0,6.0,3.01,1.0
2018-06-12,6,59.96,15.0,10.0,6.0,2.67,1.0
2018-06-12,7,61.13,15.0,10.0,6.0,2.99,1.0
2018-06-12,8,61.31,15.0,10.0,6.0,3.05,1.0
2018-06-12,9,60.95,15.0,10.0,6.0,3.44,1.0
2018-06-12,10,59.5,15.0,8.61,5.45,3.01,1.0
2018-06-12,11,56.49,17.6,10.0,6.0,3.46,1.0
2018-06-12,12,57.13,17.0,10.0,5.26,2.94,0.99
2018-06-12,13,56.15,11.27,8.61,4.01,2.61,0.8
2018-06-12,14,53.42,16.53,6.53,4.0,3.46,0.8
2018-06-12,15,51.21,17.1,7.01,4.0,3.5,0.96
2018-06-12,16,37.96,13.43,6.8,4.0,2.61,1.0
2018-06-12,17,42.35,17.08,8.31,4.0,3.5,1.0
2018-06-12,18,50.46,31.01,10.0,6.0,4.0,2.11
2018-06-12,19,51.66,32.0,10.0,8.61,4.5,3.45
2018-06-12,20,68.83,32.0,11.26,10.0,6.26,4.87
2018-06-12,21,100.0,32.02,13.29,10.0,5.87,4.46
2018-06-12,22,53.72,32.0,10.0,8.23,4.0,2.31
2018-06-12,23,50.01,32.01,15.0,10.0,4.0,2.11
2018-06-13,0,50.01,15.27,10.0,6.46,4.0,1.38
2018-06-13,1,50.01,15.0,10.0,6.0,3.96,1.14
2018-06-13,2,32.71,16.55,10.0,4.0,2.61,0.96
2018-06-13,3,32.0,15.47,6.0,4.01,3.49,0.96
2018-06-13,4,56.61,15.0,6.0,4.01,3.46,0.8
2018-06-13,5,32.0,16.66,10.0,6.0,3.5,0.83
2018-06-13,6,32.0,15.0,10.0,5.51,3.44,1.0
2018-06-13,7,32.0,15.0,10.0,6.0,3.5,1.0
2018-06-13,8,32.0,15.0,10.0,6.0,3.5,1.0
2018-06-13,9,32.0,15.0,10.0,6.0,3.5,1.0
2018-06-13,10,32.0,12.51,9.11,5.19,3.31,1.0
2018-06-13,11,59.44,17.0,10.0,5.23,3.44,0.8
2018-06-13,12,59.94,17.29,10.0,5.51,3.5,1.0
2018-06-13,13,59.11,23.65,10.0,5.26,3.46,1.0
2018-06-13,14,56.74,26.0,8.61,4.0,3.5,0.8
2018-06-13,15,56.5,30.41,8.11,4.0,3.5,0.92
2018-06-13,16,50.21,15.0,8.11,4.0,3.5,1.0
2018-06-13,17,50.01,32.0,8.61,4.0,3.5,1.0
2018-06-13,18,100.0,32.0,10.46,7.84,4.0,2.11
2018-06-13,19,59.19,32.02,10.03,9.02,4.52,3.49
2018-06-13,20,70.22,38.53,11.34,10.0,6.96,5.59
2018-06-13,21,100.0,39.6,13.58,10.0,6.28,4.89
2018-06-13,22,56.64,32.02,10.53,8.31,4.0,2.48
2018-06-13,23,50.01,32.0,10.0,8.85,4.0,1.86
2018-06-14,0,50.01,15.0,10.0,7.9,4.0,1.18
2018-06-14,1,50.01,15.0,8.31,5.18,4.0,1.0
2018-06-14,2,54.23,22.12,7.13,4.0,3.21,1.0
2018-06-14,3,32.0,15.83,8.11,4.01,3.5,1.0
2018-06-14,4,32.0,13.86,8.98,5.26,3.46,0.8
2018-06-14,5,32.0,15.0,10.0,6.0,3.5,1.0
2018-06-14,6,32.0,15.0,10.0,6.0,3.44,1.0
2018-06-14,7,32.0,15.0,10.0,6.0,3.44,1.0
2018-06-14,8,32.0,15.0,10.0,6.0,3.44,1.0
2018-06-14,9,32.0,15.0,10.0,6.0,3.44,1.0
2018-06-14,10,32.0,13.81,8.61,4.55,3.0,1.0
2018-06-14,11,60.68,15.0,10.0,4.01,2.99,1.0
2018-06-14,12,60.9,17.0,10.0,4.41,2.61,0.8
2018-06-14,13,60.24,22.0,10.0,4.01,2.61,0.8
2018-06-14,14,58.03,22.88,10.0,4.01,2.61,0.88
2018-06-14,15,56.25,16.74,6.0,4.0,3.11,0.8
2018-06-14,16,52.02,15.0,7.63,4.0,3.11,0.87
2018-06-14,17,50.01,32.0,8.11,4.0,3.5,1.0
2018-06-14,18,100.0,32.0,11.77,8.11,4.0,1.87
2018-06-14,19,56.72,32.0,11.88,9.11,4.0,2.78
2018-06-14,20,63.71,32.53,13.78,10.0,4.73,3.69
2018-06-14,21,91.94,39.6,15.0,10.0,4.73,3.68
2018-06-14,22,52.84,32.0,15.0,8.31,4.0,2.31
2018-06-14,23,50.01,27.01,10.03,8.31,4.0,1.57
2018-06-15,0,50.93,15.0,10.0,4.39,4.0,1.11
2018-06-15,1,51.91,15.0,9.11,4.01,3.98,1.07
2018-06-15,2,32.0,11.03,5.51,4.0,2.61,0.86
2018-06-15,3,32.0,10.0,8.44,6.0,2.61,0.99
2018-06-15,4,32.0,15.0,9.26,4.58,3.46,0.8
2018-06-15,5,30.0,10.03,9.11,5.23,2.75,0.8
2018-06-15,6,32.0,10.03,8.61,5.23,2.61,1.0
2018-06-15,7,30.0,10.5,9.11,5.88,3.11,1.0
2018-06-15,8,32.0,10.03,8.61,5.51,2.61,1.0
2018-06-15,9,32.0,10.03,8.61,5.51,2.61,1.0
2018-06-15,10,32.0,10.0,7.86,4.01,2.5,1.0
2018-06-15,11,32.0,13.46,9.11,4.01,2.61,0.8
2018-06-15,12,32.0,12.83,9.11,4.58,2.61,0.8
2018-06-15,13,32.0,11.63,10.0,4.01,2.61,0.8
2018-06-15,14,32.0,11.03,9.11,4.01,2.61,0.8
2018-06-15,15,55.34,10.0,5.51,4.0,2.75,0.8
2018-06-15,16,32.0,8.61,5.98,4.0,2.61,0.82
2018-06-15,17,32.0,15.0,6.0,4.0,2.61,1.0
2018-06-15,18,47.52,24.51,9.66,6.0,4.0,1.37
2018-06-15,19,50.28,26.01,10.0,8.11,4.0,2.26
2018-06-15,20,51.67,30.5,10.23,8.31,4.57,3.61
2018-06-15,21,59.71,32.0,10.83,8.31,4.04,3.14
2018-06-15,22,48.11,24.51,10.0,7.56,4.0,1.84
2018-06-15,23,50.01,15.0,10.0,6.35,4.0,1.34
2018-06-16,0,36.96,10.0,8.61,4.94,3.5,1.0
2018-06-16,1,32.06,10.0,6.0,4.43,3.5,1.0
2018-06-16,2,32.0,10.0,5.26,4.0,2.31,0.8
2018-06-16,3,32.0,10.0,8.11,5.2,2.61,0.8
2018-06-16,4,32.0,10.0,8.31,4.49,3.01,0.87
2018-06-16,5,32.0,10.84,8.11,4.01,2.61,0.8
2018-06-16,6,32.0,11.22,6.0,4.01,2.31,0.87
2018-06-16,7,32.0,10.26,6.0,4.01,2.31,1.0
2018-06-16,8,32.0,11.23,6.09,4.6,2.61,1.0
2018-06-16,9,32.0,11.27,6.0,4.01,2.61,1.0
2018-06-16,10,32.0,10.03,6.0,3.95,2.4,1.0
2018-06-16,11,32.0,12.8,6.0,3.55,2.31,1.0
2018-06-16,12,32.0,12.2,6.0,3.7,2.21,1.0
2018-06-16,13,32.0,12.0,6.0,3.5,2.21,0.61
2018-06-16,14,32.0,12.88,6.0,3.5,2.21,0.49
2018-06-16,15,32.0,10.0,5.51,4.01,2.61,0.8
2018-06-16,16,32.0,10.96,6.0,4.66,2.99,0.8
2018-06-16,17,32.9,13.59,6.19,5.0,2.61,0.83
2018-06-16,18,45.35,13.05,9.87,6.0,5.0,1.0
2018-06-16,19,50.01,24.79,10.0,6.75,5.0,1.61
2018-06-16,20,50.25,32.0,10.0,8.11,5.0,2.15
2018-06-16,21,62.22,32.0,10.0,8.11,5.0,2.11
2018-06-16,22,46.89,25.0,10.0,6.01,5.0,1.37
2018-06-16,23,41.06,16.79,10.0,6.4,5.0,1.0
2018-06-17,0,33.71,10.0,8.44,5.0,3.5,0.83
2018-06-17,1,32.0,10.0,6.0,5.0,3.5,0.8
2018-06-17,2,32.0,10.03,6.0,4.01,2.31,0.8
2018-06-17,3,30.0,10.0,8.21,6.0,2.61,0.8
2018-06-17,4,30.0,10.0,8.11,4.01,2.61,0.8
2018-06-17,5,32.0,11.8,6.0,3.98,2.21,1.0
2018-06-17,6,32.0,11.23,6.0,3.5,2.21,1.0
2018-06-17,7,32.0,11.96,6.0,3.5,2.31,0.96
2018-06-17,8,32.0,11.27,6.0,3.71,2.27,1.0
2018-06-17,9,32.0,11.31,6.0,3.5,2.31,1.0
2018-06-17,10,32.0,10.0,6.0,3.5,2.31,1.0
2018-06-17,11,32.0,12.66,5.51,3.5,2.11,1.0
2018-06-17,12,60.47,15.0,8.11,3.5,2.11,0.91
2018-06-17,13,59.26,15.0,8.11,3.5,2.11,0.33
2018-06-17,14,56.47,15.0,8.11,3.5,2.11,0.59
2018-06-17,15,55.37,10.0,5.26,4.01,2.61,0.8
2018-06-17,16,32.0,9.11,5.26,4.58,2.61,0.73
2018-06-17,17,32.0,10.53,6.29,5.0,2.31,1.0
2018-06-17,18,43.89,11.63,9.85,6.01,4.0,1.15
2018-06-17,19,49.56,23.54,10.0,6.75,4.0,1.47
2018-06-17,20,50.01,29.89,10.0,7.76,4.0,2.0
2018-06-17,21,62.04,32.0,10.0,8.11,4.0,1.91
2018-06-17,22,49.26,22.67,10.0,6.01,4.0,1.33
2018-06-17,23,42.77,15.0,10.0,6.01,4.03,1.0
2018-06-18,0,37.53,10.0,8.11,5.0,3.5,1.0
2018-06-18,1,33.56,10.0,8.11,5.0,3.5,1.0
2018-06-18,2,32.0,10.03,5.81,4.01,2.31,0.87
2018-06-18,3,32.0,10.0,8.31,6.0,2.61,0.8
2018-06-18,4,32.0,10.0,8.61,4.01,2.61,0.8
2018-06-18,5,35.0,15.0,6.0,4.01,2.31,0.91
2018-06-18,6,35.0,15.0,6.0,4.01,2.31,1.0
2018-06-18,7,35.0,10.0,6.0,3.95,2.61,1.0
2018-06-18,8,35.0,15.0,6.0,4.01,2.61,1.0
2018-06-18,9,35.0,15.0,6.0,4.01,2.31,1.0
2018-06-18,10,35.0,15.0,6.0,4.01,2.31,0.8
2018-06-18,11,60.73,18.06,8.11,4.01,2.31,0.8
2018-06-18,12,61.05,17.82,8.11,4.01,2.31,0.8
2018-06-18,13,60.72,24.0,8.11,4.01,2.31,0.44
2018-06-18,14,58.47,24.0,8.11,4.01,2.31,0.75
2018-06-18,15,57.33,15.0,6.0,5.0,3.46,0.8
2018-06-18,16,54.77,10.03,6.0,5.0,2.99,0.8
2018-06-18,17,51.77,10.0,6.0,5.0,2.61,1.0
2018-06-18,18,50.2,15.0,10.0,6.0,5.0,1.06
2018-06-18,19,50.01,31.65,10.0,6.01,5.0,1.57
2018-06-18,20,51.56,32.0,10.0,6.01,5.0,1.91
2018-06-18,21,54.67,32.0,10.0,6.01,5.0,1.88
2018-06-18,22,50.01,32.0,10.0,6.01,5.0,1.25
2018-06-18,23,53.42,17.22,10.0,6.01,5.0,1.0
2018-06-19,0,54.8,15.0,9.11,5.45,4.01,1.0
2018-06-19,1,54.38,10.23,8.61,5.0,4.0,1.0
2018-06-19,2,32.0,10.0,6.0,4.01,2.61,0.76
2018-06-19,3,32.0,10.0,8.11,6.0,2.61,0.8
2018-06-19,4,32.0,12.86,8.61,6.0,3.11,0.8
2018-06-19,5,32.0,10.0,6.0,3.98,2.11,0.8
2018-06-19,6,32.0,10.0,6.0,4.01,2.11,0.97
2018-06-19,7,32.0,10.42,6.2,4.01,2.31,1.0
2018-06-19,8,32.0,10.41,6.96,4.01,2.21,1.0
2018-06-19,9,32.0,11.05,6.33,4.16,2.21,0.94
2018-06-19,10,32.0,10.0,6.0,3.5,2.11,0.8
2018-06-19,11,32.0,10.0,5.0,3.98,2.31,1.0
2018-06-19,12,32.0,10.0,5.0,3.98,2.21,0.8
2018-06-19,13,32.0,10.0,5.0,3.98,2.12,0.8
2018-06-19,14,32.0,10.0,5.26,4.01,2.61,0.8
2018-06-19,15,32.0,8.61,5.26,4.0,2.61,0.8
2018-06-19,16,32.0,8.11,5.0,4.0,2.61,0.8
2018-06-19,17,32.0,10.0,6.0,5.0,2.61,0.84
2018-06-19,18,32.0,15.0,8.61,5.0,3.11,1.0
2018-06-19,19,51.73,32.0,10.0,6.0,4.0,1.25
2018-06-19,20,62.0,32.0,10.0,6.0,4.0,1.83
2018-06-19,21,61.27,32.0,10.0,6.0,4.0,1.88
2018-06-19,22,50.01,18.1,10.0,5.0,3.5,1.22
2018-06-19,23,52.65,11.23,8.31,5.0,3.5,1.0
2018-06-20,0,52.8,10.0,6.0,4.67,3.46,1.0
2018-06-20,1,53.15,10.0,6.0,4.93,3.46,1.0
2018-06-20,2,55.54,15.0,6.0,4.54,2.61,0.8
2018-06-20,3,32.0,14.56,7.0,6.0,3.5,0.8
2018-06-20,4,32.0,13.38,7.0,6.0,3.11,0.8
