date,hr_beg,90th Pctl Bid,80th Pctl Bid,70th Pctl Bid,60th Pctl Bid,50th Pctl Bid,30th Pctl Bid
2014-01-01,0,25.0,11.0,7.13,5.65,3.93,2.08
2014-01-01,1,18.55,12.63,8.11,6.48,5.55,2.11
2014-01-01,2,19.04,14.11,8.11,6.36,5.19,2.11
2014-01-01,3,20.24,14.11,10.0,8.11,5.55,2.11
2014-01-01,4,21.68,14.11,11.0,8.11,6.91,2.11
2014-01-01,5,23.43,14.11,11.0,8.43,8.0,2.11
2014-01-01,6,16.61,12.12,10.0,8.77,8.11,2.11
2014-01-01,7,17.65,13.85,11.11,10.0,8.11,2.11
2014-01-01,8,18.71,14.11,11.6,10.0,8.11,2.11
2014-01-01,9,17.28,14.11,11.73,10.0,8.11,2.11
2014-01-01,10,16.6,14.11,10.12,9.62,8.11,2.11
2014-01-01,11,15.0,12.3,8.95,7.4,5.9,2.11
2014-01-01,12,16.8,12.0,8.11,7.5,6.42,2.11
2014-01-01,13,16.52,13.94,8.13,7.63,6.27,2.11
2014-01-01,14,18.79,13.56,8.26,7.76,6.26,2.11
2014-01-01,15,17.74,12.58,8.53,7.15,5.65,2.11
2014-01-01,16,14.6,12.63,10.0,8.11,5.55,2.11
2014-01-01,17,15.52,11.36,10.0,8.11,5.55,2.11
2014-01-01,18,16.41,13.97,10.0,8.11,7.52,2.11
2014-01-01,19,17.77,14.11,10.02,9.52,8.11,2.11
2014-01-01,20,19.55,14.11,11.25,10.0,8.11,2.11
2014-01-01,21,21.55,14.11,11.91,10.46,8.11,2.11
2014-01-01,22,21.9,14.11,11.06,10.0,8.11,2.11
2014-01-01,23,16.97,14.11,8.11,6.58,5.55,2.11
2014-01-02,0,18.75,13.29,8.11,6.57,5.0,2.11
2014-01-02,1,16.84,12.81,8.11,6.68,5.0,2.11
2014-01-02,2,14.11,12.02,8.11,6.01,5.24,2.11
2014-01-02,3,15.0,12.02,8.11,6.59,5.54,2.11
2014-01-02,4,20.0,14.05,10.0,7.74,5.75,2.11
2014-01-02,5,18.2,14.11,10.0,8.11,6.59,2.11
2014-01-02,6,16.36,14.11,9.63,8.11,5.55,2.11
2014-01-02,7,16.14,14.11,11.1,9.5,7.24,2.11
2014-01-02,8,17.19,14.11,11.49,9.5,7.53,2.11
2014-01-02,9,17.65,14.11,11.54,10.0,8.11,2.11
2014-01-02,10,15.7,14.11,10.64,9.5,8.11,2.11
2014-01-02,11,16.47,11.18,8.52,7.12,6.0,2.11
2014-01-02,12,16.42,13.87,8.11,5.65,3.0,2.11
2014-01-02,13,16.27,10.0,8.11,5.55,3.0,2.11
2014-01-02,14,14.11,10.0,8.11,5.55,3.0,2.11
2014-01-02,15,14.11,11.49,8.11,5.55,3.0,2.0
2014-01-02,16,14.11,11.0,8.11,5.55,3.0,2.0
2014-01-02,17,15.29,12.99,8.11,5.65,3.29,2.11
2014-01-02,18,15.72,14.0,8.77,6.41,4.38,2.11
2014-01-02,19,15.93,14.11,10.0,8.11,5.55,2.11
2014-01-02,20,15.8,14.11,10.0,8.11,5.55,2.11
2014-01-02,21,16.89,14.11,10.64,8.55,5.65,2.11
2014-01-02,22,17.48,14.11,10.21,8.11,5.65,2.11
2014-01-02,23,15.32,10.0,8.11,5.03,3.0,2.0
2014-01-03,0,15.78,10.0,8.11,3.0,2.63,2.0
2014-01-03,1,14.11,10.0,8.11,5.07,3.0,2.0
2014-01-03,2,14.11,10.0,8.11,5.0,3.0,2.0
2014-01-03,3,15.0,11.45,8.11,6.16,3.48,2.0
2014-01-03,4,14.94,10.66,8.3,7.8,6.3,2.11
2014-01-03,5,15.0,11.07,10.0,8.11,6.63,2.11
2014-01-03,6,16.03,11.86,9.86,8.11,5.65,2.11
2014-01-03,7,15.7,13.05,11.05,8.11,6.12,2.11
2014-01-03,8,15.96,13.76,11.26,8.17,6.4,2.11
2014-01-03,9,15.66,13.74,11.74,9.52,7.75,2.11
2014-01-03,10,15.0,13.21,10.0,8.11,5.75,2.11
2014-01-03,11,16.49,10.88,8.11,6.04,5.0,2.11
2014-01-03,12,20.0,14.11,8.11,5.65,3.7,2.11
2014-01-03,13,23.0,14.11,8.11,5.75,3.5,2.0
2014-01-03,14,15.0,10.0,8.11,4.33,3.0,2.11
2014-01-03,15,15.0,10.0,8.11,5.12,3.0,2.0
2014-01-03,16,14.11,10.0,8.11,5.65,3.0,2.0
2014-01-03,17,14.11,10.69,8.11,5.75,3.9,2.11
2014-01-03,18,14.11,11.0,9.97,8.11,5.12,2.11
2014-01-03,19,14.11,11.8,10.0,8.11,5.75,2.11
2014-01-03,20,14.11,12.74,10.0,8.11,6.27,2.11
2014-01-03,21,14.34,13.31,11.67,8.58,7.47,2.11
2014-01-03,22,14.62,12.9,11.0,8.11,7.0,2.11
2014-01-03,23,15.08,10.0,8.11,5.75,3.0,2.0
2014-01-04,0,15.73,10.0,8.11,3.22,3.0,2.0
2014-01-04,1,14.11,10.0,8.11,5.65,3.0,2.0
2014-01-04,2,14.11,10.0,8.11,5.0,3.0,2.0
2014-01-04,3,15.0,11.13,8.11,6.65,3.59,2.0
2014-01-04,4,15.6,12.86,10.0,8.0,5.51,2.11
2014-01-04,5,15.0,13.88,10.58,8.11,5.75,2.11
2014-01-04,6,15.0,12.57,10.63,8.11,6.0,2.11
2014-01-04,7,15.73,14.07,12.11,8.41,6.37,2.11
2014-01-04,8,17.25,14.11,12.1,10.0,8.11,2.11
2014-01-04,9,17.39,14.11,12.03,10.0,8.11,2.11
2014-01-04,10,17.18,14.11,10.19,8.11,6.5,2.11
2014-01-04,11,20.0,14.11,8.18,6.68,6.0,2.11
2014-01-04,12,23.0,14.11,8.21,7.71,6.0,2.11
2014-01-04,13,23.0,14.11,8.11,7.38,5.55,2.11
2014-01-04,14,15.71,10.0,8.11,5.88,4.0,2.0
2014-01-04,15,17.37,11.83,8.11,5.52,3.99,2.11
2014-01-04,16,17.05,11.35,8.11,6.67,4.55,2.11
2014-01-04,17,14.41,12.0,9.71,8.11,7.56,2.11
2014-01-04,18,15.0,12.54,10.08,8.58,8.0,2.11
2014-01-04,19,14.68,12.58,10.81,9.53,8.11,2.11
2014-01-04,20,15.01,13.12,11.62,10.0,8.11,2.11
2014-01-04,21,15.92,14.11,12.0,10.0,8.11,2.11
2014-01-04,22,17.52,14.11,11.36,10.0,8.11,2.11
2014-01-04,23,19.17,11.48,8.11,5.55,4.64,2.11
2014-01-05,0,20.51,12.84,8.11,6.03,3.15,2.0
2014-01-05,1,14.11,10.0,8.11,5.82,4.97,2.11
2014-01-05,2,14.11,10.0,8.11,5.39,3.93,2.11
2014-01-05,3,15.06,12.0,8.11,5.86,4.9,2.11
2014-01-05,4,19.0,14.11,8.61,8.11,6.61,2.11
2014-01-05,5,19.02,14.11,10.0,8.94,8.0,2.11
2014-01-05,6,16.59,14.11,8.11,6.75,5.25,2.11
2014-01-05,7,17.62,14.11,10.0,8.11,5.5,2.11
2014-01-05,8,18.37,14.11,10.0,8.11,5.5,2.11
2014-01-05,9,18.66,14.11,10.0,8.11,5.5,2.11
2014-01-05,10,17.62,12.3,9.77,8.11,5.5,2.11
2014-01-05,11,18.19,14.11,10.0,8.11,5.65,2.11
2014-01-05,12,20.0,14.11,10.0,8.11,5.65,2.11
2014-01-05,13,19.43,14.11,10.0,8.11,5.29,2.11
2014-01-05,14,15.0,10.0,8.11,6.54,4.0,2.11
2014-01-05,15,15.0,10.56,8.11,6.79,5.09,2.01
2014-01-05,16,14.11,11.13,8.98,8.11,3.43,2.11
2014-01-05,17,14.11,12.0,10.0,8.11,5.0,2.11
2014-01-05,18,14.11,12.53,10.0,8.11,5.0,2.11
2014-01-05,19,14.15,13.61,10.0,8.11,5.0,2.11
2014-01-05,20,15.0,14.11,10.0,8.11,5.55,2.11
2014-01-05,21,25.0,14.11,11.49,8.11,5.65,2.11
2014-01-05,22,24.01,14.11,11.78,8.11,5.65,2.11
2014-01-05,23,19.17,10.0,8.11,5.65,3.0,2.0
2014-01-06,0,18.28,12.34,8.11,5.55,2.33,2.0
2014-01-06,1,18.11,11.74,8.11,5.55,2.65,2.0
2014-01-06,2,14.11,10.0,8.0,5.0,3.0,2.0
2014-01-06,3,15.0,10.54,8.11,6.62,4.61,2.11
2014-01-06,4,19.0,14.11,10.0,6.37,3.09,2.0
2014-01-06,5,15.21,14.11,8.13,8.0,3.9,2.11
2014-01-06,6,31.61,23.85,14.11,10.0,8.11,2.11
2014-01-06,7,32.97,25.0,14.11,10.0,8.11,2.11
2014-01-06,8,33.11,24.63,14.11,9.17,8.11,2.11
2014-01-06,9,33.01,24.19,14.11,10.0,8.11,2.11
2014-01-06,10,16.5,12.0,8.3,8.0,5.12,2.11
2014-01-06,11,25.0,14.11,8.11,5.55,3.24,2.0
2014-01-06,12,25.0,14.11,8.11,4.0,2.11,1.0
2014-01-06,13,23.91,14.11,8.11,5.55,2.11,2.0
2014-01-06,14,22.13,14.11,8.11,5.55,2.42,2.0
2014-01-06,15,15.0,10.0,8.11,4.0,3.25,2.0
2014-01-06,16,14.11,10.0,8.11,4.66,3.25,2.0
2014-01-06,17,14.11,10.0,8.11,5.65,4.1,2.02
2014-01-06,18,14.11,10.9,8.11,7.72,5.55,2.0
2014-01-06,19,14.11,11.58,8.69,8.11,5.55,2.11
2014-01-06,20,14.11,12.0,9.33,8.11,5.55,2.11
2014-01-06,21,14.11,12.0,9.81,8.11,5.55,2.11
2014-01-06,22,14.11,11.78,8.88,8.11,5.55,2.11
2014-01-06,23,14.11,8.11,5.65,3.5,2.11,1.98
2014-01-07,0,14.11,10.0,8.11,4.01,2.11,1.0
2014-01-07,1,14.11,10.0,8.11,3.61,2.11,1.0
2014-01-07,2,14.11,10.0,8.11,5.55,2.11,1.9
2014-01-07,3,15.0,11.53,8.11,5.65,3.77,2.0
2014-01-07,4,19.0,14.11,9.18,6.22,4.31,2.11
2014-01-07,5,15.0,13.98,8.49,8.11,6.08,2.11
2014-01-07,6,24.22,14.11,12.0,8.11,7.83,2.11
2014-01-07,7,24.19,14.11,12.0,8.11,7.79,2.11
2014-01-07,8,24.91,14.11,12.0,8.11,7.47,2.11
2014-01-07,9,24.67,14.11,12.0,8.11,7.12,2.11
2014-01-07,10,21.73,14.11,10.49,8.11,5.65,2.11
2014-01-07,11,30.38,19.68,8.11,5.65,4.0,1.92
2014-01-07,12,93.0,14.11,7.37,4.0,2.0,1.0
2014-01-07,13,93.0,14.11,5.65,4.0,2.0,1.0
2014-01-07,14,30.0,8.11,5.55,3.21,2.11,1.0
2014-01-07,15,15.0,8.11,5.55,2.75,2.11,1.0
2014-01-07,16,15.0,8.11,4.0,2.11,2.0,1.0
2014-01-07,17,14.11,8.11,5.65,3.86,2.18,1.0
2014-01-07,18,14.11,8.61,8.0,5.55,2.11,1.0
2014-01-07,19,14.11,13.28,8.11,5.55,2.11,1.0
2014-01-07,20,14.15,13.03,8.11,5.55,2.11,1.0
2014-01-07,21,15.41,14.11,8.11,5.55,2.11,1.0
2014-01-07,22,14.11,12.87,8.11,5.67,2.11,1.0
2014-01-07,23,25.0,8.11,5.65,2.11,2.0,1.0
2014-01-08,0,25.0,8.11,5.65,3.47,2.11,1.0
2014-01-08,1,14.11,8.11,5.65,3.11,2.11,1.0
2014-01-08,2,14.11,8.11,5.65,3.26,2.11,1.0
2014-01-08,3,14.11,8.11,7.21,4.95,2.11,1.0
2014-01-08,4,20.0,14.11,9.03,8.11,5.55,2.0
2014-01-08,5,25.0,14.11,11.46,8.11,7.59,2.11
2014-01-08,6,18.6,15.02,14.11,12.59,8.11,3.45
2014-01-08,7,19.16,15.49,14.49,12.6,8.11,4.0
2014-01-08,8,19.65,15.5,14.11,11.84,8.11,3.71
2014-01-08,9,19.04,15.0,14.11,11.67,8.11,3.25
2014-01-08,10,17.73,14.11,10.19,8.11,7.09,2.11
2014-01-08,11,20.0,14.11,10.0,8.11,6.03,2.11
2014-01-08,12,30.0,14.11,10.0,8.11,4.0,1.0
2014-01-08,13,30.0,14.11,10.0,8.11,2.11,1.0
2014-01-08,14,19.41,14.11,8.11,8.02,3.47,2.0
2014-01-08,15,15.0,13.2,8.11,6.69,3.47,2.0
2014-01-08,16,15.98,14.11,8.11,5.78,3.25,2.11
2014-01-08,17,16.76,14.11,9.55,8.11,5.55,2.11
2014-01-08,18,18.41,14.11,12.0,8.11,6.72,2.11
2014-01-08,19,17.75,14.11,12.0,8.11,7.94,2.11
2014-01-08,20,18.4,15.21,12.01,9.75,8.0,2.11
2014-01-08,21,19.85,15.83,12.63,10.0,8.0,2.11
2014-01-08,22,20.82,15.2,12.15,9.89,8.11,2.11
2014-01-08,23,17.49,14.11,10.0,7.25,4.84,2.0
2014-01-09,0,19.61,14.11,8.11,5.65,2.99,2.0
2014-01-09,1,14.71,12.79,8.11,6.41,5.55,2.0
2014-01-09,2,14.11,12.45,8.11,5.91,3.25,2.11
2014-01-09,3,14.11,13.95,10.0,8.11,5.77,2.11
2014-01-09,4,16.98,14.11,11.16,10.0,8.11,2.11
2014-01-09,5,15.87,14.11,13.58,12.0,8.11,2.11
2014-01-09,6,18.82,14.23,13.23,10.0,8.0,2.11
2014-01-09,7,18.64,14.75,13.75,10.0,8.11,2.11
2014-01-09,8,19.25,14.86,13.86,10.06,8.11,2.11
2014-01-09,9,19.02,14.45,13.45,10.0,8.11,2.11
2014-01-09,10,20.0,14.11,10.0,8.11,7.68,2.11
2014-01-09,11,19.0,14.77,10.0,8.0,5.64,2.11
2014-01-09,12,51.67,14.11,8.11,5.65,2.62,1.0
2014-01-09,13,42.0,14.11,8.11,5.65,2.11,1.45
2014-01-09,14,25.0,14.11,8.97,6.49,3.5,2.0
2014-01-09,15,16.42,11.41,8.11,5.65,3.5,2.0
2014-01-09,16,15.47,12.43,9.89,5.75,2.93,2.0
2014-01-09,17,19.02,14.11,10.0,8.0,4.2,2.11
2014-01-09,18,17.74,14.11,8.11,7.1,5.43,2.11
2014-01-09,19,17.36,14.11,8.11,7.93,5.48,2.11
2014-01-09,20,18.06,14.11,9.1,8.11,5.65,2.11
2014-01-09,21,20.66,14.11,10.04,8.44,7.84,2.11
2014-01-09,22,24.86,14.11,9.28,7.74,5.66,2.0
2014-01-09,23,28.22,14.11,9.73,5.75,2.11,1.13
2014-01-10,0,33.61,14.11,8.11,5.65,2.11,1.0
2014-01-10,1,23.9,12.56,10.0,5.75,3.53,2.0
2014-01-10,2,15.02,12.45,9.97,5.75,3.2,2.0
2014-01-10,3,18.41,14.11,10.0,8.11,5.01,2.11
2014-01-10,4,25.0,17.08,14.11,8.11,5.65,2.11
2014-01-10,5,24.37,15.37,10.0,8.21,7.93,2.11
2014-01-10,6,25.0,14.11,10.66,10.0,8.11,2.11
2014-01-10,7,25.0,14.11,11.65,10.65,8.83,2.58
2014-01-10,8,25.94,14.11,12.74,10.96,9.96,3.12
2014-01-10,9,25.73,14.11,12.59,10.56,9.56,3.02
2014-01-10,10,25.0,14.11,10.92,8.11,6.45,2.11
2014-01-10,11,22.14,14.11,10.0,8.11,6.13,2.11
2014-01-10,12,24.45,14.48,13.48,10.0,8.11,2.0
2014-01-10,13,30.01,14.11,12.89,10.0,7.35,2.05
2014-01-10,14,19.2,14.11,10.0,8.11,5.75,2.11
2014-01-10,15,16.0,13.96,8.11,6.95,5.65,2.11
2014-01-10,16,15.36,11.32,8.11,6.18,3.5,2.11
2014-01-10,17,16.29,12.0,8.11,5.65,4.15,2.11
2014-01-10,18,16.66,12.16,8.11,5.87,4.87,2.11
2014-01-10,19,16.21,12.05,8.73,8.0,6.86,2.11
2014-01-10,20,15.97,12.32,9.89,8.38,7.88,2.11
2014-01-10,21,16.46,12.82,10.04,9.04,8.11,2.11
2014-01-10,22,17.07,13.4,9.85,8.11,7.36,2.11
2014-01-10,23,17.92,14.11,8.11,6.65,3.5,2.0
2014-01-11,0,24.79,14.11,8.13,5.75,3.5,2.0
2014-01-11,1,14.11,10.0,8.11,6.87,4.32,2.11
2014-01-11,2,15.56,12.0,8.11,6.03,3.94,2.11
2014-01-11,3,16.23,13.69,8.11,6.06,5.31,2.11
2014-01-11,4,22.02,14.11,10.0,7.29,5.65,2.11
2014-01-11,5,20.0,14.11,10.59,8.68,7.68,2.11
2014-01-11,6,23.57,14.11,11.02,10.0,8.73,2.35
2014-01-11,7,24.18,14.11,12.63,10.74,9.24,2.66
2014-01-11,8,25.0,14.11,13.0,10.98,9.48,2.66
2014-01-11,9,24.61,14.11,13.0,10.0,8.92,2.66
2014-01-11,10,20.34,14.11,12.87,8.11,5.77,2.66
2014-01-11,11,20.0,14.11,11.15,8.11,6.89,2.44
2014-01-11,12,25.01,15.03,14.11,12.53,8.11,2.11
2014-01-11,13,55.0,14.8,13.8,12.3,8.11,2.11
2014-01-11,14,55.0,14.11,10.0,8.68,8.11,2.11
2014-01-11,15,24.03,14.11,8.45,7.83,5.95,2.11
2014-01-11,16,25.0,14.11,8.11,7.25,5.65,2.11
2014-01-11,17,22.13,14.11,10.0,6.4,5.65,2.11
2014-01-11,18,19.01,14.11,10.0,7.0,5.65,2.11
2014-01-11,19,19.57,14.11,8.11,7.96,6.39,2.11
2014-01-11,20,19.67,14.11,9.0,8.11,7.0,2.11
2014-01-11,21,20.87,14.11,9.59,8.11,7.94,2.11
2014-01-11,22,20.54,14.11,10.0,8.11,6.93,2.11
2014-01-11,23,25.01,14.11,8.11,7.12,5.65,2.11
2014-01-12,0,25.01,14.11,9.05,8.11,3.5,1.36
2014-01-12,1,16.81,11.56,8.2,7.7,5.65,2.11
2014-01-12,2,16.75,13.6,8.11,6.8,5.65,2.11
2014-01-12,3,20.0,14.11,10.0,7.1,5.6,2.11
2014-01-12,4,25.0,15.36,11.54,9.98,5.75,2.11
2014-01-12,5,21.67,18.38,14.11,8.67,7.67,2.11
2014-01-12,6,25.44,20.14,15.91,14.0,5.75,2.11
2014-01-12,7,25.27,20.7,15.7,14.0,5.75,2.11
2014-01-12,8,25.62,20.97,15.62,10.0,5.75,2.11
2014-01-12,9,25.73,19.63,14.91,10.0,5.8,2.11
2014-01-12,10,25.02,15.16,14.11,10.0,5.75,2.11
2014-01-12,11,22.04,17.24,14.11,8.11,5.65,2.11
2014-01-12,12,25.0,15.0,13.96,8.11,7.16,2.11
2014-01-12,13,32.11,14.46,12.18,8.11,5.65,2.11
2014-01-12,14,29.0,14.11,8.11,5.65,3.5,2.11
2014-01-12,15,28.34,14.11,10.8,5.75,5.0,2.11
2014-01-12,16,27.49,14.11,12.33,5.75,3.82,2.11
2014-01-12,17,25.98,15.98,14.11,8.11,5.65,2.11
2014-01-12,18,21.55,14.68,14.0,8.11,5.65,2.11
2014-01-12,19,20.68,14.14,12.0,8.11,5.75,2.11
2014-01-12,20,21.38,14.11,9.86,8.11,5.0,2.11
2014-01-12,21,25.0,15.88,12.0,8.33,8.0,2.11
2014-01-12,22,25.0,16.27,12.0,8.35,8.0,2.11
2014-01-12,23,26.74,14.11,9.21,8.11,5.65,2.11
2014-01-13,0,28.67,14.11,8.11,5.65,2.89,2.0
2014-01-13,1,18.55,14.11,9.73,8.11,3.41,2.0
2014-01-13,2,19.12,14.11,8.11,5.75,3.18,2.0
2014-01-13,3,23.07,14.38,13.45,8.11,5.12,2.11
2014-01-13,4,25.92,20.0,14.11,10.66,8.11,2.11
2014-01-13,5,27.81,18.94,14.21,14.05,8.11,2.11
2014-01-13,6,22.29,15.5,14.0,10.0,7.96,2.11
2014-01-13,7,23.75,17.07,14.11,9.3,7.03,2.11
2014-01-13,8,25.17,17.25,14.11,9.52,7.2,2.11
2014-01-13,9,25.0,17.02,14.11,10.0,5.76,2.11
2014-01-13,10,23.94,15.63,14.0,10.0,5.65,2.11
2014-01-13,11,20.0,14.29,12.12,8.11,5.65,2.11
2014-01-13,12,25.0,14.11,8.11,5.75,2.11,1.0
2014-01-13,13,29.77,14.11,11.22,8.11,4.0,1.0
2014-01-13,14,28.43,14.11,10.64,5.75,2.31,1.0
2014-01-13,15,27.25,14.11,10.0,5.75,2.31,1.57
2014-01-13,16,26.46,14.11,8.11,5.65,3.0,2.0
2014-01-13,17,25.19,14.11,10.18,5.75,3.0,2.05
2014-01-13,18,18.63,14.11,10.0,5.75,3.91,2.11
2014-01-13,19,19.3,14.11,10.03,7.99,4.32,2.11
2014-01-13,20,19.57,14.11,8.11,7.25,5.65,2.11
2014-01-13,21,21.15,14.11,11.02,8.11,6.31,2.11
2014-01-13,22,25.0,14.11,12.0,8.11,6.14,2.11
2014-01-13,23,19.97,14.11,8.11,4.61,2.11,1.0
2014-01-14,0,18.8,14.11,8.11,3.35,2.11,1.0
2014-01-14,1,17.51,14.11,8.11,4.75,2.11,1.0
2014-01-14,2,14.11,11.76,8.0,4.85,3.0,1.0
2014-01-14,3,16.44,14.11,8.11,5.65,3.05,2.11
2014-01-14,4,22.5,14.11,8.11,5.75,3.0,2.11
2014-01-14,5,22.9,15.0,14.0,8.11,5.7,2.11
2014-01-14,6,25.0,16.16,14.0,10.0,8.11,2.11
2014-01-14,7,25.0,16.12,14.0,10.0,8.11,2.11
2014-01-14,8,25.52,16.36,14.0,10.0,8.11,2.11
2014-01-14,9,25.21,16.37,13.73,9.93,8.0,2.11
2014-01-14,10,25.0,15.06,11.12,8.11,7.11,2.11
2014-01-14,11,22.53,14.11,10.0,8.11,5.65,2.11
2014-01-14,12,33.0,14.11,10.0,5.65,2.11,1.0
2014-01-14,13,35.0,14.11,8.11,5.0,2.05,1.0
2014-01-14,14,26.29,11.68,8.11,5.0,2.11,1.39
2014-01-14,15,17.4,14.11,8.61,5.75,2.97,2.0
2014-01-14,16,21.59,14.11,9.48,5.75,2.35,2.0
2014-01-14,17,26.18,14.11,12.04,8.11,4.77,2.11
2014-01-14,18,23.28,14.11,10.0,8.11,5.65,2.11
2014-01-14,19,23.14,14.11,10.0,8.11,5.86,2.11
2014-01-14,20,22.06,14.11,10.0,8.11,5.65,2.11
2014-01-14,21,25.0,15.0,11.55,8.11,7.71,2.11
2014-01-14,22,25.0,16.76,14.11,8.69,8.0,2.11
2014-01-14,23,22.85,14.11,8.11,5.75,2.11,1.22
2014-01-15,0,18.73,14.11,8.11,4.0,2.11,1.0
2014-01-15,1,17.74,14.11,8.11,5.65,2.43,2.0
2014-01-15,2,14.77,12.0,8.11,5.65,2.83,2.0
2014-01-15,3,19.32,14.11,10.0,8.11,4.78,2.11
2014-01-15,4,24.14,14.11,10.0,6.34,4.48,2.11
2014-01-15,5,25.28,15.55,14.11,8.11,5.75,2.11
2014-01-15,6,26.0,16.62,14.11,8.46,5.75,2.11
2014-01-15,7,26.79,17.81,14.11,8.54,5.75,2.11
2014-01-15,8,27.63,17.82,14.11,8.37,5.65,2.11
2014-01-15,9,27.83,17.88,14.11,8.11,5.65,2.11
2014-01-15,10,25.65,15.65,14.11,8.11,5.65,2.11
2014-01-15,11,26.9,19.0,14.11,8.11,5.65,2.11
2014-01-15,12,25.94,14.11,10.0,8.11,3.12,2.0
2014-01-15,13,35.0,14.11,10.0,8.11,2.11,1.68
2014-01-15,14,22.93,14.11,10.0,8.04,4.0,2.0
2014-01-15,15,22.09,14.11,8.11,5.65,3.25,2.11
2014-01-15,16,25.16,14.11,10.0,5.65,3.25,2.0
2014-01-15,17,26.02,14.11,10.0,8.11,3.66,2.11
2014-01-15,18,25.24,14.31,10.0,8.11,5.0,2.11
2014-01-15,19,25.1,14.9,10.0,8.11,5.65,2.11
2014-01-15,20,25.5,15.41,10.0,8.11,5.65,2.11
2014-01-15,21,28.63,18.49,14.11,8.71,5.75,2.11
2014-01-15,22,30.94,19.88,14.11,9.76,8.0,2.11
2014-01-15,23,20.58,14.11,10.0,8.11,3.66,2.0
2014-01-16,0,16.4,14.11,8.11,5.75,2.78,2.0
2014-01-16,1,23.57,14.11,8.31,5.75,3.28,2.11
2014-01-16,2,19.65,14.11,8.11,5.75,3.25,2.11
2014-01-16,3,22.6,14.11,10.0,8.11,4.64,2.11
2014-01-16,4,25.16,15.52,13.33,8.11,5.65,2.11
2014-01-16,5,25.09,14.59,10.0,8.11,4.99,2.11
2014-01-16,6,30.97,19.15,15.48,12.0,8.11,2.11
2014-01-16,7,32.33,18.6,15.85,12.0,8.11,2.11
2014-01-16,8,32.46,19.43,16.84,12.0,8.11,2.11
2014-01-16,9,32.37,19.32,15.29,12.0,8.11,2.11
2014-01-16,10,31.13,16.42,14.11,12.0,8.11,2.11
2014-01-16,11,32.31,19.0,14.11,10.09,8.11,3.16
2014-01-16,12,26.41,14.11,10.0,8.11,5.65,1.0
2014-01-16,13,33.28,15.59,10.0,8.11,2.11,1.26
2014-01-16,14,27.23,14.11,10.0,5.75,4.0,2.11
2014-01-16,15,28.38,14.11,10.0,8.11,5.0,2.11
2014-01-16,16,26.28,14.11,10.0,8.11,3.51,2.0
2014-01-16,17,29.78,15.1,13.34,8.11,5.65,2.11
2014-01-16,18,27.73,15.0,14.0,8.46,6.81,2.11
2014-01-16,19,28.1,15.04,13.51,10.0,8.11,2.11
2014-01-16,20,28.86,15.0,13.25,10.05,8.11,2.11
2014-01-16,21,29.32,15.45,14.11,10.49,8.11,2.11
2014-01-16,22,28.96,17.56,14.11,10.32,8.11,2.11
2014-01-16,23,25.97,14.11,10.0,8.11,4.0,2.0
2014-01-17,0,21.37,14.11,8.11,5.75,2.11,1.0
2014-01-17,1,21.41,14.11,10.0,5.75,3.48,2.0
2014-01-17,2,23.01,14.11,8.11,7.44,3.25,2.0
2014-01-17,3,25.37,14.11,10.73,8.11,5.75,2.11
2014-01-17,4,27.36,15.9,14.11,10.08,8.11,2.11
2014-01-17,5,26.36,16.64,14.11,11.76,8.11,2.11
2014-01-17,6,30.6,20.0,14.78,14.11,8.11,2.11
2014-01-17,7,31.97,19.15,14.32,12.88,8.11,2.11
2014-01-17,8,32.18,19.95,15.0,13.91,8.11,2.11
2014-01-17,9,31.84,18.09,14.11,11.87,8.11,2.11
2014-01-17,10,30.38,16.05,14.11,10.0,8.11,2.11
2014-01-17,11,31.39,18.09,14.11,8.43,7.83,2.11
2014-01-17,12,33.0,17.56,14.11,8.11,5.65,2.0
2014-01-17,13,35.0,16.44,14.11,8.11,3.5,1.0
2014-01-17,14,27.29,14.11,10.0,8.11,4.12,2.11
2014-01-17,15,26.63,14.63,10.0,8.11,3.65,2.01
2014-01-17,16,28.08,16.51,10.0,8.11,4.9,2.11
2014-01-17,17,30.06,18.47,14.11,8.11,6.88,2.11
2014-01-17,18,29.15,14.87,13.09,8.3,6.65,2.11
2014-01-17,19,29.66,15.0,12.53,8.11,7.59,2.11
2014-01-17,20,30.26,15.04,12.91,9.2,8.0,2.11
2014-01-17,21,30.73,15.43,13.84,10.0,8.11,2.11
2014-01-17,22,30.36,15.84,14.11,10.0,8.11,2.11
2014-01-17,23,27.84,17.84,14.11,8.11,5.65,2.0
2014-01-18,0,25.99,14.11,10.0,7.34,3.25,2.0
2014-01-18,1,25.71,15.71,11.49,8.11,4.72,2.11
2014-01-18,2,26.75,14.11,10.0,8.0,4.09,2.11
2014-01-18,3,25.77,14.11,11.42,8.11,6.58,2.11
2014-01-18,4,29.0,22.94,14.11,10.0,8.11,2.11
2014-01-18,5,30.06,16.01,14.11,10.0,8.11,2.11
2014-01-18,6,31.03,20.43,14.11,11.46,8.11,2.11
2014-01-18,7,32.34,21.98,14.3,12.69,8.11,2.11
2014-01-18,8,32.59,22.56,15.0,13.48,8.11,2.11
2014-01-18,9,32.16,20.24,14.11,12.16,8.11,2.11
2014-01-18,10,30.46,20.0,14.11,10.0,8.11,2.11
2014-01-18,11,26.38,16.38,14.11,10.89,8.11,2.11
2014-01-18,12,27.4,18.66,11.34,8.11,5.0,2.11
2014-01-18,13,28.19,15.7,10.37,8.11,5.65,2.11
